0x7FFE, Empty
0x225A, Academy Paper
0x225B, Lovely Paper
0x225C, Rainbow Paper
0x225D, Hieroglyph Paper
0x225E, Lotus Paper
0x225F, Tile Paper
0x2260, Mosaic Paper
0x2261, Elegant Paper
0x2262, Town-View Paper
0x2263, Imperial Paper
0x2264, Ocean Paper
0x2265, Industrial Paper
0x2266, Fireworks Paper
0x2267, Floral Paper
0x2268, Mushroom Paper
0x2269, Star Paper
0x226A, Composer Paper
0x226B, Bathtub Paper
0x226C, SMB3 Paper
0x226D, Cool Paper
0x226E, Forest Paper
0x226F, Bubble Paper
0x2270, Buttercup Paper
0x2271, Tartan Paper
0x2272, Plaid Paper
0x2273, Lemon-Lime Paper
0x2274, Crater Paper
0x2275, Bejeweled Paper
0x2276, Geometric Paper
0x2277, Southwest Paper
0x2278, Night-Sky Paper
0x2279, Chic Paper
0x227A, Goldfish Paper
0x227B, Halloween Paper
0x227C, Gallery Paper
0x227D, Museum Paper
0x227E, Post-Office Paper
0x227F, Campground Paper
0x2280, Nook's Homes Paper
0x2281, Nintendo Paper
0x2282, Melody Paper
//Turnips
0x2283, 10 Turnips
0x2284, 20 Turnips
0x2285, 30 Turnips
0x2286, 40 Turnips
0x2287, 50 Turnips
0x2288, 60 Turnips
0x2289, 70 Turnips
0x228A, 80 Turnips
0x228B, 90 Turnips
0x228C, 100 Turnips
0x228D, Spoiled Turnips
//Bugs
0x228E, Common Butterfly
0x228F, Yellow Butterfly
0x2290, Tiger Butterfly
0x2291, Peacock Butterfly
0x2292, Monarch Butterfly
0x2293, Emperor Butterfly
0x2294, Agrias Butterfly
0x2295, Raja B. Butterfly
0x2296, Birdwing Butterfly
0x2297, Moth
0x2298, Oak Silk Moth
0x2299, Honeybee
0x229A, Bee
0x229B, Long Locust
0x229C, Migratory Locust
0x229D, Rice Grasshopper
0x229E, Mantis
0x229F, Orchid Mantis
0x22A0, Brown Cicada
0x22A1, Robust Cicada
0x22A2, Giant Cicada
0x22A3, Walker Cicada
0x22A4, Evening Cicada
0x22A5, Cicada Shell
0x22A6, Lantern Fly
0x22A7, Red Dragonfly
0x22A8, Darner Dragonfly
0x22A9, Banded Dragonfly
0x22AA, Petaltail Dragonfly
0x22AB, Ant
0x22AC, Pondskater
0x22AD, Diving Beetle
0x22AE, Stinkbug
0x22AF, Snail
0x22B0, Cricket
0x22B1, Bell Cricket
0x22B2, Grasshopper
0x22B3, Mole Cricket
0x22B4, Walking Leaf
0x22B5, Walking Stick
0x22B6, Bagworm
0x22B7, Ladybug
0x22B8, Violin Beetle
0x22B9, Longhorn Beetle
0x22BA, Tiger Beetle
0x22BB, Dung Beetle
0x22BC, Wharf Roach
0x22BD, Hermit Crab
0x22BE, Firefly
0x22BF, Fruit Beetle
0x22C0, Scarab Beetle
0x22C1, Jewel Beetle
0x22C2, Miyama Stag
0x22C3, Saw Stag
0x22C4, Giant Stag
0x22C5, Rainbow Stag
0x22C6, Cyclommatus Stag
0x22C7, Golden Stag
0x22C8, Horned Dynastid
0x22C9, Horned Atlas
0x22CA, Horned Elephant
0x22CB, Horned Hercules
0x22CC, Goliath Beetle
0x22CD, Flea
0x22CE, Pill Bug
0x22CF, Mosquito
0x22D0, Fly
0x22D1, House Centipede
0x22D2, Centipede
0x22D3, Spider
0x22D4, Tarantula
0x22D5, Scorpion
0x22D6, Snowflake
0x22D7, Red Feather
0x22D8, Blue Feather
0x22D9, Green Feather
0x22DA, Yellow Feather
0x22DB, Purple Feather
0x22DC, White Feather
0x22DD, Pink Feather
0x22DE, Rainbow Feather
0x22DF, Good-Luck Charm
//Fish
0x22E1, Bitterling
0x22E2, Pale Chub
0x22E3, Crucian Carp
0x22E4, Dace
0x22E5, Barbel Steed
0x22E6, Carp
0x22E7, Koi
0x22E8, Goldfish
0x22E9, Pop-Eyed Goldfish
0x22EA, Killifish
0x22EB, Crawfish
0x22EC, Soft-Shelled Turtle
0x22ED, Tadpole
0x22EE, Frog
0x22EF, Freshwater Goby
0x22F0, Loach
0x22F1, Catfish
0x22F2, Eel
0x22F3, Giant Snakehead
0x22F4, Bluegill
0x22F5, Yellow Perch
0x22F6, Black Bass
0x22F7, Pike
0x22F8, Pond Smelt
0x22F9, Sweetfish
0x22FA, Cherry Salmon
0x22FB, Char
0x22FC, Rainbow Trout
0x22FD, Stringfish
0x22FE, Salmon
0x22FF, King Salmon
0x2300, Mitten Crab
0x2301, Guppy
0x2302, Nibble Fish
0x2303, Angelfish
0x2304, Neon Tetra
0x2305, Piranha
0x2306, Arowana
0x2307, Dorado
0x2308, Gar
0x2309, Arapaima
0x230A, Saddled Bichir
0x230B, Sea Butterfly
0x230C, Sea Horse
0x230D, Clown Fish
0x230E, Surgeonfish
0x230F, Butterfly Fish
0x2310, Napoleonfish
0x2311, Zebra Turkeyfish
0x2312, Blowfish
0x2313, Puffer Fish
0x2314, Horse Mackerel
0x2315, Barred Knifejaw
0x2316, Sea Bass
0x2317, Red Snapper
0x2318, Dab
0x2319, Olive Flounder
0x231A, Squid
0x231B, Moray Eel
0x231C, Ribbon Eel
0x231D, Football Fish
0x231E, Tuna
0x231F, Blue Marlin
0x2320, Giant Trevally
0x2321, Ray
0x2322, Ocean Sunfish
0x2323, Hammerhead Shark
0x2324, Shark
0x2325, Saw Shark
0x2326, Whale Shark
0x2327, Oarfish
0x2328, Coelacanth
0x2329, Empty Can
0x232A, Boot
0x232B, Old Tire
0x232C, Water Egg
//Marine Creatures
0x232D, Seaweed
0x232E, Sea Grapes
0x232F, Sea Urchin
0x2330, Acorn Barnacle
0x2331, Oyster
0x2332, Turban Shell
0x2333, Abalone
0x2334, Ear Shell
0x2335, Clam
0x2336, Pearl Oyster
0x2337, Scallop
0x2338, Sea Anemone
0x2339, Sea Star
0x233A, Sea Cucumber
0x233B, Sea Slug
0x233C, Flatworm
0x233D, Mantis Shrimp
0x233E, Sweet Shrimp
0x233F, Tiger Prawn
0x2340, Spiny Lobster
0x2341, Lobster
0x2342, Snow Crab
0x2343, Horsehair Crab
0x2344, Red King Crab
0x2345, Spider Crab
0x2346, Octopus
0x2347, Spotted Garden Eel
0x2348, Chambered Nautilus
0x2349, Horseshoe Crab
0x234A, Giant Isopod
0x234B, Deep-Sea Egg
//Wallpaper
0x234C, Exotic Wall
0x234D, Lovely Wall
0x234E, Classic Wall
0x234F, Ranch Wall
0x2350, Cabana Wall
0x2351, Blue Wall
0x2352, Modern Wall
0x2353, Regal Wall
0x2354, Green Wall
0x2355, Cabin Wall
0x2356, Kiddie Wall
0x2357, Robo-Wall
0x2358, Snowman Wall
0x2359, Forest Wall
0x235A, Pavé Wall
0x235B, Egg Wall
0x235C, Spooky Wall
0x235D, Harvest Wall
0x235E, Jingle Wall
0x235F, Princess Wall
0x2360, Gracie Wallpaper
0x2361, Sweets Wall
0x2362, Gorgeous Wall
0x2363, Western Vista
0x2364, Lunar Horizon
0x2365, Blue Tarp
0x2366, Ringside Seating
0x2367, Backyard Fence
0x2368, Playroom Wall
0x2369, Sea View
0x236A, Lab Wall
0x236B, Classroom Wall
0x236C, Bathhouse Wall
0x236D, Pastel-Dot Wall
0x236E, Parlor Wall
0x236F, Mod Wall
0x2370, Kitschy Wall
0x2371, Groovy Wall
0x2372, Backgammon Wall
0x2373, Mosaic Wall
0x2374, Blue-Trim Wall
0x2375, Plaster Wall
0x2376, Chic Wall
0x2377, Ornate Wall
0x2378, Citrus Wall
0x2379, Rose Wall
0x237A, Old Brick Wall
0x237B, Shoji Screen
0x237C, Gold Screen Wall
0x237D, Tearoom Wall
0x237E, Modern Screen
0x237F, Garden Wall
0x2380, Mortar Wall
0x2381, Stone Wall
0x2382, Concrete Wall
0x2383, Basement Wall
0x2384, Shanty Wall
0x2385, Wood Paneling
0x2386, Floral Wall
0x2387, Kitchen Wall
0x2388, Music-Room Wall
0x2389, Manor Wall
0x238A, Office Wall
0x238B, Plaza Wall
0x238C, Lattice Wall
0x238D, Stately Wall
0x238E, Imperial Wall
0x238F, Arched Window
0x2390, Bamboo Wall
0x2391, Ivy Wall
0x2392, Ancient Wall
0x2393, Exquisite Wall
0x2394, Tent Wall
0x2395, Industrial Wall
0x2396, Library Wall
0x2397, Illusion Wall
0x2398, Meadow Vista
0x2399, Tropical Vista
0x239A, Desert Vista
0x239B, Chain-Link Fence
0x239C, Tree-Lined Wall
0x239D, Sky Wall
0x239E, Cityscape Wall
0x239F, Dirt-Clod Wall
0x23A0, Common Wall
0x23A1, Old Wallpaper
0x23A2, Mushroom Mural
0x23A3, Creepy Wall
0x23A4, Dotted Wall
0x23A5, Ramshackle Wall
0x23A6, Sporty Wall
0x23A7, Golden Wall
0x23A8, Jungle Wall
0x23A9, Underwater Wall
0x23AA, Dig-Site Wall
0x23AB, Paintball Wall
0x23AC, Marine Pop Wall
0x23AD, Ice Wall
0x23AE, Sloppy Wall
0x23AF, Sci-Fi Wall
0x23B0, Rococo Wall
0x23B1, Butterfly Wall
0x23B2, Modern Wood Wall
0x23B3, Mermaid Wall
0x23B4, Sleek Wall
0x23B5, Card Wall
0x23B6, Stripe Wall
0x23B7, Alpine Wall
0x23B8, Neutral Wall
0x23B9, Ski-Slope Wall
0x23BA, Balloon Wall
0x23BB, Astro Wall
0x23BC, Flower Pop Wall
0x23BD, Cheese Wall
0x23BE, Red Tile Wall
0x23BF, Maze Wall
0x23C0, Autumn Wall
0x23C1, Palace Wall
0x23C2, Party Wall
0x23C3, Paw-Print Wall
0x23C4, Summit Wall
0x23C5, Skyscraper Wall
0x23C6, Exhibit-Room Wall
0x23C7, Museum Wall
0x23C8, Notebook Wall
0x23C9, Recycle-Shop Wall
0x23CA, Convenient Wall
0x23CB, Supermarket Wall
0x23CC, Home-Center Wall
0x23CD, Department Wall
0x23CE, Gracie Wall
0x23CF, Gracie Wall (2)
0x23D0, Gracie Wall (3)
0x23D1, Basic Wall
0x23D2, Hallway Wall
0x23D3, White Tile Wall
0x23D4, Stadium Wall
0x23D5, Train-Window Wall
0x23D6, Waiting-Room Wall
0x23D7, Steel-Frame Wall
0x23D8, Café-curtain Wall
0x23D9, White Brick Wall
0x23DA, Bamboo-Grove Wall
0x23DB, Rice-Paddy Wall
0x23DC, Magma-Cavern Wall
0x23DD, Ocean-Horizon Wall
0x23DE, Hello Kitty Wall
0x23DF, My Melody Wall
0x23E0, Pompompurin Wall
0x23E1, Kiki And Lala Wall
0x23E2, Cinnamoroll Wall
0x23E3, Kerokerokeroppi Wall
0x23E4, Hyrule Wall
0x23E5, Ink-Splattered Wall
0x23E6, Inkopolis Wall
0x23E7, Fruit-Panel Wall
0x23E8, Fueki Wall
0x23EA, Polka-Dot Wall
//Carpets
0x23EB, Exotic Rug
0x23EC, Lovely Carpet
0x23ED, Classic Carpet
0x23EE, Ranch Flooring
0x23EF, Cabana Flooring
0x23F0, Blue Flooring
0x23F1, Modern Tile
0x23F2, Regal Carpet
0x23F3, Green Rug
0x23F4, Cabin Rug
0x23F5, Kiddie Carpet
0x23F6, Robo-Floor
0x23F7, Snowman Carpet
0x23F8, Forest Floor
0x23F9, Pavé Floor
0x23FA, Egg Floor
0x23FB, Spooky Carpet
0x23FC, Harvest Rug
0x23FD, Jingle Carpet
0x23FE, Princess Carpet
0x23FF, Gracie Carpet
0x2400, Sweets Floor
0x2401, Gorgeous Floor
0x2402, Western Desert
0x2403, Lunar Surface
0x2404, Closed Road
0x2405, Boxing-Ring Mat
0x2406, Backyard Lawn
0x2407, Playroom Rug
0x2408, Ship Deck
0x2409, Lab Floor
0x240A, Classroom Floor
0x240B, Bath Tile
0x240C, Pastel-Dot Rug
0x240D, Checkered Tile
0x240E, Ceramic Tile
0x240F, Diner Tile
0x2410, Kitschy Tile
0x2411, Red Tile
0x2412, Mosaic Tile
0x2413, Chessboard Rug
0x2414, Plaza Tile
0x2415, Palace Tile
0x2416, Imperial Tile
0x2417, Kitchen Tile
0x2418, Stone Tile
0x2419, Charcoal Tile
0x241A, Tatami
0x241B, Planked Tatami
0x241C, Mossy Carpet
0x241D, Sand Garden
0x241E, Slate Flooring
0x241F, Concrete Floor
0x2420, Basement Floor
0x2421, Parquet Floor
0x2422, Old Board Floor
0x2423, Kitchen Flooring
0x2424, Music-Room Floor
0x2425, Office Flooring
0x2426, Opulent Rug
0x2427, Plush Carpet
0x2428, Ornate Rug
0x2429, Fancy Carpet
0x242A, Exquisite Rug
0x242B, Tent Rug
0x242C, Tartan Rug
0x242D, Round Carpet
0x242E, Citrus Carpet
0x242F, Cowhide Rug
0x2430, Birch Flooring
0x2431, Plank Flooring
0x2432, Bamboo Flooring
0x2433, Steel Flooring
0x2434, Shanty Mat
0x2435, Ancient Tile
0x2436, Illusion Floor
0x2437, Daisy Meadow
0x2438, Tropical Floor
0x2439, Saharah's Desert
0x243A, Sandlot
0x243B, Sidewalk
0x243C, Cloud Flooring
0x243D, Common Floor
0x243E, Old Flooring
0x243F, Block Floor
0x2440, Creepy Floor
0x2441, Ramshackle Floor
0x2442, Sporty Floor
0x2443, Golden Carpet
0x2444, Hopscotch Floor
0x2445, Wildflower Floor
0x2446, Jungle Floor
0x2447, Underwater Floor
0x2448, Dig-Site Floor
0x2449, Paintball Floor
0x244A, Ladybug Carpet
0x244B, Ice Floor
0x244C, Sloppy Carpet
0x244D, Sci-Fi Floor
0x244E, Modern Wood Flooring
0x244F, Mermaid Carpet
0x2450, Sleek Carpet
0x2451, Card Carpet
0x2452, Stripe Carpet
0x2453, Neutral Floor
0x2454, Ski-Slope Floor
0x2455, Balloon Floor
0x2456, Astro Floor
0x2457, Flower Pop Carpet
0x2458, Marine Pop Floor
0x2459, Cheese Floor
0x245A, Maze Floor
0x245B, Autumn Floor
0x245C, Rococo Floor
0x245D, Alpine Rug
0x245E, Notebook Floor
0x245F, Dotted Rug
0x2460, Exhibit-Room Floor
0x2461, Museum Floor
0x2462, Recycle-Shop Floor
0x2463, Convenient Floor
0x2464, Market Floor
0x2465, Home-Center Floor
0x2466, Department Floor
0x2467, Gracie Floor
0x2468, Gracie Floor (2)
0x2469, Gracie Floor (3)
0x246A, Terrace Rug
0x246B, Yellow Flooring
0x246C, Monochrome Floor
0x246D, Pink Wood Floor
0x246E, Natural Wood Floor
0x246F, Stone-Tile Floor
0x2470, Parquet Floor
0x2471, White Tile Floor
0x2472, Panel Carpet Floor
0x2473, Arched Brick Floor
0x2474, Flagstone Floor
0x2475, Terra-Cotta Floor
0x2476, Tatami Floor
0x2477, Herringbone Floor
0x2478, School-Hall Floor
0x2479, Water Floor
0x247A, Pavement Floor
0x247B, Lobby Floor
0x247C, Field Floor
0x247D, Galaxy Floor
0x247E, Lava Floor
0x247F, Oil-Stained Floor
0x2480, Fancy Tile Floor
0x2481, Block Flooring
0x2482, Sandy-Beach Floor
0x2483, Dirt Floor
0x2484, Wooden-Deck Floor
0x2485, White Wood Floor
0x2486, Hello Kitty Floor
0x2487, My Melody Floor
0x2488, Pompompurin Floor
0x2489, Kiki And Lala Floor
0x248A, Cinnamoroll Floor
0x248B, Gray Patterned Floor
0x248C, Zelda Floor
0x248D, Ink-Splattered Floor
0x248E, Inkopolis Floor
0x248F, Fruit-Panel Floor
0x2490, Fueki Floor
0x2491, Gallery Floor
0x2492, Observatory Floor
//Shirts
0x2493, Male Vest (Unused)
0x2494, Female Vest (Unused)
0x2495, One-Ball Tee
0x2496, Two-Ball Tee
0x2497, Three-Ball Tee
0x2498, Four-Ball Tee
0x2499, Five-Ball Tee
0x249A, Six-Ball Tee
0x249B, Seven-Ball Tee
0x249C, Eight-Ball Tee
0x249D, Nine-Ball Tee
0x249E, Paw Tee
0x249F, Daisy Tee
0x24A0, Tulip Tee
0x24A1, Cherry Tee
0x24A2, Skull Tee
0x24A3, U-R-Here Tee
0x24A4, Lightning Tee
0x24A5, MVP Tee
0x24A6, BB Tee
0x24A7, Fish Tee
0x24A8, Frog Tee
0x24A9, Bear Tee
0x24AA, Bunny Tee
0x24AB, Bunny Shirt
0x24AC, Elephant Tee
0x24AD, Spade Tee
0x24AE, Diamond Tee
0x24AF, Club Tee
0x24B0, Heart Tee
0x24B1, Big-Star Tee
0x24B2, Bright Tee
0x24B3, A Tee
0x24B4, No. 1 Shirt
0x24B5, No. 2 Shirt
0x24B6, No. 3 Shirt
0x24B7, No. 4 Shirt
0x24B8, No. 5 Shirt
0x24B9, No. 23 Shirt
0x24BA, No. 67 Shirt
0x24BB, Big Bro's Tee
0x24BC, Li'l Bro's Tee
0x24BD, Cloudy Tee
0x24BE, Fresh Tee
0x24BF, Dawn Tee
0x24C0, Misty Tee
0x24C1, Sunset Tee
0x24C2, Deep-Blue Tee
0x24C3, Peachy Tee
0x24C4, Rainbow Tee
0x24C5, Sno-Cone Tee
0x24C6, Orange Tie-Dye Tee
0x24C7, Purple Tie-Dye Tee
0x24C8, Green Tie-Dye Tee
0x24C9, Blue Tie-Dye Tee
0x24CA, Red Tie-Dye Tee
0x24CB, Bold-Check Tee
0x24CC, Café Tee
0x24CD, Checkered Tee
0x24CE, Blue-Check Tee
0x24CF, Red-Check Tee
0x24D0, Dogtooth Tee
0x24D1, Tan Dogtooth Tee
0x24D2, Rugby Tee
0x24D3, Green-Bar Tee
0x24D4, Yellow-Bar Tee
0x24D5, Grape-Stripe Tee
0x24D6, Beatnik Tee
0x24D7, Red-Bar Tee
0x24D8, Blue-Stripe Tee
0x24D9, Blue-Stripe Shirt
0x24DA, Gelato Tee
0x24DB, Chain-Gang Tee
0x24DC, Speedway Tee
0x24DD, Yellow Tartan Tee
0x24DE, Fall Plaid Tee
0x24DF, Blue Tartan Tee
0x24E0, Dapper Tee
0x24E1, Natty Tee
0x24E2, Blue-Grid Tee
0x24E3, Red-Grid Tee
0x24E4, Dazed Tee
0x24E5, Checkerboard Tee
0x24E6, Toad Tee
0x24E7, Dark Polka Tee
0x24E8, Lite Polka Tee
0x24E9, Bubble-Gum Tee
0x24EA, Funky-Dot Tee
0x24EB, Gumdrop Tee
0x24EC, Big-Dot Tee
0x24ED, Aqua Polka Tee
0x24EE, Blue-Bar Tee
0x24EF, Gold-Bar Tee
0x24F0, Brown-Bar Tee
0x24F1, Vegetarian Tee
0x24F2, Racer Tee
0x24F3, Pastel-Stripe Tee
0x24F4, Rally Tee
0x24F5, Racer 6 Tee
0x24F6, Vertigo Tee
0x24F7, Barber Tee
0x24F8, Jade Plaid Tee
0x24F9, Blue Plaid Tee
0x24FA, Mint Gingham Tee
0x24FB, Picnic Tee
0x24FC, Candy Gingham Tee
0x24FD, Lemon Gingham Tee
0x24FE, Melon Gingham Tee
0x24FF, Bad Plaid Tee
0x2500, Pink Tartan Tee
0x2501, Waffle Tee
0x2502, Gray Tartan Tee
0x2503, Gray Tartan Shirt
0x2504, Red Argyle Shirt
0x2505, Red Argyle Tee
0x2506, Blue Argyle Shirt
0x2507, Blue Argyle Tee
0x2508, Pink Argyle Shirt
0x2509, Pink Argyle Tee
0x250A, Cyan Argyle Shirt
0x250B, Cyan Argyle Tee
0x250C, Chevron Shirt
0x250D, Icy Shirt
0x250E, Aurora Knit Shirt
0x250F, Winter Sweater
0x2510, Folk Shirt
0x2511, Argyle Knit Shirt
0x2512, Uncommon Shirt
0x2513, Comfy Sweater
0x2514, Beige Knit Shirt
0x2515, Earthy Knit Shirt
0x2516, Spring Shirt
0x2517, Lively Knit Shirt
0x2518, Deer Shirt
0x2519, Monkey Shirt
0x251A, Chocomint Tee
0x251B, Fern Tee
0x251C, Leaf Tee
0x251D, Fall Leaf Tee
0x251E, Straw Shirt
0x251F, Grass Tee
0x2520, Snow Shirt
0x2521, Lovely Tee
0x2522, Bubble Tee
0x2523, Chichi-Print Tee
0x2524, Coral Tee
0x2525, Groovy Tee
0x2526, Flame Tee
0x2527, Danger Tee
0x2528, Gracie Tank
0x2529, Future Tank
0x252A, Optical Shirt
0x252B, Twinkle Tee
0x252C, Star Tee
0x252D, Night-Sky Tee
0x252E, Amethyst Tank
0x252F, Nebula Tee
0x2530, Dice Tank
0x2531, Kiddie Tee
0x2532, Airy Tee
0x2533, Crossing Shirt
0x2534, Splendid Tee
0x2535, Jagged Tee
0x2536, Subdued-Print Tee
0x2537, Sharp Outfit
0x2538, Painter's Tee
0x2539, Jungle-Camo Tee
0x253A, Arctic-Camo Tee
0x253B, Desert-Camo Tee
0x253C, Circuit Tank
0x253D, Pulse Tank
0x253E, Zebra Tee
0x253F, Tiger Tee
0x2540, Cow Tee
0x2541, Leopard Tee
0x2542, Giraffe Tee
0x2543, Ladybug Tank
0x2544, Spiderweb Tee
0x2545, Caterpillar Tank
0x2546, Fiendish Shirt
0x2547, Citrus Tee
0x2548, Kiwi Tee
0x2549, Watermelon Tee
0x254A, Strawberry Tee
0x254B, Grape Tee
0x254C, Melon Tee
0x254D, Pink Wave Tank
0x254E, Flan Tank
0x254F, Hot-Dog Tank
0x2550, Sandwich Tank
0x2551, Noodle Tee
0x2552, Sundae Tank
0x2553, Dragon Suit
0x2554, Periwinkle Tee
0x2555, Hot Spring Tee
0x2556, New Spring Tee
0x2557, Crewel Tee
0x2558, Tropical Tee
0x2559, Corseted Shirt
0x255A, Noble Shirt
0x255B, Red Aloha Tee
0x255C, Blue Aloha Tee
0x255D, Western Shirt
0x255E, Royal Shirt
0x255F, Firefighter Shirt
0x2560, Doctor's Coat
0x2561, Bone Shirt
0x2562, Zipper Shirt
0x2563, Mummy Shirt
0x2564, Military Uniform
0x2565, Sailor's Tee
0x2566, Reggae Tee
0x2567, Camel Shirt
0x2568, Concierge Shirt
0x2569, Tuxedo
0x256A, Explorer Tee
0x256B, Soccer Tee
0x256C, Red Down Jacket
0x256D, Blue Down Jacket
0x256E, Cavalier Shirt
0x256F, Beaded Shirt
0x2570, Wrap Shirt
0x2571, Wrestler Tank
0x2572, Security Tee
0x2573, Bear Costume
0x2574, Frog Costume
0x2575, Kappa Costume
0x2576, Imperial Shirt
0x2577, Racing Shirt
0x2578, Orange Jacket
0x2579, Tin Shirt
0x257A, Scale-Armor Suit
0x257B, Armor Suit
0x257C, Gold-Armor Suit
0x257D, Striking Outfit
0x257E, Red Warm-Up Suit
0x257F, Baseball Shirt
0x2580, Red Gym Tee
0x2581, Blue Gym Tee
0x2582, Space Suit
0x2583, Caveman Tank
0x2584, Kung-Fu Tee
0x2585, Pleather Vest
0x2586, Cycling Shirt
0x2587, Cycling Tee
0x2588, Chef's Outfit
0x2589, Genie Shirt
0x258A, Folk Tunic
0x258B, Red-Zap Suit
0x258C, Blue-Zap Suit
0x258D, Green-Zap Suit
0x258E, Samurai Shirt
0x258F, Patched Shirt
0x2590, Hero's Clothes
0x2591, Varia Suit
0x2592, Team NTDO Tee
0x2593, Gray Parka
0x2594, Fishing Vest
0x2595, Captain's Jacket
0x2596, Ninja Shirt
0x2597, Detective Outfit
0x2598, Santa Coat
0x2599, Chick Tee
0x259A, Scale-Print Tee
0x259B, Jinbei Top
0x259C, Kanji Tee
0x259D, Raglan Shirt
0x259E, Happi Tee
0x259F, Red Letter Jacket
0x25A0, Blue Letter Jacket
0x25A1, Black Letter Jacket
0x25A2, Tiger Jacket
0x25A3, Dragon Jacket
0x25A4, Red Flannel Shirt
0x25A5, Blue Flannel Shirt
0x25A6, Black Flannel Shirt
0x25A7, Pink-Bud Tank
0x25A8, Garden Tank
0x25A9, Lacy White Tank
0x25AA, Pink Tank
0x25AB, Hanten Shirt
0x25AC, Work Shirt
0x25AD, Tan Puffy Vest
0x25AE, After-School Jacket
0x25AF, Kids' Smock
0x25B0, School Jacket
0x25B1, Mint Shirt
0x25B2, Denim Jacket
0x25B3, Prism Tee
0x25B4, Denim Vest
0x25B5, Green Gym Tee
0x25B6, Green Emblem Blazer
0x25B7, Acid-Washed Jacket
0x25B8, Red Ringmaster Coat
0x25B9, White Tuxedo Jacket
0x25BA, Black-Denim Jacket
0x25BB, Basketball Tank
0x25BC, Iberian Jacket
0x25BD, Pink Parka
0x25BE, Jockey Shirt
0x25BF, Blue Track Jacket
0x25C0, Sweater-Vest
0x25C1, Waistcoat
0x25C2, Black Track Jacket
0x25C3, Beige Emblem Blazer
0x25C4, Clerk's Shirt
0x25C5, Green Warm-Up Jacket
0x25C6, Blue Ringmaster Coat
0x25C7, Relay Tank
0x25C8, Snowy Sweater
0x25C9, Red Jacket
0x25CA, Blue Jacket
0x25CB, Floral Knit Tee
0x25CC, Dreamy Tee
0x25CD, Pop Bloom Tee
0x25CE, Silk Bloom Tee
0x25CF, Blossom Tee
0x25D0, Yellow Aloha Tee
0x25D1, Loud Bloom Tee
0x25D2, Rose-Sky Tee
0x25D3, Blue Diamond Shirt
0x25D4, Lotus Tee
0x25D5, Rose Tee
0x25D6, Pep-Squad Tee
0x25D7, Jester Shirt
0x25D8, Swell Shirt
0x25D9, Go-Go Shirt
0x25DA, Festivale Tank
0x25DB, Pink Pj Shirt
0x25DC, Blue Pj Shirt
0x25DD, Canary Shirt
0x25DE, Flight-Crew Shirt
0x25DF, Café Uniform
0x25E0, Peacoat
0x25E1, Shearling Coat
0x25E2, Mod Shirt
0x25E3, Tacky Sweater
0x25E4, Sunflower Tee
0x25E5, Green-Stripe Tank
0x25E6, Gray Tank
0x25E7, Preppy Shirt
0x25E8, Flowery Tee
0x25E9, HHA Tee
0x25EA, HHA Jacket
0x25EB, Dr. Shrunk's Jacket
0x25EC, 24-hour-Shop Uniform
0x25ED, Swell Tee
0x25EE, Blue Diamond Tee
0x25EF, Raglan Tee
0x25F0, MVP Shirt
0x25F1, Jade Plaid Shirt
0x25F2, Red-Check Shirt
0x25F3, Rugby Shirt
0x25F4, Painter's Shirt
0x25F5, Pulse Shirt
0x25F6, Toad Shirt
0x25F7, Sailor's Shirt
0x25F8, Frog Shirt
0x25F9, Blue-Grid Shirt
0x25FA, Kung-Fu Shirt
0x25FB, Tan Dogtooth Shirt
0x25FC, Bad Plaid Shirt
0x25FD, Fern Shirt
0x25FE, Arctic-Camo Shirt
0x25FF, Fall Leaf Shirt
0x2600, Elephant Shirt
0x2601, Red-Grid Shirt
0x2602, Chain-Gang Shirt
0x2603, Dogtooth Shirt
0x2604, Moldy Shirt
0x2605, Waffle Shirt
0x2606, Vegetarian Shirt
0x2607, Blue-Check Shirt
0x2608, Picnic Shirt
0x2609, Natty Shirt
0x260A, Pink Tartan Shirt
0x260B, Checkerboard Shirt
0x260C, Dark Polka Shirt
0x260D, Lemon Gingham Shirt
0x260E, Brown-Bar Shirt
0x260F, Dazed Shirt
0x2610, Nebula Shirt
0x2611, Bubble-Gum Shirt
0x2612, Blue-Bar Shirt
0x2613, Lite Polka Shirt
0x2614, Yellow-Bar Shirt
0x2615, Yellow Tartan Shirt
0x2616, Amethyst Shirt
0x2617, Soccer Shirt
0x2618, Grape-Stripe Shirt
0x2619, Red-Bar Shirt
0x261A, Candy Gingham Shirt
0x261B, Skull Shirt
0x261C, Flame Shirt
0x261D, Vertigo Shirt
0x261E, Green-Bar Shirt
0x261F, Gelato Shirt
0x2620, Dapper Shirt
0x2621, Desert-Camo Shirt
0x2622, Jungle-Camo Shirt
0x2623, Beatnik Shirt
0x2624, Gold-Bar Shirt
0x2625, Fall Plaid Shirt
0x2626, Blue Tartan Shirt
0x2627, Mint Gingham Shirt
0x2628, Bear Shirt
0x2629, Melon Gingham Shirt
0x262A, Blue Plaid Shirt
0x262B, Melon Shirt
0x262C, Watermelon Shirt
0x262D, Zipper Tank
0x262E, Misty Tank
0x262F, Purple Tie-Dye Tank
0x2630, Jester Tank
0x2631, Grape Tank
0x2632, Sno-Cone Tank
0x2633, Aqua Polka Tank
0x2634, Strawberry Tank
0x2635, Peachy Tank
0x2636, Reggae Tank
0x2637, Blue Argyle Tank
0x2638, Twinkle Tank
0x2639, Green Tie-Dye Tank
0x263A, Cool Tank
