0x0000, Empty
0x1640, Mini Metatoid
0x1644, Metatoid
0x1648, Mini Bowtoid
0x164C, Bowtoid
0x1650, Mega Bowtoid
0x1654, Tall Bowtoid
0x1658, Mega Lamentoid
0x165C, Tall Lamentoid
0x1660, Lamentoid
0x1664, Mini Lamentoid
0x1668, Mini Timpanoid
0x166C, Timpanoid
0x1670, Mega Timpanoid
0x1674, Quazoid
0x1678, Mega Quazoid
0x167C, Mega Dekkoid
0x1680, Dekkoid
0x1684, Mini Dekkoid
0x1688, Mega Alloid
0x168C, Tall Alloid
0x1690, Mini Alloid
0x1694, Mini Freakoid
0x1698, Mega Feakoid
0x169C, Tall Quazoid
0x16A0, Mini Quazoid
0x16A4, Squat Dingloid
0x16A8, Mega Dingloid
0x16AC, Tall Dingloid
0x16B0, Dingloid
0x16B4, Mini Dingloid
0x16B8, Wee Dingloid
0x16BC, Mega Clankoid
0x16C0, Clankoid
0x16C4, Tall Clankoid
0x16C8, Mini Clankoid
0x16CC, Croakoid
0x16D0, Mega Croakoid
0x16D4, Tall Croakoid
0x16D8, Mini Croakoid
0x16DC, Mega Poltergoid
0x16E0, Tall Poltergoid
0x16E4, Poltergoid
0x16E8, Mini Poltergoid
0x16EC, Tall Warbloid
0x16F0, Warbloid
0x16F4, Mini Warbloid
0x16F8, Mega Rustoid
0x16FC, Rustoid
0x1700, Mini Rustoid
0x1704, Mega Percoloid
0x1708, Tall Percoloid
0x170C, Mega Puffoid
0x1710, Mini Puffoid
0x1714, Tall Puffoid
0x1718, Rhythmoid
0x171C, Mini Rythmoid
0x1720, Slim Quazoid
0x1724, Mega Oboid
0x1728, Oboid
0x172C, Tall Oboid
0x1730, Tall Timpanoid
0x1734, Mini Howloid
0x1738, Howloid
0x173C, Mega Howloid
0x1740, Mega Harmonoid
0x1744, Harmonoid
0x1748, Tall Harmonoid
0x174C, Mini Harmonoid
0x1750, Tall Strumboid
0x1754, Mega Strumboid
0x1758, Strumboid
0x175C, Mini Strumboid
0x1760, Mega Lullaboid
0x1764, Tall Lullaboid
0x1768, Lullaboid
0x176C, Mini Lullaboid
0x1770, Mega Drilloid
0x1774, Drilloid
0x1778, Mini Drilloid
0x177C, Mega Nebuloid
0x1780, Nebuloid
0x1784, Squat Nebuloid
0x1788, Tall Nebuloid
0x178C, Mini Nebuloid
0x1790, Slim Nebuloid
0x1794, Mega Plinkoid
0x1798, Plinkoid
0x179C, Mini Plinkoid
0x17A0, Squelchoid
0x17A4, Mega Squelchoid
0x17A8, Mini Squelchoid
0x17AC, Flame Shirt (Furniture)
0x17B0, Paw Shirt (Furniture)
0x17B4, Wavy Pink Shirt (Furniture)
0x17B8, Furture Shirt (Furniture)
0x17BC, Bold Check Shirt (Furniture)
0x17C0, Mint Gingham (Furniture)
0x17C4, Bad Plaid Shirt (Furniture)
0x17C8, Speedway Shirt (Furniture)
0x17CC, Folk Shirt (Furniture)
0x17D0, Daisy Shirt (Furniture)
0x17D4, Wavy Tan Shirt (Furniture)
0x17D8, Optical Shirt (Furniture)
0x17DC, Rugby Shirt (Furniture)
0x17E0, Sherbet Gingham (Furniture)
0x17E4, Yellow Tartan (Furniture)
0x17E8, Gelato Shirt (Furniture)
0x17EC, Work Uniform (Furniture)
0x17F0, Patched Shirt (Furniture)
0x17F4, Plum Kimono (Furniture)
0x17F8, Somber Robe (Furniture)
0x17FC, Red Sweatsuit (Furniture)
0x1800, Blue Sweatsuit (Furniture)
0x1804, Red Puffy Vest (Furniture)
0x1808, Blue Puffy Vest (Furniture)
0x180C, Summer Robe (Furniture)
0x1810, Bamboo Robe (Furniture)
0x1814, Red Aloha Shirt (Furniture)
0x1818, Blue Aloha Shirt (Furniture)
0x181C, Dark Polka Shirt (Furniture)
0x1820, Lite Polka Shirt (Furniture)
0x1824, Lovely Shirt (Furniture)
0x1828, Citrus Shirt (Furniture)
0x182C, Kiwi Shirt (Furniture)
0x1830, Watermelon Shirt (Furniture)
0x1834, Strawberry Shirt (Furniture)
0x1838, Grape Shirt (Furniture)
0x183C, Melon Shirt (Furniture)
0x1840, Jingle Shirt (Furniture)
0x1844, Blossom Shirt (Furniture)
0x1848, Icy Shirt (Furniture)
0x184C, Crewel Shirt (Furniture)
0x1850, Tropical Shirt (Furniture)
0x1854, Ribbon Shirt (Furniture)
0x1858, Fall Plaid Shirt (Furniture)
0x185C, Fiendish Shirt (Furniture)
0x1860, Chevron Shirt (Furniture)
0x1864, Ladybug Shirt (Furniture)
0x1868, Botanical Shirt (Furniture)
0x186C, Anju's Shirt (Furniture)
0x1870, Kaffe's Shirt (Furniture)
0x1874, Lavender Robe (Furniture)
0x1878, Blue Grid Shirt (Furniture)
0x187C, Butterfly Shirt (Furniture)
0x1880, Blue Tartan (Furniture)
0x1884, Gracie's Top (Furniture)
0x1888, Orange Tie-Die (Furniture)
0x188C, Purple Tie-Die (Furniture)
0x1890, Green Tie-Die (Furniture)
0x1894, Blue Tie-Die (Furniture)
0x1898, Red Tie-Die (Furniture)
0x189C, One-Ball Shirt (Furniture)
0x18A0, Two-Ball Shirt (Furniture)
0x18A4, Three-Ball Shirt (Furniture)
0x18A8, Four-Ball Shirt (Furniture)
0x18AC, Five-Ball Shirt (Furniture)
0x18B0, Six-Ball Shirt (Furniture)
0x18B4, Seven-Ball Shirt (Furniture)
0x18B8, Eight-Ball Shirt (Furniture)
0x18BC, Nine-Ball Shirt (Furniture)
0x18C0, Arctic Camo (Furniture)
0x18C4, Jungle Camo (Furniture)
0x18C8, Desert Camo (Furniture)
0x18CC, Rally Shirt (Furniture)
0x18D0, Racer Shirt (Furniture)
0x18D4, Racer 6 Shirt (Furniture)
0x18D8, Fish Bone Shirt (Furniture)
0x18DC, Spiderweb Shirt (Furniture)
0x18E0, Zipper Shirt (Furniture)
0x18E4, Bubble Shirt (Furniture)
0x18E8, Yellow Bolero (Furniture)
0x18EC, Nebula Shirt (Furniture)
0x18F0, Neo-Classic Knit (Furniture)
0x18F4, Noble Shirt (Furniture)
0x18F8, Turnip Top (Furniture)
0x18FC, Oft-Seen Print (Furniture)
0x1900, Ski Sweater (Furniture)
0x1904, Circus Shirt (Furniture)
0x1908, Patchwork Top (Furniture)
0x190C, Mod Top (Furniture)
0x1910, Hippie Shirt (Furniture)
0x1914, Rickrack Shirt (Furniture)
0x1918, Diner Uniform (Furniture)
0x191C, Shirt Circuit (Furniture)
0x1920, U R Here Shirt (Furniture)
0x1924, Yodel Shirt (Furniture)
0x1928, Pulse Shirt (Furniture)
0x192C, Prism Shirt (Furniture)
0x1930, Star Shirt (Furniture)
0x1934, Straw Shirt (Furniture)
0x1938, Noodle Shirt (Furniture)
0x193C, Dice Shirt (Furniture)
0x1940, Kiddie Shirt (Furniture)
0x1944, Frog Shirt (Furniture)
0x1948, Moody Blue Shirt (Furniture)
0x194C, Cloudy Shirt (Furniture)
0x1950, Fortune Shirt (Furniture)
0x1954, Skull Shirt (Furniture)
0x1958, Desert Shirt (Furniture)
0x195C, Aurora Knit (Furniture)
0x1960, Winter Sweater (Furniture)
0x1964, Go-Go Shirt (Furniture)
0x1968, Jade Check Print (Furniture)
0x196C, Blue Check Print (Furniture)
0x1970, Red Grid Shirt (Furniture)
0x1974, Flicker Shirt (Furniture)
0x1978, Floral Knit (Furniture)
0x197C, Rose Shirt (Furniture)
0x1980, Sunset Top (Furniture)
0x1984, Chain-Gang Shirt (Furniture)
0x1988, Spring Shirt (Furniture)
0x198C, Bear Shirt (Furniture)
0x1990, MVP Shirt (Furniture)
0x1994, Silk Bloom Shirt (Furniture)
0x1998, Pop Bloom Shirt (Furniture)
0x199C, Loud Bloom Shirt (Furniture)
0x19A0, Hot Spring Shirt (Furniture)
0x19A4, New Spring Shirt (Furniture)
0x19A8, Deep Blue Tee (Furniture)
0x19AC, Snowcone Shirt (Furniture)
0x19B0, Ugly Shirt (Furniture)
0x19B4, Sharp Outfit (Furniture)
0x19B8, Painter's Smock (Furniture)
0x19BC, Spade Shirt (Furniture)
0x19C0, Blossoming Shirt (Furniture)
0x19C4, Peachy Shirt (Furniture)
0x19C8, Static Shirt (Furniture)
0x19CC, Rainbow Shirt (Furniture)
0x19D0, Groovy Shirt (Furniture)
0x19D4, Loud Line Shirt (Furniture)
0x19D8, Dazed Shirt (Furniture)
0x19DC, Red Bar Shirt (Furniture)
0x19E0, Blue Stripe Knit (Furniture)
0x19E4, Earthy Knit (Furniture)
0x19E8, Spunky Knit (Furniture)
0x19EC, Deer Shirt (Furniture)
0x19F0, Blue Check Shirt (Furniture)
0x19F4, Light Line Shirt (Furniture)
0x19F8, Blue Pinestripe (Furniture)
0x19FC, Diamond Shirt (Furniture)
0x1A00, Lime Line Shirt (Furniture)
0x1A04, Big Bro's Shirt (Furniture)
0x1A08, Green Bar Shirt (Furniture)
0x1A0C, Yellow Bar Shirt (Furniture)
0x1A10, Monkey Shirt (Furniture)
0x1A14, Polar Fleece (Furniture)
0x1A18, Ancient Knit (Furniture)
0x1A1C, Fish Knit (Furniture)
0x1A20, Vertigo Shirt (Furniture)
0x1A24, Misty Shirt (Furniture)
0x1A28, Stormy Shirt (Furniture)
0x1A2C, Red Scale Shirt (Furniture)
0x1A30, Blue Scale Shirt (Furniture)
0x1A34, Heart Shirt (Furniture)
0x1A38, Yellow Pinstripe (Furniture)
0x1A3C, Club Shirt (Furniture)
0x1A40, Li'l Bro's Shirt (Furniture)
0x1A44, Argyle Knit (Furniture)
0x1A48, Caveman Tunic (Furniture)
0x1A4C, Café Shirt (Furniture)
0x1A50, Tiki Shirt (Furniture)
0x1A54, A Shirt (Furniture)
0x1A58, Checkered Shirt (Furniture)
0x1A5C, No. 1 Shirt (Furniture)
0x1A60, No. 2 Shirt (Furniture)
0x1A64, No. 3 Shirt (Furniture)
0x1A68, No. 4 Shirt (Furniture)
0x1A6C, No. 5 Shirt (Furniture)
0x1A70, No. 23 Shirt (Furniture)
0x1A74, No. 67 Shirt (Furniture)
0x1A78, BB Shirt (Furniture)
0x1A7C, Beatnik Shirt (Furniture)
0x1A80, Moldy Shirt (Furniture)
0x1A84, Houndstooth Tee (Furniture)
0x1A88, Big Star Shirt (Furniture)
0x1A8C, Orange Pinstripe (Furniture)
0x1A90, Twinkle Shirt (Furniture)
0x1A94, Funky Dot Shirt (Furniture)
0x1A98, Crossing Shirt (Furniture)
0x1A9C, Splendid Shirt (Furniture)
0x1AA0, Jagged Shirt (Furniture)
0x1AA4, Denim Shirt (Furniture)
0x1AA8, Cherry Shirt (Furniture)
0x1AAC, Gumdrop Shirt (Furniture)
0x1AB0, Barber Shirt (Furniture)
0x1AB4, Concierge Shirt (Furniture)
0x1AB8, Fresh Shirt (Furniture)
0x1ABC, Far-Out Shirt (Furniture)
0x1AC0, Dawn Shirt (Furniture)
0x1AC4, Striking Outfit (Furniture)
0x1AC8, Red Check Shirt (Furniture)
0x1ACC, Berry Gingham (Furniture)
0x1AD0, Lemon Gingham (Furniture)
0x1AD4, Dragon Suit (Furniture)
0x1AD8, G Logo Shirt (Furniture)
0x1ADC, Tin Shirt (Furniture)
0x1AE0, Jester Shirt (Furniture)
0x1AE4, Pink Tartan (Furniture)
0x1AE8, Waffle Shirt (Furniture)
0x1AEC, Gray Tartan (Furniture)
0x1AF0, Windsock Shirt (Furniture)
0x1AF4, Trendy Top (Furniture)
0x1AF8, Green Ring Shirt (Furniture)
0x1AFC, White Ring Shirt (Furniture)
0x1B00, Snappy Print (Furniture)
0x1B04, Chichi Print (Furniture)
0x1B08, Wave Print (Furniture)
0x1B0C, Checkerboard Tee (Furniture)
0x1B10, Subdued Print (Furniture)
0x1B14, Airy Shirt (Furniture)
0x1B18, Coral Shirt (Furniture)
0x1B1C, Leather Jerkin (Furniture)
0x1B20, Zebra Print (Furniture)
0x1B24, Tiger Print (Furniture)
0x1B28, Cow Print (Furniture)
0x1B2C, Leopard Print (Furniture)
0x1B30, Danger Shirt (Furniture)
0x1B34, Big Dot Shirt (Furniture)
0x1B38, Puzzling Shirt (Furniture)
0x1B3C, Exotic Shirt (Furniture)
0x1B40, Houndstooth Knit (Furniture)
0x1B44, Uncommon Shirt (Furniture)
0x1B48, Dapper Shirt (Furniture)
0x1B4C, Gaudy Sweater (Furniture)
0x1B50, Cozy Sweater (Furniture)
0x1B54, Comfy Sweater (Furniture)
0x1B58, Classic Top (Furniture)
0x1B5C, Vogue Top (Furniture)
0x1B60, Laced Shirt (Furniture)
0x1B64, Natty Shirt (Furniture)
0x1B68, Citrus Gingham (Furniture)
0x1B6C, Cool Shirt (Furniture)
0x1B70, Dreamy Shirt (Furniture)
0x1B74, Flowery Shirt (Furniture)
0x1B78, Caterpillar Tee (Furniture)
0x1B7C, Shortcake Shirt (Furniture)
0x1B80, Whirly Shirt (Furniture)
0x1B84, Thunder Shirt (Furniture)
0x1B88, Giraffe Print (Furniture)
0x1B8C, Swell Shirt (Furniture)
0x1B90, Toad Print (Furniture)
0x1B94, Grass Shirt (Furniture)
0x1B98, Mosaic Shirt (Furniture)
0x1B9C, Fetching Outfit (Furniture)
0x1BA0, Snow Shirt (Furniture)
0x1BA4, Melon Gingham (Furniture)
0x1BA8, My Mannenquin 1 (Furniture)
0x1BAC, My Mannenquin 2 (Furniture)
0x1BB0, My Mannenquin 3 (Furniture)
0x1BB4, My Mannenquin 4 (Furniture)
0x1BB8, My Mannenquin 5 (Furniture)
0x1BBC, My Mannenquin 6 (Furniture)
0x1BC0, My Mannenquin 7 (Furniture)
0x1BC4, My Mannenquin 8 (Furniture)
0x1BC8, Common Butterfly (Furniture)
0x1BCC, Yellow Butterfly (Furniture)
0x1BD0, Tiger Butterfly (Furniture)
0x1BD4, Purple Butterfly (Furniture)
0x1BD8, Robust Cicada (Furniture)
0x1BDC, Walker Cicada (Furniture)
0x1BE0, Evening Cicada (Furniture)
0x1BE4, Brown Cicada (Furniture)
0x1BE8, Bee (Furniture)
0x1BEC, Common Dragonfly (Furniture)
0x1BF0, Red Dragonfly (Furniture)
0x1BF4, Darner Dragonfly (Furniture)
0x1BF8, Banded Dragonfly (Furniture)
0x1BFC, Long Locust (Furniture)
0x1C00, Migratory Locust (Furniture)
0x1C04, Cricket (Furniture)
0x1C08, Grasshopper (Furniture)
0x1C0C, Bell Cricket (Furniture)
0x1C10, Pine Cricket (Furniture)
0x1C14, Drone Beetle (Furniture)
0x1C18, Dynastid Beetle (Furniture)
0x1C1C, Flat Stag Beetle (Furniture)
0x1C20, Jewel Beetle (Furniture)
0x1C24, Longhorn Beetle (Furniture)
0x1C28, Ladybug (Furniture)
0x1C2C, Spotted Ladybug (Furniture)
0x1C30, Mantis (Furniture)
0x1C34, Firefly (Furniture)
0x1C38, Cockroach (Furniture)
0x1C3C, Saw Stag Beetle (Furniture)
0x1C40, Mountain Beetle (Furniture)
0x1C44, Giant Beetle (Furniture)
0x1C48, Snail (Furniture)
0x1C4C, Mole Cricket (Furniture)
0x1C50, Pond Skater (Furniture)
0x1C54, Bagworm (Furniture)
0x1C58, Pill Bug (Furniture)
0x1C5C, Spider (Furniture)
0x1C60, Ant (Furniture)
0x1C64, Mosquito (Furniture)
0x1C68, Birdwing Butterfly (Furniture)
0x1C6C, Dung Beetle (Furniture)
0x1C70, Diving Beetle (Furniture)
0x1C74, Hercules Beetle
0x1C78, Crab (Furniture)
0x1C7C, Flea (Furniture)
0x1C80, Hermit Crab (Furniture)
0x1C84, Coconut Crab (Furniture)
0x1C88, Crucian Carp (Furniture)
0x1C8C, Brook Trout (Furniture)
0x1C90, Carp (Furniture)
0x1C94, Koi (Furniture)
0x1C98, Catfish (Furniture)
0x1C9C, Small Bass (Furniture)
0x1CA0, Bass (Furniture)
0x1CA4, Large Bass (Furniture)
0x1CA8, Bluegill (Furniture)
0x1CAC, Giant Catfish (Furniture)
0x1CB0, Giant Snakehead (Furniture)
0x1CB4, Barbel Steed (Furniture)
0x1CB8, Dace (Furniture)
0x1CBC, Pale Chub (Furniture)
0x1CC0, Bitterling (Furniture)
0x1CC4, Loach (Furniture)
0x1CC8, Pond Smelt (Furniture)
0x1CCC, Sweetfish (Furniture)
0x1CD0, Cherry Salmon (Furniture)
0x1CD4, Large Char (Furniture)
0x1CD8, Rainbow Trout (Furniture)
0x1CDC, Stringfish (Furniture)
0x1CE0, Salmon (Furniture)
0x1CE4, Goldfish (Furniture)
0x1CE8, Piranha (Furniture)
0x1CEC, Arowana (Furniture)
0x1CF0, Eel (Furniture)
0x1CF4, Freshwater Goby (Furniture)
0x1CF8, Angelfish (Furniture)
0x1CFC, Guppy (Furniture)
0x1D00, Popeyed Goldfish (Furniture)
0x1D04, Coelacanth (Furniture)
0x1D08, Crawfish (Furniture)
0x1D0C, Frog (Furniture)
0x1D10, Killifish (Furniture)
0x1D14, Jellyfish (Furniture)
0x1D18, Sea Bass (Furniture)
0x1D1C, Red Snapper (Furniture)
0x1D20, Barred Knifejaw (Furniture)
0x1D24, Arapaima (Furniture)
0x1D28, Puffer Fish (Furniture)
0x1D2C, Dab (Furniture)
0x1D30, Squid (Furniture)
0x1D34, Swordfish (Furniture)
0x1D38, Flounder (Furniture)
0x1D3C, Octopus (Furniture)
0x1D40, Seahorse (Furniture)
0x1D44, Horse Mackerel (Furniture)
0x1D48, Gelato Umbrella (Furniture)
0x1D4C, Daffodil Parasol (Furniture)
0x1D50, Berry Umbrella (Furniture)
0x1D54, Orange Umbrella (Furniture)
0x1D58, Mod Umbrella (Furniture)
0x1D5C, Petal Parasol (Furniture)
0x1D60, Ribbon Parasol (Furniture)
0x1D64, Gingham Parasol (Furniture)
0x1D68, Plaid Parasol (Furniture)
0x1D6C, Lacy Parasol (Furniture)
0x1D70, Elegant Umbrella (Furniture)
0x1D74, Dainty Parasol (Furniture)
0x1D78, Classic Umbrella (Furniture)
0x1D7C, Nintendo Parasol (Furniture)
0x1D80, Bumbershoot (Furniture)
0x1D84, Sunny Parasol (Furniture)
0x1D88, Batbrella (Furniture)
0x1D8C, Checked Umbrella (Furniture)
0x1D90, Yellow Umbrella (Furniture)
0x1D94, Leaf Umbrella (Furniture)
0x1D98, Lotus Parasol (Furniture)
0x1D9C, Paper Parasol (Furniture)
0x1DA0, Polka Parasol (Furniture)
0x1DA4, Sharp Umbrella (Furniture)
0x1DA8, Twig Parasol (Furniture)
0x1DAC, Noodle Parasol (Furniture)
0x1DB0, Hypno Parasol (Furniture)
0x1DB4, Pastel Parasol (Furniture)
0x1DB8, Retro Umbrella (Furniture)
0x1DBC, Icy Umbrella (Furniture)
0x1DC0, Blue Umbrella (Furniture)
0x1DC4, Flame Umbrella (Furniture)
0x1DC8, My Umbrella 1 (Furniture)
0x1DCC, My Umbrella 2 (Furniture)
0x1DD0, My Umbrella 3 (Furniture)
0x1DD4, My Umbrella 4 (Furniture)
0x1DD8, My Umbrella 5 (Furniture)
0x1DDC, My Umbrella 6 (Furniture)
0x1DE0, My Umbrella 7 (Furniture)
0x1DE4, My Umbrella 8 (Furniture)
0x1DE8, Clu Clu Land
0x1DEC, Balloon Fight
0x1DF0, Donkey Kong
0x1DF4, DK Jr MATH
0x1DF8, Pinball
0x1DFC, Tennis
0x1E00, Golf
0x1E04, Punchout
0x1E08, Baseball
0x1E0C, Clu Clu Land D
0x1E10, Donkey Kong 3
0x1E14, Donky Kong Jr
0x1E18, Soccer
0x1E1C, Excitebike
0x1E20, Wario's Woods
0x1E24, Ice Climber
0x1E28, Mario Bros
0x1E2C, Super Mario Bros
0x1E30, Legend of Zelda
0x1E34, NES
0x1E38, Phonograph
0x1E3C, Turntable
0x1E40, Jukebox
0x1E44, Red Boom Box
0x1E48, White Boom Box
0x1E4C, High-end Stereo
0x1E50, Hi-fi Stereo
0x1E54, Lovely Stereo
0x1E58, Jingle Lamp
0x1E5C, Jingle Chair
0x1E60, Jingle Shelves
0x1E64, Jingle Sofa
0x1E68, Jingle Bed
0x1E6C, Jingle Clock
0x1E70, Jingle Table
0x1E74, Jingle Piano
0x1E78, Aiko Figurine
0x1E7C, Robo-Stereo
0x1E80, Dice Stereo
0x1E84, Apple Clock
0x1E88, Robo-clock
0x1E8C, Kitschy Clock
0x1E90, Antique Clock
0x1E94, Reel-to-reel
0x1E98, Tape Deck
0x1E9C, CD Player
0x1EA0, Glow Clock
0x1EA4, Odd Clock
0x1EA8, Red Clock
0x1EAC, Cube Clock
0x1EB0, Owl Clock
0x1EB4, Lucky Cat
0x1EB8, Lucky Black Cat
0x1EBC, Samurai Suit
0x1EC0, Racoon Obje
0x1EC4, Lucky Frog
0x1EC8, Big Festive Tree
0x1ECC, White Rook
0x1ED0, Black Rook
0x1ED4, White Queen
0x1ED8, Black Queen
0x1EDC, White Bishop
0x1EE0, Black Bishop
0x1EE4, White King
0x1EE8, Black King
0x1EEC, White Knight
0x1EF0, Black Knight
0x1EF4, White Pawn
0x1EF8, Black Pawn
0x1EFC, Festive Tree
0x1F00, Kiddie Clock
0x1F04, Kiddie Bed
0x1F08, Kiddie Table
0x1F0C, Kiddie Couch
0x1F10, Kiddie Stereo
0x1F14, Kiddie Chair
0x1F18, Kiddie Bookcase
0x1F1C, Alcove
0x1F20, Hearth
0x1F24, Chalk Board
0x1F28, Mop
0x1F2C, Tricera Skull
0x1F30, Tricera Tail
0x1F34, Tricera Torso
0x1F38, T-rex Skull
0x1F3C, T-rex Tail
0x1F40, T-rex Torso
0x1F44, Apato Skull
0x1F48, Apato Tail
0x1F4C, Apato Torso
0x1F50, Stego Skull
0x1F54, Stego Tail
0x1F58, Stego Torso
0x1F5C, Ptera Skull
0x1F60, Ptera Right Wing
0x1F64, Ptera Left Wing
0x1F68, Plesio Skull
0x1F6C, Plesio Neck
0x1F70, Plesio Torso
0x1F74, Mammoth Skull
0x1F78, Mammoth Torso
0x1F7C, Amber
0x1F80, Dinosaur Track
0x1F84, Ammonite
0x1F88, Dinosaur Egg
0x1F8C, Trilobite
0x1F90, Modern Lamp
0x1F94, Snowman Fridge
0x1F98, Snowman Table
0x1F9C, Snowman Bed
0x1FA0, Snowman Chair
0x1FA4, Snowman Lamp
0x1FA8, Snowman Sofa
0x1FAC, Snowman TV
0x1FB0, Snowman Dresser
0x1FB4, Snowman Wardrobe
0x1FB8, Snowman Clock
0x1FBC, Tricera D
0x1FC0, T-rex D
0x1FC4, Bronto D
0x1FC8, Ptera D
0x1FCC, Plesio D
0x1FD0, Mammoth D
0x1FD4, Stego D
0x1FD8, Stego D2
0x1FDC, Fossil (Furniture)
0x1FE0, Shogi Piece
0x1FE4, Chocolates
0x1FE8, Post Box
0x1FEC, Piggy Bank
0x1FF0, Tissue
0x1FF4, Tribal Mask
0x1FF8, Matryoshka
0x1FFC, Legend of Zelda
0x2000, Airmail Paper (1)
0x2001, Sparkly Paper (1)
0x2002, Bamboo Paper (1)
0x2003, Orange Paper (1)
0x2004, Essay Paper (1)
0x2005, Panda Paper (1)
0x2006, Ranch Paper (1)
0x2007, Steel Paper (1)
0x2008, Blossom Paper (1)
0x2009, Vine Paper (1)
0x200A, Cloudy Paper (1)
0x200B, Petal Paper (1)
0x200C, Snowy Paper (1)
0x200D, Rainy Day Paper (1)
0x200E, Watermelon Paper (1)
0x200F, Deep Sea Paper (1)
0x2010, Starry Sky Paper (1)
0x2011, Daisy Paper (1)
0x2012, Bluebell Paper (1)
0x2013, Maple Leaf Paper (1)
0x2014, Woodcut Paper (1)
0x2015, Octopus Paper (1)
0x2016, Festive Paper (1)
0x2017, Skyline Paper (1)
0x2018, Museum Paper (1)
0x2019, Fortune Paper (1)
0x201A, Stageshow Paper (1)
0x201B, Thick Paper (1)
0x201C, Spooky Paper (1)
0x201D, Noodle Paper (1)
0x201E, Neat Paper (1)
0x201F, Horsetail Paper (1)
0x2020, Felt Paper (1)
0x2021, Parchment (1)
0x2022, Cool Paper (1)
0x2023, Elegant Paper (1)
0x2024, Lacy Paper (1)
0x2025, Polka-Dot Paper (1)
0x2026, Dizzy Paper (1)
0x2027, Rainbow Paper (1)
0x2028, Hot Neon Paper (1)
0x2029, Cool Neon Paper (1)
0x202A, Aloha Paper (1)
0x202B, Ribbon Paper (1)
0x202C, Fantasy Paper (1)
0x202D, Woodland Paper (1)
0x202E, Gingko Paper (1)
0x202F, Fireworks Paper (1)
0x2030, Winter Paper (1)
0x2031, Gyroid Paper (1)
0x2032, Ivy Paper (1)
0x2033, Wing Paper (1)
0x2034, Dragon Paper (1)
0x2035, Tile Paper (1)
0x2036, Misty Paper (1)
0x2037, Simple Paper (1)
0x2038, Honeybee Paper (1)
0x2039, Mystic Paper (1)
0x203A, Sunset Paper (1)
0x203B, Lattice Paper (1)
0x203C, Dainty Paper (1)
0x203D, Butterfly Paper (1)
0x203E, New Year's Card (1)
0x203F, Inky Paper (1)
0x2040, Airmail Paper (2)
0x2041, Sparkly Paper (2)
0x2042, Bamboo Paper (2)
0x2043, Orange Paper (2)
0x2044, Essay Paper (2)
0x2045, Panda Paper (2)
0x2046, Ranch Paper (2)
0x2047, Steel Paper (2)
0x2048, Blossom Paper (2)
0x2049, Vine Paper (2)
0x204A, Cloudy Paper (2)
0x204B, Petal Paper (2)
0x204C, Snowy Paper (2)
0x204D, Rainy Day Paper (2)
0x204E, Watermelon Paper (2)
0x204F, Deep Sea Paper (2)
0x2050, Starry Sky Paper (2)
0x2051, Daisy Paper (2)
0x2052, Bluebell Paper (2)
0x2053, Maple Leaf Paper (2)
0x2054, Woodcut Paper (2)
0x2055, Octopus Paper (2)
0x2056, Festive Paper (2)
0x2057, Skyline Paper (2)
0x2058, Museum Paper (2)
0x2059, Fortune Paper (2)
0x205A, Stageshow Paper (2)
0x205B, Thick Paper (2)
0x205C, Spooky Paper (2)
0x205D, Noodle Paper (2)
0x205E, Neat Paper (2)
0x205F, Horsetail Paper (2)
0x2060, Felt Paper (2)
0x2061, Parchment (2)
0x2062, Cool Paper (2)
0x2063, Elegant Paper (2)
0x2064, Lacy Paper (2)
0x2065, Polka-Dot Paper (2)
0x2066, Dizzy Paper (2)
0x2067, Rainbow Paper (2)
0x2068, Hot Neon Paper (2)
0x2069, Cool Neon Paper (2)
0x206A, Aloha Paper (2)
0x206B, Ribbon Paper (2)
0x206C, Fantasy Paper (2)
0x206D, Woodland Paper (2)
0x206E, Gingko Paper (2)
0x206F, Fireworks Paper (2)
0x2070, Winter Paper (2)
0x2071, Gyroid Paper (2)
0x2072, Ivy Paper (2)
0x2073, Wing Paper (2)
0x2074, Dragon Paper (2)
0x2075, Tile Paper (2)
0x2076, Misty Paper (2)
0x2077, Simple Paper (2)
0x2078, Honeybee Paper (2)
0x2079, Mystic Paper (2)
0x207A, Sunset Paper (2)
0x207B, Lattice Paper (2)
0x207C, Dainty Paper (2)
0x207D, Butterfly Paper (2)
0x207E, New Year's Card (2)
0x207F, Inky Paper (2)
0x2080, Airmail Paper (3)
0x2081, Sparkly Paper (3)
0x2082, Bamboo Paper (3)
0x2083, Orange Paper (3)
0x2084, Essay Paper (3)
0x2085, Panda Paper (3)
0x2086, Ranch Paper (3)
0x2087, Steel Paper (3)
0x2088, Blossom Paper (3)
0x2089, Vine Paper (3)
0x208A, Cloudy Paper (3)
0x208B, Petal Paper (3)
0x208C, Snowy Paper (3)
0x208D, Rainy Day Paper (3)
0x208E, Watermelon Paper (3)
0x208F, Deep Sea Paper (3)
0x2090, Starry Sky Paper (3)
0x2091, Daisy Paper (3)
0x2092, Bluebell Paper (3)
0x2093, Maple Leaf Paper (3)
0x2094, Woodcut Paper (3)
0x2095, Octopus Paper (3)
0x2096, Festive Paper (3)
0x2097, Skyline Paper (3)
0x2098, Museum Paper (3)
0x2099, Fortune Paper (3)
0x209A, Stageshow Paper (3)
0x209B, Thick Paper (3)
0x209C, Spooky Paper (3)
0x209D, Noodle Paper (3)
0x209E, Neat Paper (3)
