0x0000, Empty
0x17D8, Optical Shirt (Furniture)
0x17DC, Rugby Shirt (Furniture)
0x17E0, Sherbet Gingham (Furniture)
0x17E4, Yellow Tartan (Furniture)
0x17E8, Gelato Shirt (Furniture)
0x17EC, Work Uniform (Furniture)
0x17F0, Patched Shirt (Furniture)
0x17F4, Plum Kimono (Furniture)
0x17F8, Somber Robe (Furniture)
0x17FC, Red Sweatsuit (Furniture)
0x1800, Blue Sweatsuit (Furniture)
0x1804, Red Puffy Vest (Furniture)
0x1808, Blue Puffy Vest (Furniture)
0x180C, Summer Robe (Furniture)
0x1810, Bamboo Robe (Furniture)
0x1814, Red Aloha Shirt (Furniture)
0x1818, Blue Aloha Shirt (Furniture)
0x181C, Dark Polka Shirt (Furniture)
0x1820, Lite Polka Shirt (Furniture)
0x1824, Lovely Shirt (Furniture)
0x1828, Citrus Shirt (Furniture)
0x182C, Kiwi Shirt (Furniture)
0x1830, Watermelon Shirt (Furniture)
0x1834, Strawberry Shirt (Furniture)
0x1838, Grape Shirt (Furniture)
0x183C, Melon Shirt (Furniture)
0x1840, Jingle Shirt (Furniture)
0x1844, Blossom Shirt (Furniture)
0x1848, Icy Shirt (Furniture)
0x184C, Crewel Shirt (Furniture)
0x1850, Tropical Shirt (Furniture)
0x1854, Ribbon Shirt (Furniture)
0x1858, Fall Plaid Shirt (Furniture)
0x185C, Fiendish Shirt (Furniture)
0x1860, Chevron Shirt (Furniture)
0x1864, Ladybug Shirt (Furniture)
0x1868, Botanical Shirt (Furniture)
0x186C, Anju's Shirt (Furniture)
0x1870, Kaffe's Shirt (Furniture)
0x1874, Lavender Robe (Furniture)
0x1878, Blue Grid Shirt (Furniture)
0x187C, Butterfly Shirt (Furniture)
0x1880, Blue Tartan (Furniture)
0x1884, Gracie's Top (Furniture)
0x1888, Orange Tie-Die (Furniture)
0x188C, Purple Tie-Die (Furniture)
0x1890, Green Tie-Die (Furniture)
0x1894, Blue Tie-Die (Furniture)
0x1898, Red Tie-Die (Furniture)
0x189C, One-Ball Shirt (Furniture)
0x18A0, Two-Ball Shirt (Furniture)
0x18A4, Three-Ball Shirt (Furniture)
0x18A8, Four-Ball Shirt (Furniture)
0x18AC, Five-Ball Shirt (Furniture)
0x18B0, Six-Ball Shirt (Furniture)
0x18B4, Seven-Ball Shirt (Furniture)
0x18B8, Eight-Ball Shirt (Furniture)
0x18BC, Nine-Ball Shirt (Furniture)
0x18C0, Arctic Camo (Furniture)
0x18C4, Jungle Camo (Furniture)
0x18C8, Desert Camo (Furniture)
0x18CC, Rally Shirt (Furniture)
0x18D0, Racer Shirt (Furniture)
0x18D4, Racer 6 Shirt (Furniture)
0x18D8, Fish Bone Shirt (Furniture)
0x18DC, Spiderweb Shirt (Furniture)
0x18E0, Zipper Shirt (Furniture)
0x18E4, Bubble Shirt (Furniture)
0x18E8, Yellow Bolero (Furniture)
0x18EC, Nebula Shirt (Furniture)
0x18F0, Neo-Classic Knit (Furniture)
0x18F4, Noble Shirt (Furniture)
0x18F8, Turnip Top (Furniture)
0x18FC, Oft-Seen Print (Furniture)
0x1900, Ski Sweater (Furniture)
0x1904, Circus Shirt (Furniture)
0x1908, Patchwork Top (Furniture)
0x190C, Mod Top (Furniture)
0x1910, Hippie Shirt (Furniture)
0x1914, Rickrack Shirt (Furniture)
0x1918, Diner Uniform (Furniture)
0x191C, Shirt Circuit (Furniture)
0x1920, U R Here Shirt (Furniture)
0x1924, Yodel Shirt (Furniture)
0x1928, Pulse Shirt (Furniture)
0x192C, Prism Shirt (Furniture)
0x1930, Star Shirt (Furniture)
0x1934, Straw Shirt (Furniture)
0x1938, Noodle Shirt (Furniture)
0x193C, Dice Shirt (Furniture)
0x1940, Kiddie Shirt (Furniture)
0x1944, Frog Shirt (Furniture)
0x1948, Moody Blue Shirt (Furniture)
0x194C, Cloudy Shirt (Furniture)
0x1950, Fortune Shirt (Furniture)
0x1954, Skull Shirt (Furniture)
0x1958, Desert Shirt (Furniture)
0x195C, Aurora Knit (Furniture)
0x1960, Winter Sweater (Furniture)
0x1964, Go-Go Shirt (Furniture)
0x1968, Jade Check Print (Furniture)
0x196C, Blue Check Print (Furniture)
0x1970, Red Grid Shirt (Furniture)
0x1974, Flicker Shirt (Furniture)
0x1978, Floral Knit (Furniture)
0x197C, Rose Shirt (Furniture)
0x1980, Sunset Top (Furniture)
0x1984, Chain-Gang Shirt (Furniture)
0x1988, Spring Shirt (Furniture)
0x198C, Bear Shirt (Furniture)
0x1990, MVP Shirt (Furniture)
0x1994, Silk Bloom Shirt (Furniture)
0x1998, Pop Bloom Shirt (Furniture)
0x199C, Loud Bloom Shirt (Furniture)
0x19A0, Hot Spring Shirt (Furniture)
0x19A4, New Spring Shirt (Furniture)
0x19A8, Deep Blue Tee (Furniture)
0x19AC, Snowcone Shirt (Furniture)
0x19B0, Ugly Shirt (Furniture)
0x19B4, Sharp Outfit (Furniture)
0x19B8, Painter's Smock (Furniture)
0x19BC, Spade Shirt (Furniture)
0x19C0, Blossoming Shirt (Furniture)
0x19C4, Peachy Shirt (Furniture)
0x19C8, Static Shirt (Furniture)
0x19CC, Rainbow Shirt (Furniture)
0x19D0, Groovy Shirt (Furniture)
0x19D4, Loud Line Shirt (Furniture)
0x19D8, Dazed Shirt (Furniture)
0x19DC, Red Bar Shirt (Furniture)
0x19E0, Blue Stripe Knit (Furniture)
0x19E4, Earthy Knit (Furniture)
0x19E8, Spunky Knit (Furniture)
0x19EC, Deer Shirt (Furniture)
0x19F0, Blue Check Shirt (Furniture)
0x19F4, Light Line Shirt (Furniture)
0x19F8, Blue Pinestripe (Furniture)
0x19FC, Diamond Shirt (Furniture)
0x1A00, Lime Line Shirt (Furniture)
0x1A04, Big Bro's Shirt (Furniture)
0x1A08, Green Bar Shirt (Furniture)
0x1A0C, Yellow Bar Shirt (Furniture)
0x1A10, Monkey Shirt (Furniture)
0x1A14, Polar Fleece (Furniture)
0x1A18, Ancient Knit (Furniture)
0x1A1C, Fish Knit (Furniture)
0x1A20, Vertigo Shirt (Furniture)
0x1A24, Misty Shirt (Furniture)
0x1A28, Stormy Shirt (Furniture)
0x1A2C, Red Scale Shirt (Furniture)
0x1A30, Blue Scale Shirt (Furniture)
0x1A34, Heart Shirt (Furniture)
0x1A38, Yellow Pinstripe (Furniture)
0x1A3C, Club Shirt (Furniture)
0x1A40, Li'l Bro's Shirt (Furniture)
0x1A44, Argyle Knit (Furniture)
0x1A48, Caveman Tunic (Furniture)
0x1A4C, Café Shirt (Furniture)
0x1A50, Tiki Shirt (Furniture)
0x1A54, A Shirt (Furniture)
0x1A58, Checkered Shirt (Furniture)
0x1A5C, No. 1 Shirt (Furniture)
0x1A60, No. 2 Shirt (Furniture)
0x1A64, No. 3 Shirt (Furniture)
0x1A68, No. 4 Shirt (Furniture)
0x1A6C, No. 5 Shirt (Furniture)
0x1A70, No. 23 Shirt (Furniture)
0x1A74, No. 67 Shirt (Furniture)
0x1A78, BB Shirt (Furniture)
0x1A7C, Beatnik Shirt (Furniture)
0x1A80, Moldy Shirt (Furniture)
0x1A84, Houndstooth Tee (Furniture)
0x1A88, Big Star Shirt (Furniture)
0x1A8C, Orange Pinstripe (Furniture)
0x1A90, Twinkle Shirt (Furniture)
0x1A94, Funky Dot Shirt (Furniture)
0x1A98, Crossing Shirt (Furniture)
0x1A9C, Splendid Shirt (Furniture)
0x1AA0, Jagged Shirt (Furniture)
0x1AA4, Denim Shirt (Furniture)
0x1AA8, Cherry Shirt (Furniture)
0x1AAC, Gumdrop Shirt (Furniture)
0x1AB0, Barber Shirt (Furniture)
0x1AB4, Concierge Shirt (Furniture)
0x1AB8, Fresh Shirt (Furniture)
0x1ABC, Far-Out Shirt (Furniture)
0x1AC0, Dawn Shirt (Furniture)
0x1AC4, Striking Outfit (Furniture)
0x1AC8, Red Check Shirt (Furniture)
0x1ACC, Berry Gingham (Furniture)
0x1AD0, Lemon Gingham (Furniture)
0x1AD4, Dragon Suit (Furniture)
0x1AD8, G Logo Shirt (Furniture)
0x1ADC, Tin Shirt (Furniture)
0x1AE0, Jester Shirt (Furniture)
0x1AE4, Pink Tartan (Furniture)
0x1AE8, Waffle Shirt (Furniture)
0x1AEC, Gray Tartan (Furniture)
0x1AF0, Windsock Shirt (Furniture)
0x1AF4, Trendy Top (Furniture)
0x1AF8, Green Ring Shirt (Furniture)
0x1AFC, White Ring Shirt (Furniture)
0x1B00, Snappy Print (Furniture)
0x1B04, Chichi Print (Furniture)
0x1B08, Wave Print (Furniture)
0x1B0C, Checkerboard Tee (Furniture)
0x1B10, Subdued Print (Furniture)
0x1B14, Airy Shirt (Furniture)
0x1B18, Coral Shirt (Furniture)
0x1B1C, Leather Jerkin (Furniture)
0x1B20, Zebra Print (Furniture)
0x1B24, Tiger Print (Furniture)
0x1B28, Cow Print (Furniture)
0x1B2C, Leopard Print (Furniture)
0x1B30, Danger Shirt (Furniture)
0x1B34, Big Dot Shirt (Furniture)
0x1B38, Puzzling Shirt (Furniture)
0x1B3C, Exotic Shirt (Furniture)
0x1B40, Houndstooth Knit (Furniture)
0x1B44, Uncommon Shirt (Furniture)
0x1B48, Dapper Shirt (Furniture)
0x1B4C, Gaudy Sweater (Furniture)
0x1B50, Cozy Sweater (Furniture)
0x1B54, Comfy Sweater (Furniture)
0x1B58, Classic Top (Furniture)
0x1B5C, Vogue Top (Furniture)
0x1B60, Laced Shirt (Furniture)
0x1B64, Natty Shirt (Furniture)
0x1B68, Citrus Gingham (Furniture)
0x1B6C, Cool Shirt (Furniture)
0x1B70, Dreamy Shirt (Furniture)
0x1B74, Flowery Shirt (Furniture)
0x1B78, Caterpillar Tee (Furniture)
0x1B7C, Shortcake Shirt (Furniture)
0x1B80, Whirly Shirt (Furniture)
0x1B84, Thunder Shirt (Furniture)
0x1B88, Giraffe Print (Furniture)
0x1B8C, Swell Shirt (Furniture)
0x1B90, Toad Print (Furniture)
0x1B94, Grass Shirt (Furniture)
0x1B98, Mosaic Shirt (Furniture)
0x1B9C, Fetching Outfit (Furniture)
0x1BA0, Snow Shirt (Furniture)
0x1BA4, Melon Gingham (Furniture)
0x1BA8, My Mannenquin 1 (Furniture)
0x1BAC, My Mannenquin 2 (Furniture)
0x1BB0, My Mannenquin 3 (Furniture)
0x1BB4, My Mannenquin 4 (Furniture)
0x1BB8, My Mannenquin 5 (Furniture)
0x1BBC, My Mannenquin 6 (Furniture)
0x1BC0, My Mannenquin 7 (Furniture)
0x1BC4, My Mannenquin 8 (Furniture)
0x1BC8, Common Butterfly (Furniture)
0x1BCC, Yellow Butterfly (Furniture)
0x1BD0, Tiger Butterfly (Furniture)
0x1BD4, Purple Butterfly (Furniture)
0x1BD8, Robust Cicada (Furniture)
0x1BDC, Walker Cicada (Furniture)
0x1BE0, Evening Cicada (Furniture)
0x1BE4, Brown Cicada (Furniture)
0x1BE8, Bee (Furniture)
0x1BEC, Common Dragonfly (Furniture)
0x1BF0, Red Dragonfly (Furniture)
0x1BF4, Darner Dragonfly (Furniture)
0x1BF8, Banded Dragonfly (Furniture)
0x1BFC, Long Locust (Furniture)
0x1C00, Migratory Locust (Furniture)
0x1C04, Cricket (Furniture)
0x1C08, Grasshopper (Furniture)
0x1C0C, Bell Cricket (Furniture)
0x1C10, Pine Cricket (Furniture)
0x1C14, Drone Beetle (Furniture)
0x1C18, Dynastid Beetle (Furniture)
0x1C1C, Flat Stag Beetle (Furniture)
0x1C20, Jewel Beetle (Furniture)
0x1C24, Longhorn Beetle (Furniture)
0x1C28, Ladybug (Furniture)
0x1C2C, Spotted Ladybug (Furniture)
0x1C30, Mantis (Furniture)
0x1C34, Firefly (Furniture)
0x1C38, Cockroach (Furniture)
0x1C3C, Saw Stag Beetle (Furniture)
0x1C40, Mountain Beetle (Furniture)
0x1C44, Giant Beetle (Furniture)
0x1C48, Snail (Furniture)
0x1C4C, Mole Cricket (Furniture)
0x1C50, Pond Skater (Furniture)
0x1C54, Bagworm (Furniture)
0x1C58, Pill Bug (Furniture)
0x1C5C, Spider (Furniture)
0x1C60, Ant (Furniture)
0x1C64, Mosquito (Furniture)
0x1C68, Crucian Carp (Furniture)
0x1C6C, Brook Trout (Furniture)
0x1C70, Carp (Furniture)
0x1C74, Koi (Furniture)
0x1C78, Catfish (Furniture)
0x1C7C, Small Bass (Furniture)
0x1C80, Bass (Furniture)
0x1C84, Large Bass (Furniture)
0x1C88, Bluegill (Furniture)
0x1C8C, Giant Catfish (Furniture)
0x1C90, Giant Snakehead (Furniture)
0x1C94, Barbel Steed (Furniture)
0x1C98, Dace (Furniture)
0x1C9C, Pale Chub (Furniture)
0x1CA0, Bitterling (Furniture)
0x1CA4, Loach (Furniture)
0x1CA8, Pond Smelt (Furniture)
0x1CAC, Sweetfish (Furniture)
0x1CB0, Cherry Salmon (Furniture)
0x1CB4, Large Char (Furniture)
0x1CB8, Rainbow Trout (Furniture)
0x1CBC, Stringfish (Furniture)
0x1CC0, Salmon (Furniture)
0x1CC4, Goldfish (Furniture)
0x1CC8, Piranha (Furniture)
0x1CCC, Arowana (Furniture)
0x1CD0, Eel (Furniture)
0x1CD4, Freshwater Goby (Furniture)
0x1CD8, Angelfish (Furniture)
0x1CDC, Guppy (Furniture)
0x1CE0, Popeyed Goldfish (Furniture)
0x1CE4, Coelacanth (Furniture)
0x1CE8, Crawfish (Furniture)
0x1CEC, Frog (Furniture)
0x1CF0, Killifish (Furniture)
0x1CF4, Jellyfish (Furniture)
0x1CF8, Sea Bass (Furniture)
0x1CFC, Red Snapper (Furniture)
0x1D00, Barred Knifejaw (Furniture)
0x1D04, Arapaima (Furniture)
0x1D08, Gelato Umbrella (Furniture)
0x1D0C, Daffodil Parasol (Furniture)
0x1D10, Berry Umbrella (Furniture)
0x1D14, Orange Umbrella (Furniture)
0x1D18, Mod Umbrella (Furniture)
0x1D1C, Petal Parasol (Furniture)
0x1D20, Ribbon Parasol (Furniture)
0x1D24, Gingham Parasol (Furniture)
0x1D28, Plaid Parasol (Furniture)
0x1D2C, Lacy Parasol (Furniture)
0x1D30, Elegant Umbrella (Furniture)
0x1D34, Dainty Parasol (Furniture)
0x1D38, Classic Umbrella (Furniture)
0x1D3C, Nintendo Parasol (Furniture)
0x1D40, Bumbershoot (Furniture)
0x1D44, Sunny Parasol (Furniture)
0x1D48, Batbrella (Furniture)
0x1D4C, Checked Umbrella (Furniture)
0x1D50, Yellow Umbrella (Furniture)
0x1D54, Leaf Umbrella (Furniture)
0x1D58, Lotus Parasol (Furniture)
0x1D5C, Paper Parasol (Furniture)
0x1D60, Polka Parasol (Furniture)
0x1D64, Sharp Umbrella (Furniture)
0x1D68, Twig Parasol (Furniture)
0x1D6C, Noodle Parasol (Furniture)
0x1D70, Hypno Parasol (Furniture)
0x1D74, Pastel Parasol (Furniture)
0x1D78, Retro Umbrella (Furniture)
0x1D7C, Icy Umbrella (Furniture)
0x1D80, Blue Umbrella (Furniture)
0x1D84, Flame Umbrella (Furniture)
0x1D88, My Umbrella 1 (Furniture)
0x1D8C, My Umbrella 2 (Furniture)
0x1D90, My Umbrella 3 (Furniture)
0x1D94, My Umbrella 4 (Furniture)
0x1D98, My Umbrella 5 (Furniture)
0x1D9C, My Umbrella 6 (Furniture)
0x1DA0, My Umbrella 7 (Furniture)
0x1DA4, My Umbrella 8 (Furniture)
0x1DA8, Clu Clu Land
0x1DAC, Balloon Fight
0x1DB0, Donkey Kong
0x1DB4, DK Jr MATH
0x1DB8, Pinball
0x1DBC, Tennis
0x1DC0, Golf
0x1DC4, Punchout
0x1DC8, Baseball
0x1DCC, Clu Clu Land D
0x1DD0, Donkey Kong 3
0x1DD4, Donky Kong Jr
0x1DD8, Soccer
0x1DDC, Excitebike
0x1DE0, Wario's Woods
0x1DE4, Ice Climber
0x1DE8, Mario Bros
0x1DEC, Super Mario Bros
0x1DF0, Legend of Zelda
0x1DF4, NES
0x1DF8, Phonograph
0x1DFC, Turntable
0x1E00, Jukebox
0x1E04, Red Boom Box
0x1E08, White Boom Box
0x1E0C, High-end Stereo
0x1E10, Hi-fi Stereo
0x1E14, Lovely Stereo
0x1E18, Jingle Lamp
0x1E1C, Jingle Chair
0x1E20, Jingle Shelves
0x1E24, Jingle Sofa
0x1E28, Jingle Bed
0x1E2C, Jingle Clock
0x1E30, Jingle Table
0x1E34, Jingle Piano
0x1E38, Aiko Figurine
0x1E3C, Robo-Stereo
0x1E40, Dice Stereo
0x1E44, Apple Clock
0x1E48, Robo-clock
0x1E4C, Kitschy Clock
0x1E50, Antique Clock
0x1E54, Reel-to-reel
0x1E58, Tape Deck
0x1E5C, CD Player
0x1E60, Glow Clock
0x1E64, Odd Clock
0x1E68, Red Clock
0x1E6C, Cube Clock
0x1E70, Owl Clock
0x1E74, Lucky Cat
0x1E78, Lucky Black Cat
0x1E7C, Samurai Suit
0x1E80, Racoon Obje
0x1E84, Lucky Frog
0x1E88, Big Festive Tree
0x1E8C, White Rook
0x1E90, Black Rook
0x1E94, White Queen
0x1E98, Black Queen
0x1E9C, White Bishop
0x1EA0, Black Bishop
0x1EA4, White King
0x1EA8, Black King
0x1EAC, White Knight
0x1EB0, Black Knight
0x1EB4, White Pawn
0x1EB8, Black Pawn
0x1EBC, Festive Tree
0x1EC0, Kiddie Clock
0x1EC4, Kiddie Bed
0x1EC8, Kiddie Table
0x1ECC, Kiddie Couch
0x1ED0, Kiddie Stereo
0x1ED4, Kiddie Chair
0x1ED8, Kiddie Bookcase
0x1EDC, Alcove
0x1EE0, Hearth
0x1EE4, Chalk Board
0x1EE8, Mop
0x1EEC, Tricera Skull
0x1EF0, Tricera Tail
0x1EF4, Tricera Torso
0x1EF8, T-rex Skull
0x1EFC, T-rex Tail
0x1F00, T-rex Torso
0x1F04, Apato Skull
0x1F08, Apato Tail
0x1F0C, Apato Torso
0x1F10, Stego Skull
0x1F14, Stego Tail
0x1F18, Stego Torso
0x1F1C, Ptera Skull
0x1F20, Ptera Right Wing
0x1F24, Ptera Left Wing
0x1F28, Plesio Skull
0x1F2C, Plesio Neck
0x1F30, Plesio Torso
0x1F34, Mammoth Skull
0x1F38, Mammoth Torso
0x1F3C, Amber
0x1F40, Dinosaur Track
0x1F44, Ammonite
0x1F48, Dinosaur Egg
0x1F4C, Trilobite
0x1F50, Modern Lamp
0x1F54, Snowman Fridge
0x1F58, Snowman Table
0x1F5C, Snowman Bed
0x1F60, Snowman Chair
0x1F64, Snowman Lamp
0x1F68, Snowman Sofa
0x1F6C, Snowman TV
0x1F70, Snowman Dresser
0x1F74, Snowman Wardrobe
0x1F78, Snowman Clock
0x1F7C, Tricera D
0x1F80, T-rex D
0x1F84, Bronto D
0x1F88, Ptera D
0x1F8C, HUTABAD
0x1F90, Mammoth D
0x1F94, Stego D
0x1F98, Stego D2
0x1F9C, Fossil (Furniture)
0x1FA0, Shogi Piece
0x1FA4, Chocolates
0x1FA8, Post Box
0x1FAC, Piggy Bank
0x1FB0, Tissue
0x1FB4, Tribal Mask
0x1FB8, Matryoshka
0x1FBC, Legend of Zelda
0x1FC0, Bottled Shop
0x1FC4, Tiger Bobblehead
0x1FC8, Moai Statue
0x1FCC, Aerobics Radio
0x1FD0, Pagoda
0x1FD4, Fishing Bear
0x1FD8, Mouth of Truth
0x1FDC, Chinese Lioness
0x1FE0, Tower of Pisa
0x1FE4, Merlion
0x1FE8, Manekin Pis
0x1FEC, Tokyo Tower
0x1FF0, Red Balloon
0x1FF4, Yellow Balloon
0x1FF8, Blue Balloon
0x1FFC, Green Balloon
0x2000, Airmail Paper (1)
0x2001, Sparkly Paper (1)
0x2002, Bamboo Paper (1)
0x2003, Orange Paper (1)
0x2004, Essay Paper (1)
0x2005, Panda Paper (1)
0x2006, Ranch Paper (1)
0x2007, Steel Paper (1)
0x2008, Blossom Paper (1)
0x2009, Vine Paper (1)
0x200A, Cloudy Paper (1)
0x200B, Petal Paper (1)
0x200C, Snowy Paper (1)
0x200D, Rainy Day Paper (1)
0x200E, Watermelon Paper (1)
0x200F, Deep Sea Paper (1)
0x2010, Starry Sky Paper (1)
0x2011, Daisy Paper (1)
0x2012, Bluebell Paper (1)
0x2013, Maple Leaf Paper (1)
0x2014, Woodcut Paper (1)
0x2015, Octopus Paper (1)
0x2016, Festive Paper (1)
0x2017, Skyline Paper (1)
0x2018, Museum Paper (1)
0x2019, Fortune Paper (1)
0x201A, Stageshow Paper (1)
0x201B, Thick Paper (1)
0x201C, Spooky Paper (1)
0x201D, Noodle Paper (1)
0x201E, Neat Paper (1)
0x201F, Horsetail Paper (1)
0x2020, Felt Paper (1)
0x2021, Parchment (1)
0x2022, Cool Paper (1)
0x2023, Elegant Paper (1)
0x2024, Lacy Paper (1)
0x2025, Polka-Dot Paper (1)
0x2026, Dizzy Paper (1)
0x2027, Rainbow Paper (1)
0x2028, Hot Neon Paper (1)
0x2029, Cool Neon Paper (1)
0x202A, Aloha Paper (1)
0x202B, Ribbon Paper (1)
0x202C, Fantasy Paper (1)
0x202D, Woodland Paper (1)
0x202E, Gingko Paper (1)
0x202F, Fireworks Paper (1)
0x2030, Winter Paper (1)
0x2031, Gyroid Paper (1)
0x2032, Ivy Paper (1)
0x2033, Wing Paper (1)
0x2034, Dragon Paper (1)
0x2035, Tile Paper (1)
0x2036, Misty Paper (1)
0x2037, Simple Paper (1)
0x2038, Honeybee Paper (1)
0x2039, Mystic Paper (1)
0x203A, Sunset Paper (1)
0x203B, Lattice Paper (1)
0x203C, Dainty Paper (1)
0x203D, Butterfly Paper (1)
0x203E, New Year's Card (1)
0x203F, Inky Paper (1)
0x2040, Airmail Paper (2)
0x2041, Sparkly Paper (2)
0x2042, Bamboo Paper (2)
0x2043, Orange Paper (2)
0x2044, Essay Paper (2)
0x2045, Panda Paper (2)
0x2046, Ranch Paper (2)
0x2047, Steel Paper (2)
0x2048, Blossom Paper (2)
0x2049, Vine Paper (2)
0x204A, Cloudy Paper (2)
0x204B, Petal Paper (2)
0x204C, Snowy Paper (2)
0x204D, Rainy Day Paper (2)
0x204E, Watermelon Paper (2)
0x204F, Deep Sea Paper (2)
0x2050, Starry Sky Paper (2)
0x2051, Daisy Paper (2)
0x2052, Bluebell Paper (2)
0x2053, Maple Leaf Paper (2)
0x2054, Woodcut Paper (2)
0x2055, Octopus Paper (2)
0x2056, Festive Paper (2)
0x2057, Skyline Paper (2)
0x2058, Museum Paper (2)
0x2059, Fortune Paper (2)
0x205A, Stageshow Paper (2)
0x205B, Thick Paper (2)
0x205C, Spooky Paper (2)
0x205D, Noodle Paper (2)
0x205E, Neat Paper (2)
0x205F, Horsetail Paper (2)
0x2060, Felt Paper (2)
0x2061, Parchment (2)
0x2062, Cool Paper (2)
0x2063, Elegant Paper (2)
0x2064, Lacy Paper (2)
0x2065, Polka-Dot Paper (2)
0x2066, Dizzy Paper (2)
0x2067, Rainbow Paper (2)
0x2068, Hot Neon Paper (2)
0x2069, Cool Neon Paper (2)
0x206A, Aloha Paper (2)
0x206B, Ribbon Paper (2)
0x206C, Fantasy Paper (2)
0x206D, Woodland Paper (2)
0x206E, Gingko Paper (2)
0x206F, Fireworks Paper (2)
0x2070, Winter Paper (2)
0x2071, Gyroid Paper (2)
0x2072, Ivy Paper (2)
0x2073, Wing Paper (2)
0x2074, Dragon Paper (2)
0x2075, Tile Paper (2)
0x2076, Misty Paper (2)
0x2077, Simple Paper (2)
0x2078, Honeybee Paper (2)
0x2079, Mystic Paper (2)
0x207A, Sunset Paper (2)
0x207B, Lattice Paper (2)
0x207C, Dainty Paper (2)
0x207D, Butterfly Paper (2)
0x207E, New Year's Card (2)
0x207F, Inky Paper (2)
0x2080, Airmail Paper (3)
0x2081, Sparkly Paper (3)
0x2082, Bamboo Paper (3)
0x2083, Orange Paper (3)
0x2084, Essay Paper (3)
0x2085, Panda Paper (3)
0x2086, Ranch Paper (3)
0x2087, Steel Paper (3)
0x2088, Blossom Paper (3)
0x2089, Vine Paper (3)
0x208A, Cloudy Paper (3)
0x208B, Petal Paper (3)
0x208C, Snowy Paper (3)
0x208D, Rainy Day Paper (3)
0x208E, Watermelon Paper (3)
0x208F, Deep Sea Paper (3)
0x2090, Starry Sky Paper (3)
0x2091, Daisy Paper (3)
0x2092, Bluebell Paper (3)
0x2093, Maple Leaf Paper (3)
0x2094, Woodcut Paper (3)
0x2095, Octopus Paper (3)
0x2096, Festive Paper (3)
0x2097, Skyline Paper (3)
0x2098, Museum Paper (3)
0x2099, Fortune Paper (3)
0x209A, Stageshow Paper (3)
0x209B, Thick Paper (3)
0x209C, Spooky Paper (3)
0x209D, Noodle Paper (3)
0x209E, Neat Paper (3)
0x209F, Horsetail Paper (3)
0x20A0, Felt Paper (3)
0x20A1, Parchment (3)
0x20A2, Cool Paper (3)
0x20A3, Elegant Paper (3)
0x20A4, Lacy Paper (3)
0x20A5, Polka-Dot Paper (3)
0x20A6, Dizzy Paper (3)
0x20A7, Rainbow Paper (3)
0x20A8, Hot Neon Paper (3)
0x20A9, Cool Neon Paper (3)
0x20AA, Aloha Paper (3)
0x20AB, Ribbon Paper (3)
0x20AC, Fantasy Paper (3)
0x20AD, Woodland Paper (3)
0x20AE, Gingko Paper (3)
0x20AF, Fireworks Paper (3)
0x20B0, Winter Paper (3)
0x20B1, Gyroid Paper (3)
0x20B2, Ivy Paper (3)
0x20B3, Wing Paper (3)
0x20B4, Dragon Paper (3)
0x20B5, Tile Paper (3)
0x20B6, Misty Paper (3)
0x20B7, Simple Paper (3)
0x20B8, Honeybee Paper (3)
0x20B9, Mystic Paper (3)
0x20BA, Sunset Paper (3)
0x20BB, Lattice Paper (3)
0x20BC, Dainty Paper (3)
0x20BD, Butterfly Paper (3)
0x20BE, New Year's Card (3)
0x20BF, Inky Paper (3)
0x20C0, Airmail Paper (4)
0x20C1, Sparkly Paper (4)
0x20C2, Bamboo Paper (4)
0x20C3, Orange Paper (4)
0x20C4, Essay Paper (4)
0x20C5, Panda Paper (4)
0x20C6, Ranch Paper (4)
0x20C7, Steel Paper (4)
0x20C8, Blossom Paper (4)
0x20C9, Vine Paper (4)
0x20CA, Cloudy Paper (4)
0x20CB, Petal Paper (4)
0x20CC, Snowy Paper (4)
0x20CD, Rainy Day Paper (4)
0x20CE, Watermelon Paper (4)
0x20CF, Deep Sea Paper (4)
0x20D0, Starry Sky Paper (4)
0x20D1, Daisy Paper (4)
0x20D2, Bluebell Paper (4)
0x20D3, Maple Leaf Paper (4)
0x20D4, Woodcut Paper (4)
0x20D5, Octopus Paper (4)
0x20D6, Festive Paper (4)
0x20D7, Skyline Paper (4)
0x20D8, Museum Paper (4)
0x20D9, Fortune Paper (4)
0x20DA, Stageshow Paper (4)
0x20DB, Thick Paper (4)
0x20DC, Spooky Paper (4)
0x20DD, Noodle Paper (4)
0x20DE, Neat Paper (4)
0x20DF, Horsetail Paper (4)
0x20E0, Felt Paper (4)
0x20E1, Parchment (4)
0x20E2, Cool Paper (4)
0x20E3, Elegant Paper (4)
0x20E4, Lacy Paper (4)
0x20E5, Polka-Dot Paper (4)
0x20E6, Dizzy Paper (4)
0x20E7, Rainbow Paper (4)
0x20E8, Hot Neon Paper (4)
0x20E9, Cool Neon Paper (4)
0x20EA, Aloha Paper (4)
0x20EB, Ribbon Paper (4)
0x20EC, Fantasy Paper (4)
0x20ED, Woodland Paper (4)
0x20EE, Gingko Paper (4)
0x20EF, Fireworks Paper (4)
0x20F0, Winter Paper (4)
0x20F1, Gyroid Paper (4)
0x20F2, Ivy Paper (4)
0x20F3, Wing Paper (4)
0x20F4, Dragon Paper (4)
0x20F5, Tile Paper (4)
0x20F6, Misty Paper (4)
0x20F7, Simple Paper (4)
0x20F8, Honeybee Paper (4)
0x20F9, Mystic Paper (4)
0x20FA, Sunset Paper (4)
