//Nothing
0x7FFE, Empty
0x23DF, My Melody Wall
0x23E0, Pompompurin Wall
0x23E1, Kiki And Lala Wall
0x23E2, Cinnamoroll Wall
0x23E3, Kerokerokeroppi Wall
0x23E4, Hyrule Wall
0x23E5, Ink-Splattered Wall
0x23E6, Inkopolis Wall
0x23E7, Fruit-Panel Wall
0x23E8, Fueki Wall
0x23EA, Polka-Dot Wall
//Carpets
0x23EB, Exotic Rug
0x23EC, Lovely Carpet
0x23ED, Classic Carpet
0x23EE, Ranch Flooring
0x23EF, Cabana Flooring
0x23F0, Blue Flooring
0x23F1, Modern Tile
0x23F2, Regal Carpet
0x23F3, Green Rug
0x23F4, Cabin Rug
0x23F5, Kiddie Carpet
0x23F6, Robo-Floor
0x23F7, Snowman Carpet
0x23F8, Forest Floor
0x23F9, Pavé Floor
0x23FA, Egg Floor
0x23FB, Spooky Carpet
0x23FC, Harvest Rug
0x23FD, Jingle Carpet
0x23FE, Princess Carpet
0x23FF, Gracie Carpet
0x2400, Sweets Floor
0x2401, Gorgeous Floor
0x2402, Western Desert
0x2403, Lunar Surface
0x2404, Closed Road
0x2405, Boxing-Ring Mat
0x2406, Backyard Lawn
0x2407, Playroom Rug
0x2408, Ship Deck
0x2409, Lab Floor
0x240A, Classroom Floor
0x240B, Bath Tile
0x240C, Pastel-Dot Rug
0x240D, Checkered Tile
0x240E, Ceramic Tile
0x240F, Diner Tile
0x2410, Kitschy Tile
0x2411, Red Tile
0x2412, Mosaic Tile
0x2413, Chessboard Rug
0x2414, Plaza Tile
0x2415, Palace Tile
0x2416, Imperial Tile
0x2417, Kitchen Tile
0x2418, Stone Tile
0x2419, Charcoal Tile
0x241A, Tatami
0x241B, Planked Tatami
0x241C, Mossy Carpet
0x241D, Sand Garden
0x241E, Slate Flooring
0x241F, Concrete Floor
0x2420, Basement Floor
0x2421, Parquet Floor
0x2422, Old Board Floor
0x2423, Kitchen Flooring
0x2424, Music-Room Floor
0x2425, office Flooring
0x2426, Opulent Rug
0x2427, Plush Carpet
0x2428, Ornate Rug
0x2429, Fancy Carpet
0x242A, Exquisite Rug
0x242B, Tent Rug
0x242C, Tartan Rug
0x242D, Round Carpet
0x242E, Citrus Carpet
0x242F, Cowhide Rug
0x2430, Birch Flooring
0x2431, Plank Flooring
0x2432, Bamboo Flooring
0x2433, Steel Flooring
0x2434, Shanty Mat
0x2435, Ancient Tile
0x2436, Illusion Floor
0x2437, Daisy Meadow
0x2438, Tropical Floor
0x2439, Saharah's Desert
0x243A, Sandlot
0x243B, Sidewalk
0x243C, Cloud Flooring
0x243D, Common Floor
0x243E, Old Flooring
0x243F, Block Floor
0x2440, Creepy Floor
0x2441, Ramshackle Floor
0x2442, Sporty Floor
0x2443, Golden Carpet
0x2444, Hopscotch Floor
0x2445, Wildflower Floor
0x2446, Jungle Floor
0x2447, Underwater Floor
0x2448, Dig-Site Floor
0x2449, Paintball Floor
0x244A, Ladybug Carpet
0x244B, Ice Floor
0x244C, Sloppy Carpet
0x244D, Sci-Fi Floor
0x244E, Modern Wood Flooring
0x244F, Mermaid Carpet
0x2450, Sleek Carpet
0x2451, Card Carpet
0x2452, Stripe Carpet
0x2453, Neutral Floor
0x2454, Ski-Slope Floor
0x2455, Balloon Floor
0x2456, Astro Floor
0x2457, Flower Pop Carpet
0x2458, Marine Pop Floor
0x2459, Cheese Floor
0x245A, Maze Floor
0x245B, Autumn Floor
0x245C, Rococo Floor
0x245D, Alpine Rug
0x245E, Notebook Floor
0x245F, Dotted Rug
0x2460, Exhibit-Room Floor
0x2461, Museum Floor
0x2462, Recycle-Shop Floor
0x2463, Convenient Floor
0x2464, Market Floor
0x2465, Home-Center Floor
0x2466, Department Floor
0x2467, Gracie Floor
0x2468, Gracie Floor (2)
0x2469, Gracie Floor (3)
0x246A, Terrace Rug
0x246B, Yellow Flooring
0x246C, Monochrome Floor
0x246D, Pink Wood Floor
0x246E, Natural Wood Floor
0x246F, Stone-Tile Floor
0x2470, Parquet Floor
0x2471, White Tile Floor
0x2472, Panel Carpet Floor
0x2473, Arched Brick Floor
0x2474, Flagstone Floor
0x2475, Terra-Cotta Floor
0x2476, Tatami Floor
0x2477, Herringbone Floor
0x2478, School-Hall Floor
0x2479, Water Floor
0x247A, Pavement Floor
0x247B, Lobby Floor
0x247C, Field Floor
0x247D, Galaxy Floor
0x247E, Lava Floor
0x247F, Oil-Stained Floor
0x2480, Fancy Tile Floor
0x2481, Block Flooring
0x2482, Sandy-Beach Floor
0x2483, Dirt Floor
0x2484, Wooden-Deck Floor
0x2485, White Wood Floor
0x2486, Hello Kitty Floor
0x2487, My Melody Floor
0x2488, Pompompurin Floor
0x2489, Kiki And Lala Floor
0x248A, Cinnamoroll Floor
0x248B, Gray Patterned Floor
0x248C, Zelda Floor
0x248D, Ink-Splattered Floor
0x248E, Inkopolis Floor
0x248F, Fruit-Panel Floor
0x2490, Fueki Floor
0x2491, Gallery Floor
0x2492, Observatory Floor
//Shirts
0x2495, One-Ball Tee
0x2496, Two-Ball Tee
0x2497, Three-Ball Tee
0x2498, Four-Ball Tee
0x2499, Five-Ball Tee
0x249A, Six-Ball Tee
0x249B, Seven-Ball Tee
0x249C, Eight-Ball Tee
0x249D, Nine-Ball Tee
0x249E, Paw Tee
0x249F, Daisy Tee
0x24A0, Tulip Tee
0x24A1, Cherry Tee
0x24A2, Skull Tee
0x24A3, U-R-Here Tee
0x24A4, Lightning Tee
0x24A5, MVP Tee
0x24A6, BB Tee
0x24A7, Fish Tee
0x24A8, Frog Tee
0x24A9, Bear Tee
0x24AA, Bunny Tee
0x24AB, Bunny Shirt
0x24AC, Elephant Tee
0x24AD, Spade Tee
0x24AE, Diamond Tee
0x24AF, Club Tee
0x24B0, Heart Tee
0x24B1, Big-Star Tee
0x24B2, Bright Tee
0x24B3, A Tee
0x24B4, No. 1 Shirt
0x24B5, No. 2 Shirt
0x24B6, No. 3 Shirt
0x24B7, No. 4 Shirt
0x24B8, No. 5 Shirt
0x24B9, No. 23 Shirt
0x24BA, No. 67 Shirt
0x24BB, Big Bro's Tee
0x24BC, Li'L Bro's Tee
0x24BD, Cloudy Tee
0x24BE, Fresh Tee
0x24BF, Dawn Tee
0x24C0, Misty Tee
0x24C1, Sunset Tee
0x24C2, Deep-Blue Tee
0x24C3, Peachy Tee
0x24C4, Rainbow Tee
0x24C5, Sno-Cone Tee
0x24C6, Orange Tie-Dye Tee
0x24C7, Purple Tie-Dye Tee
0x24C8, Green Tie-Dye Tee
0x24C9, Blue Tie-Dye Tee
0x24CA, Red Tie-Dye Tee
0x24CB, Bold-Check Tee
0x24CC, Café Tee
0x24CD, Checkered Tee
0x24CE, Blue-Check Tee
0x24CF, Red-Check Tee
0x24D0, Dogtooth Tee
0x24D1, Tan Dogtooth Tee
0x24D2, Rugby Tee
0x24D3, Green-Bar Tee
0x24D4, Yellow-Bar Tee
0x24D5, Grape-Stripe Tee
0x24D6, Beatnik Tee
0x24D7, Red-Bar Tee
0x24D8, Blue-Stripe Tee
0x24D9, Blue-Stripe Shirt
0x24DA, Gelato Tee
0x24DB, Chain-Gang Tee
0x24DC, Speedway Tee
0x24DD, Yellow Tartan Tee
0x24DE, Fall Plaid Tee
0x24DF, Blue Tartan Tee
0x24E0, Dapper Tee
0x24E1, Natty Tee
0x24E2, Blue-Grid Tee
0x24E3, Red-Grid Tee
0x24E4, Dazed Tee
0x24E5, Checkerboard Tee
0x24E6, Toad Tee
0x24E7, Dark Polka Tee
0x24E8, Lite Polka Tee
0x24E9, Bubble-Gum Tee
0x24EA, Funky-Dot Tee
0x24EB, Gumdrop Tee
0x24EC, Big-Dot Tee
0x24ED, Aqua Polka Tee
0x24EE, Blue-Bar Tee
0x24EF, Gold-Bar Tee
0x24F0, Brown-Bar Tee
0x24F1, Vegetarian Tee
0x24F2, Racer Tee
0x24F3, Pastel-Stripe Tee
0x24F4, Rally Tee
0x24F5, Racer 6 Tee
0x24F6, Vertigo Tee
0x24F7, Barber Tee
0x24F8, Jade Plaid Tee
0x24F9, Blue Plaid Tee
0x24FA, Mint Gingham Tee
0x24FB, Picnic Tee
0x24FC, Candy Gingham Tee
0x24FD, Lemon Gingham Tee
0x24FE, Melon Gingham Tee
0x24FF, Bad Plaid Tee
0x2500, Pink Tartan Tee
0x2501, Waffle Tee
0x2502, Gray Tartan Tee
0x2503, Gray Tartan Shirt
0x2504, Red Argyle Shirt
0x2505, Red Argyle Tee
0x2506, Blue Argyle Shirt
0x2507, Blue Argyle Tee
0x2508, Pink Argyle Shirt
0x2509, Pink Argyle Tee
0x250A, Cyan Argyle Shirt
0x250B, Cyan Argyle Tee
0x250C, Chevron Shirt
0x250D, Icy Shirt
0x250E, Aurora Knit Shirt
0x250F, Winter Sweater
0x2510, Folk Shirt
0x2511, Argyle Knit Shirt
0x2512, Uncommon Shirt
0x2513, Comfy Sweater
0x2514, Beige Knit Shirt
0x2515, Earthy Knit Shirt
0x2516, Spring Shirt
0x2517, Lively Knit Shirt
0x2518, Deer Shirt
0x2519, Monkey Shirt
0x251A, Chocomint Tee
0x251B, Fern Tee
0x251C, Leaf Tee
0x251D, Fall Leaf Tee
0x251E, Straw Shirt
0x251F, Grass Tee
0x2520, Snow Shirt
0x2521, Lovely Tee
0x2522, Bubble Tee
0x2523, Chichi-Print Tee
0x2524, Coral Tee
0x2525, Groovy Tee
0x2526, Flame Tee
0x2527, Danger Tee
0x2528, Gracie Tank
0x2529, Future Tank
0x252A, Optical Shirt
0x252B, Twinkle Tee
0x252C, Star Tee
0x252D, Night-Sky Tee
0x252E, Amethyst Tank
0x252F, Nebula Tee
0x2530, Dice Tank
0x2531, Kiddie Tee
0x2532, Airy Tee
0x2533, Crossing Shirt
0x2534, Splendid Tee
0x2535, Jagged Tee
0x2536, Subdued-Print Tee
0x2537, Sharp Outfit
0x2538, Painter's Tee
0x2539, Jungle-Camo Tee
0x253A, Arctic-Camo Tee
0x253B, Desert-Camo Tee
0x253C, Circuit Tank
0x253D, Pulse Tank
0x253E, Zebra Tee
0x253F, Tiger Tee
0x2540, Cow Tee
0x2541, Leopard Tee
0x2542, Giraffe Tee
0x2543, Ladybug Tank
0x2544, Spiderweb Tee
0x2545, Caterpillar Tank
0x2546, Fiendish Shirt
0x2547, Citrus Tee
0x2548, Kiwi Tee
0x2549, Watermelon Tee
0x254A, Strawberry Tee
0x254B, Grape Tee
0x254C, Melon Tee
0x254D, Pink Wave Tank
0x254E, Flan Tank
0x254F, Hot-Dog Tank
0x2550, Sandwich Tank
0x2551, Noodle Tee
0x2552, Sundae Tank
0x2553, Dragon Suit
0x2554, Periwinkle Tee
0x2555, Hot Spring Tee
0x2556, New Spring Tee
0x2557, Crewel Tee
0x2558, Tropical Tee
0x2559, Corseted Shirt
0x255A, Noble Shirt
0x255B, Red Aloha Tee
0x255C, Blue Aloha Tee
0x255D, Western Shirt
0x255E, Royal Shirt
0x255F, Firefighter Shirt
0x2560, Doctor's Coat
0x2561, Bone Shirt
0x2562, Zipper Shirt
0x2563, Mummy Shirt
0x2564, Military Uniform
0x2565, Sailor's Tee
0x2566, Reggae Tee
0x2567, Camel Shirt
0x2568, Concierge Shirt
0x2569, Tuxedo
0x256A, Explorer Tee
0x256B, Soccer Tee
0x256C, Red Down Jacket
0x256D, Blue Down Jacket
0x256E, Cavalier Shirt
0x256F, Beaded Shirt
0x2570, Wrap Shirt
0x2571, Wrestler Tank
0x2572, Security Tee
0x2573, Bear Costume
0x2574, Frog Costume
0x2575, Kappa Costume
0x2576, Imperial Shirt
0x2577, Racing Shirt
0x2578, Orange Jacket
0x2579, Tin Shirt
0x257A, Scale-Armor Suit
0x257B, Armor Suit
0x257C, Gold-Armor Suit
0x257D, Striking Outfit
0x257E, Red Warm-Up Suit
0x257F, Baseball Shirt
0x2580, Red Gym Tee
0x2581, Blue Gym Tee
0x2582, Space Suit
0x2583, Caveman Tank
0x2584, Kung-Fu Tee
0x2585, Pleather Vest
0x2586, Cycling Shirt
0x2587, Cycling Tee
0x2588, Chef's Outfit
0x2589, Genie Shirt
0x258A, Folk Tunic
0x258B, Red-Zap Suit
0x258C, Blue-Zap Suit
0x258D, Green-Zap Suit
0x258E, Samurai Shirt
0x258F, Patched Shirt
0x2590, Hero's Clothes
0x2591, Varia Suit
0x2592, Team NTDO Tee
0x2593, Gray Parka
0x2594, Fishing Vest
0x2595, Captain's Jacket
0x2596, Ninja Shirt
0x2597, Detective Outfit
0x2598, Santa Coat
0x2599, Chick Tee
0x259A, Scale-Print Tee
0x259B, Jinbei Top
0x259C, Kanji Tee
0x259D, Raglan Shirt
0x259E, Happi Tee
0x259F, Red Letter Jacket
0x25A0, Blue Letter Jacket
0x25A1, Black Letter Jacket
0x25A2, Tiger Jacket
0x25A3, Dragon Jacket
0x25A4, Red Flannel Shirt
0x25A5, Blue Flannel Shirt
0x25A6, Black Flannel Shirt
0x25A7, Pink-Bud Tank
0x25A8, Garden Tank
0x25A9, Lacy White Tank
0x25AA, Pink Tank
0x25AB, Hanten Shirt
0x25AC, Work Shirt
0x25AD, Tan Puffy Vest
0x25AE, After-School Jacket
0x25AF, Kids' Smock
0x25B0, School Jacket
0x25B1, Mint Shirt
0x25B2, Denim Jacket
0x25B3, Prism Tee
0x25B4, Denim Vest
0x25B5, Green Gym Tee
0x25B6, Green Emblem Blazer
0x25B7, Acid-Washed Jacket
0x25B8, Red Ringmaster Coat
0x25B9, White Tuxedo Jacket
0x25BA, Black-Denim Jacket
0x25BB, Basketball Tank
0x25BC, Iberian Jacket
0x25BD, Pink Parka
0x25BE, Jockey Shirt
0x25BF, Blue Track Jacket
0x25C0, Sweater-Vest
0x25C1, Waistcoat
0x25C2, Black Track Jacket
0x25C3, Beige Emblem Blazer
0x25C4, Clerk's Shirt
0x25C5, Green Warm-Up Jacket
0x25C6, Blue Ringmaster Coat
0x25C7, Relay Tank
0x25C8, Snowy Sweater
0x25C9, Red Jacket
0x25CA, Blue Jacket
0x25CB, Floral Knit Tee
0x25CC, Dreamy Tee
0x25CD, Pop Bloom Tee
0x25CE, Silk Bloom Tee
0x25CF, Blossom Tee
0x25D0, Yellow Aloha Tee
0x25D1, Loud Bloom Tee
0x25D2, Rose-Sky Tee
0x25D3, Blue Diamond Shirt
0x25D4, Lotus Tee
0x25D5, Rose Tee
0x25D6, Pep-Squad Tee
0x25D7, Jester Shirt
0x25D8, Swell Shirt
0x25D9, Go-Go Shirt
0x25DA, Festivale Tank
0x25DB, Pink Pj Shirt
0x25DC, Blue Pj Shirt
0x25DD, Canary Shirt
0x25DE, Flight-Crew Shirt
0x25DF, Café Uniform
0x25E0, Peacoat
0x25E1, Shearling Coat
0x25E2, Mod Shirt
0x25E3, Tacky Sweater
0x25E4, Sunflower Tee
0x25E5, Green-Stripe Tank
0x25E6, Gray Tank
0x25E7, Preppy Shirt
0x25E8, Flowery Tee
0x25E9, HHA Tee
0x25EA, HHA Jacket
0x25EB, Dr. Shrunk's Jacket
0x25EC, 24-Hour-Shop Uniform
0x25ED, Swell Tee
0x25EE, Blue Diamond Tee
0x25EF, Raglan Tee
0x25F0, MVP Shirt
0x25F1, Jade Plaid Shirt
0x25F2, Red-Check Shirt
0x25F3, Rugby Shirt
0x25F4, Painter's Shirt
0x25F5, Pulse Shirt
0x25F6, Toad Shirt
0x25F7, Sailor's Shirt
0x25F8, Frog Shirt
0x25F9, Blue-Grid Shirt
0x25FA, Kung-Fu Shirt
0x25FB, Tan Dogtooth Shirt
0x25FC, Bad Plaid Shirt
0x25FD, Fern Shirt
0x25FE, Arctic-Camo Shirt
0x25FF, Fall Leaf Shirt
0x2600, Elephant Shirt
0x2601, Red-Grid Shirt
0x2602, Chain-Gang Shirt
0x2603, Dogtooth Shirt
0x2604, Moldy Shirt
0x2605, Waffle Shirt
0x2606, Vegetarian Shirt
0x2607, Blue-Check Shirt
0x2608, Picnic Shirt
0x2609, Natty Shirt
0x260A, Pink Tartan Shirt
0x260B, Checkerboard Shirt
0x260C, Dark Polka Shirt
0x260D, Lemon Gingham Shirt
0x260E, Brown-Bar Shirt
0x260F, Dazed Shirt
0x2610, Nebula Shirt
0x2611, Bubble-Gum Shirt
0x2612, Blue-Bar Shirt
0x2613, Lite Polka Shirt
0x2614, Yellow-Bar Shirt
0x2615, Yellow Tartan Shirt
0x2616, Amethyst Shirt
0x2617, Soccer Shirt
0x2618, Grape-Stripe Shirt
0x2619, Red-Bar Shirt
0x261A, Candy Gingham Shirt
0x261B, Skull Shirt
0x261C, Flame Shirt
0x261D, Vertigo Shirt
0x261E, Green-Bar Shirt
0x261F, Gelato Shirt
0x2620, Dapper Shirt
0x2621, Desert-Camo Shirt
0x2622, Jungle-Camo Shirt
0x2623, Beatnik Shirt
0x2624, Gold-Bar Shirt
0x2625, Fall Plaid Shirt
0x2626, Blue Tartan Shirt
0x2627, Mint Gingham Shirt
0x2628, Bear Shirt
0x2629, Melon Gingham Shirt
0x262A, Blue Plaid Shirt
0x262B, Melon Shirt
0x262C, Watermelon Shirt
0x262D, Zipper Tank
0x262E, Misty Tank
0x262F, Purple Tie-Dye Tank
0x2630, Jester Tank
0x2631, Grape Tank
0x2632, Sno-Cone Tank
0x2633, Aqua Polka Tank
0x2634, Strawberry Tank
0x2635, Peachy Tank
0x2636, Reggae Tank
0x2637, Blue Argyle Tank
0x2638, Twinkle Tank
0x2639, Green Tie-Dye Tank
0x263A, Cool Tank
0x263B, Optical Tank
0x263C, Jagged Tank
0x263D, Rally Tank
0x263E, Bubble Tank
0x263F, Deep-Blue Tank
0x2640, Beaded Tank
0x2641, Coral Tank
0x2642, Pink Argyle Tank
0x2643, Funky-Dot Tank
0x2644, Groovy Tank
0x2645, Fresh Tank
0x2646, Tropical Tank
0x2647, Sunset Tank
0x2648, Citrus Tank
0x2649, Blue Tie-Dye Tank
0x264A, Giraffe Tank
0x264B, Orange Tie-Dye Tank
0x264C, Zebra Tank
0x264D, Tiger Tank
0x264E, Kiwi Tank
0x264F, Red Tie-Dye Tank
0x2650, Pep-Squad Tank
0x2651, Dawn Tank
0x2652, Beatnik Tank
0x2653, Big-Dot Tank
0x2654, Rainbow Tank
0x2655, Leopard Tank
0x2656, Cow Tank
0x2657, Genie Vest
0x2658, Cyan Argyle Tank
0x2659, Men's Recruit Suit
0x265A, Women's Recruit Suit
0x265B, Stylish Suit
0x265C, Polo Shirt
0x265D, Women's office Suit
0x265E, Blue Nurse's Uniform
0x265F, Flashy Suit
0x2660, Sushi Chef's Outfit
0x2661, Comedian's Outfit
0x2662, Rubber Apron
0x2663, Frilly Apron
0x2664, Felyne Outfit
0x2665, HHA Women's Jacket
0x2666, Good-Fortune Clothes
0x2667, Link Outfit
0x2668, Ganondorf Outfit
0x2669, Ganon Outfit
0x266A, Medli Outfit
0x266B, Epona Outfit
0x266C, Wolf Link Outfit
0x266D, New Hero's Outfit
0x266E, Black Anchor Tee
0x266F, Cinnamoroll Jacket
0x2670, Suspenders Shirt
0x2671, Hello Kitty Outfit
0x2672, My Melody Outfit
0x2673, Kiki And Lala Outfit
0x2674, Pompompurin Outfit
0x2675, Cinnamoroll Outfit
0x2676, Kerokerokeroppi Top
0x2677, HHA Raincoat
0x2678, Callie Shirt
0x2679, Marie Shirt
0x267A, Callie Fashion Top
0x267B, High-Spirits Shirt
0x267C, Town-Hall Spring Top
0x267D, Town-Hall Winter Top
0x267E, Jacquard Fleece
0x267F, Sheik Outfit
//Dresses
0x2682, Festive Dress
0x2683, Muumuu
0x2684, Blue Dotted Dress
0x2685, Tan Dogtooth Dress
0x2686, Prim Outfit
0x2687, Overall Dress
0x2688, Pink Lace-Up Dress
0x2689, Academy Uniform
0x268A, Prep-School Uniform
0x268B, Blue Party Dress
0x268C, Pink Party Dress
0x268D, Yellow Dotted Dress
0x268E, Pinafore
0x268F, Plaid Cami Dress
0x2690, Green Dress
0x2691, Butterfly Dress
0x2692, Gaudy Dress
0x2693, Sea Captain's Coat
0x2694, Pink-Zap Suit
0x2695, Fleece Dress
0x2696, Vogue Dress
0x2697, Citrus Gingham Dress
0x2698, Floral Knit Dress
0x2699, Dreamy Tank Dress
0x269A, Silk Bloom Dress
0x269B, Pop Bloom Dress
0x269C, Blossom Dress
0x269D, Loud Bloom Dress
0x269E, Rose Tank Dress
0x269F, Rose-Sky Tank Dress
0x26A0, Lotus Tank Dress
0x26A1, Blue Retro Dress
0x26A2, Orange Retro Dress
0x26A3, Cool Dress
0x26A4, Moldy Dress
0x26A5, Blossoming Dress
0x26A6, Ribbon Dress
0x26A7, Blue Lace-Up Dress
0x26A8, Orange Lace-Up Dress
0x26A9, Green Lace-Up Dress
0x26AA, Lime Dress
0x26AB, Turnip Dress
0x26AC, Yodel Dress
0x26AD, Red Riding Dress
0x26AE, Witch's Robe
0x26AF, Graduation Gown
0x26B0, Sky Dress
0x26B1, Alpinist Dress
0x26B2, Kimono
0x26B3, Milkmaid Dress
0x26B4, Toga
0x26B5, Cake Dress
0x26B6, Waitress Dress
0x26B7, Princess Dress
0x26B8, Fairy-Tale Dress
0x26B9, Pink Polka Dress
0x26BA, Palatial Tank Dress
0x26BB, Poncho
0x26BC, Fluffy Dress
0x26BD, Cat Dress
0x26BE, Plum Coat
0x26BF, Frock Coat
0x26C0, Casual Outfit
0x26C1, Maid Dress
0x26C2, Trench Coat
0x26C3, Pharaoh's Outfit
0x26C4, Bathrobe
0x26C5, Polka-Dot Dress
0x26C6, Patched Dress
0x26C7, Black-Velvet Dress
0x26C8, Dazed Dress
0x26C9, Dogtooth Dress
0x26CA, Nurse's Uniform
0x26CB, Embroidered Dress
0x26CC, Festivale Tank Dress
0x26CD, Tartan-Plaid Outfit
0x26CE, Sweater Dress
0x26CF, Shirtdress
0x26D0, Red Dress
0x26D1, Yellow Raincoat
0x26D2, Dollhouse Dress
0x26D3, Festive-Tree Dress
0x26D4, Ballet Outfit
0x26D5, Classic Dress
0x26D6, U-R-Here Dress
0x26D7, Natty Dress
0x26D8, Dapper Dress
0x26D9, Gumdrop Dress
0x26DA, Chima Jeogori Dress
0x26DB, Spring Kimono
0x26DC, Caveman Tank Dress
0x26DD, Star Tank Dress
0x26DE, Twinkle Tank Dress
0x26DF, Pastel-Stripe Dress
0x26E0, Cat Tank Dress
0x26E1, Cake Tank Dress
0x26E2, Fluffy Tank Dress
0x26E3, Lovely Dress
0x26E4, Blue Ballet Outfit
0x26E5, Musician's Outfit
0x26E6, Princess Zelda Dress
0x26E7, Marie Dress
0x26E8, Hello Kitty Dress
0x26E9, My Melody Dress
0x26EA, Kiki And Lala Dress
0x26EB, Pompompurin Dress
0x26EC, Flower Fairy Dress
//Wet suits
0x26ED, Rental Wet Suit
0x26EE, Black Wet Suit
0x26EF, Pink Wet Suit
0x26F0, Striped Wet Suit
0x26F1, Green Wet Suit
0x26F2, Orange Wet Suit
0x26F3, Red Wet Suit
0x26F4, White Wet Suit
0x26F5, Blue Wet Suit
//Trousers
0x26F8, Jungle-Camo Shorts
0x26F9, Jungle-Camo Pants
0x26FA, Cargo Pants
0x26FB, Dogtooth Pants
0x26FC, Tan Dogtooth Pants
0x26FD, Patched Pants
0x26FE, Santa Pants
0x26FF, Hero's Pants
0x2700, Leopard Pants
0x2701, Leopard Skirt
0x2702, Denim Skirt
0x2703, Lite Polka Skirt
0x2704, Cow Pants
0x2705, Giraffe Pants
0x2706, Tiger Pants
0x2707, Zebra Pants
0x2708, Armor Pants
0x2709, Gold-Armor Pants
0x270A, Iberian Pants
0x270B, Baseball Pants
0x270C, Bone Pants
0x270D, Arctic-Camo Pants
0x270E, Desert-Camo Pants
0x270F, Caveman Shorts
0x2710, Blue Boxing Shorts
0x2711, Red Boxing Shorts
0x2712, Pep-Squad Skirt
0x2713, New Spring Skirt
0x2714, Hot Spring Skirt
0x2715, Imperial Pants
0x2716, Bear-Costume Pants
0x2717, Frog-Costume Pants
0x2718, Kappa-Costume Pants
0x2719, Gray Sweatpants
0x271A, Western Pants
0x271B, Funky-Dot Skirt
0x271C, Flame Pants
0x271D, Green Plaid Shorts
0x271E, Dragon Leggings
0x271F, Explorer Pants
0x2720, Firefighter Pants
0x2721, Checkerboard Skirt
0x2722, Picnic Skirt
0x2723, Brown Plaid Shorts
0x2724, Rainbow Plaid Shorts
0x2725, Mint Gingham Skirt
0x2726, Blue Polka Shorts
0x2727, Corseted Skirt
0x2728, Blue-Grid Skirt
0x2729, Patched-Knee Pants
0x272A, Red-Grid Skirt
0x272B, Blue Gym Shorts
0x272C, Green Gym Shorts
0x272D, Red Gym Shorts
0x272E, Blue-Zap Pants
0x272F, Green-Zap Pants
0x2730, Red-Zap Pants
0x2731, Blue Warm-Up Pants
0x2732, Green Warm-Up Pants
0x2733, Red Warm-Up Pants
0x2734, Jester Pants
0x2735, Kung-Fu Pants
0x2736, Pleather Pants
0x2737, Military Pants
0x2738, Mummy Pants
0x2739, Varia Suit Pants
0x273A, Ninja Pants
0x273B, Genie Pants
0x273C, Dark Polka Skirt
0x273D, Racing Pants
0x273E, White-Lace Skirt
0x273F, Sailor Skirt
0x2740, Samurai Pants
0x2741, Jinbei Shorts
0x2742, Space Pants
0x2743, Cuffed Pants
0x2744, Kilt
0x2745, Pink Sweatpants
0x2746, Chino Pants
0x2747, Gray Tartan Skirt
0x2748, Two-Tone Pants
0x2749, Natty Skirt
0x274A, Dapper Skirt
0x274B, Soccer Shorts
0x274C, Orange Pants
0x274D, Wrestler Pants
0x274E, Black Track Pants
0x274F, Running Pants
0x2750, Gray Formal Pants
0x2751, Navy Formal Pants
0x2752, Black Formal Pants
0x2753, White Formal Pants
0x2754, Red-Stripe Pants
0x2755, Red Plaid Skirt
0x2756, Pastel-Check Skirt
0x2757, Grass Skirt
0x2758, Red Tartan Pants
0x2759, Red Polka Skirt
0x275A, Dry-Denim Pants
0x275B, Black-Denim Skirt
0x275C, Acid-Washed Pants
0x275D, Gray-Stripe Pants
0x275E, Black-Denim Pants
0x275F, Worn-Out Jeans
0x2760, Emerald Polka Skirt
0x2761, Brown Argyle Skirt
0x2762, Pink Argyle Skirt
0x2763, Green Tartan Pants
0x2764, Dry-Denim Skirt
0x2765, Aloha Shorts
0x2766, Blue-Stripe Pants
0x2767, Festivale Pants
0x2768, Pink Pj Bottoms
0x2769, Blue Pj Bottoms
0x276A, Basketball Shorts
0x276B, Relay Shorts
0x276C, Brown Formal Pants
0x276D, Royal Shorts
0x276E, Scale-Armor Pants
0x276F, Black Formal Skirt
0x2770, Gray Formal Skirt
0x2771, Navy Formal Skirt
0x2772, Ganondorf Pants
0x2773, Green Gingham Shorts
0x2774, Callie Pants
0x2775, High-Spirits Pants
0x2776, Sheik Pants
//Socks
0x2777, Crocheted Tights
0x2778, Brown-Stripe Socks
0x2779, Black Stockings
0x277A, Heart-Print Tights
0x277B, Rainbow Tights
0x277C, Black Ankle Socks
0x277D, Star Tights
0x277E, Purple-Stripe Tights
0x277F, Dress Socks
0x2780, Gray Tights
0x2781, Navy Socks
0x2782, Hiking Gaiters
0x2783, White-Lace Socks
0x2784, Tube Socks
0x2785, Argyle Socks
0x2786, Bobby Socks
0x2787, Red Tights
0x2788, Purple Star Socks
0x2789, Gray Leggings
0x278A, White Socks
0x278B, Black Tights
0x278C, Beige Tights
0x278D, Colorful Socks
0x278E, Checkered Socks
0x278F, Brown Socks
0x2790, Argyle Tights
0x2791, Green-Stripe Socks
0x2792, Leg Warmers
0x2793, White Ankle Socks
0x2794, Soccer Socks
0x2795, Black Leggings
0x2796, Polka-Dot Socks
0x2797, White Stockings
0x2798, Gray Socks
0x2799, Blue-Stripe Tights
0x279A, Green Tights
0x279B, Callie Tights
0x279C, Marie Tights
0x279D, Kiki And Lala Socks
0x279E, Red Striped Socks
//Shoes
