// Nothing
0x7FFE, Empty
0x21E3, K.K. Jazz (2)
0x21E4, K.K. Fusion (2)
0x21E5, K.K. Étude (2)
0x21E6, K.K. Lullaby (2)
0x21E7, K.K. Aria (2)
0x21E8, K.K. Samba (2)
0x21E9, K.K. Bossa (2)
0x21EA, K.K. Calypso (2)
0x21EB, K.K. Salsa (2)
0x21EC, K.K. Mambo (2)
0x21ED, K.K. Reggae (2)
0x21EE, K.K. Ska (2)
0x21EF, K.K. Tango (2)
0x21F0, K.K. Faire (2)
0x21F1, Aloha K.K. (2)
0x21F2, Lucky K.K. (2)
0x21F3, K.K. Condor (2)
0x21F4, K.K. Steppe (2)
0x21F5, Imperial K.K. (2)
0x21F6, K.K. Casbah (2)
0x21F7, K.K. Safari (2)
0x21F8, K.K. Folk (2)
0x21F9, K.K. Rock (2)
0x21FA, Rockin' K.K. (2)
0x21FB, K.K. Ragtime (2)
0x21FC, K.K. Gumbo (2)
0x21FD, The K. Funk (2)
0x21FE, K.K. Blues (2)
0x21FF, Soulful K.K. (2)
0x2200, K.K. Soul (2)
0x2201, K.K. Cruisin' (2)
0x2202, K.K. Love Song (2)
0x2203, K.K. D&B (2)
0x2204, K.K. Technopop (2)
0x2205, DJ K.K. (2)
0x2206, Only Me (2)
0x2207, K.K. Country (2)
0x2208, Surfin' K.K. (2)
0x2209, K.K. Ballad (2)
0x220A, Comrade K.K. (2)
0x220B, K.K. Lament (2)
0x220C, Go K.K. Rider (2)
0x220D, K.K. Dirge (2)
0x220E, K.K. Western (2)
0x220F, Mr. K.K. (2)
0x2210, Café K.K. (2)
0x2211, K.K. Parade (2)
0x2212, Señor K.K. (2)
0x2213, K.K. Song (2)
0x2214, I Love You (2)
0x2215, Two Days Ago (2)
0x2216, My Place (2)
0x2217, Forest Life (2)
0x2218, To The Edge (2)
0x2219, Pondering (2)
0x221A, K.K. Dixie (2)
0x221B, K.K. Marathon (2)
0x221C, King K.K. (2)
0x221D, Mountain Song (2)
0x221E, Marine Song 2001 (2)
0x221F, Neapolitan (2)
0x2220, Steep Hill (2)
0x2221, K.K. Rockabilly (2)
0x2222, Agent K.K. (2)
0x2223, K.K. Rally (2)
0x2224, K.K. Metal (2)
0x2225, Stale Cupcakes (2)
0x2226, Spring Blossoms (2)
0x2227, Wandering (2)
0x2228, K.K. House (2)
0x2229, K.K. Sonata (2)
0x222A, Hypno K.K. (2)
0x222B, K.K. Stroll (2)
0x222C, K.K. Island (2)
0x222D, Space K.K. (2)
0x222E, K.K. Adventure (2)
0x222F, K.K. Oasis (2)
0x2230, K.K. Bazaar (2)
0x2231, K.K. Milonga (2)
0x2232, K.K. Groove (2)
0x2233, K.K. Jongara (2)
0x2234, K.K. Flamenco (2)
0x2235, K.K. Moody (2)
0x2236, Bubblegum K.K. (2)
0x2237, K.K. Synth (2)
0x2238, K.K. Disco (2)
0x2239, K.K. Birthday (2)
// Paper/ V. Pics
0x223A, Butterfly Paper
0x223B, Airmail Paper
0x223C, New Year's Cards
0x223D, Lacy Paper
0x223E, Cloudy Paper
0x223F, Petal Paper
0x2240, Snowy Paper
0x2241, Maple-leaf Paper
0x2242, Lined Paper
0x2243, Notebook Paper
0x2244, Flowery Paper
0x2245, Polka-dot Paper
0x2246, Weathered Paper
0x2247, Ribbon Paper
0x2248, Sparkly Paper
0x2249, Vine Paper
0x224A, Formal Paper
0x224B, Snowman Paper
0x224C, Card Paper
0x224D, Leopard Paper
0x224E, Cow Paper
0x224F, Camouflage Paper
0x2250, Hamburger Paper
0x2251, Piano Paper
0x2252, Nook Paper
0x2253, Birthday Card
0x2254, Four-leaf Paper
0x2255, Academy Paper
0x2256, Lovely Paper
0x2257, Rainbow Paper
0x2258, Hieroglyph Paper
0x2259, Lotus Paper
0x225A, Tile Paper
0x225B, Mosaic Paper
0x225C, Elegant Paper
0x225D, Town-view Paper
0x225E, Imperial Paper
0x225F, Ocean Paper
0x2260, Industrial Paper
0x2261, Fireworks Paper
0x2262, Floral Paper
0x2263, Mushroom Paper
0x2264, Star Paper
0x2265, Composer Paper
0x2266, Bathtub Paper
0x2267, SMB3 Paper
0x2268, Cool Paper
0x2269, Forest Paper
0x226A, Bubble Paper
0x226B, Buttercup Paper
0x226C, Tartan Paper
0x226D, Plaid Paper
0x226E, Lemon-lime Paper
0x226F, Crater Paper
0x2270, Bejeweled Paper
0x2271, Geometric Paper
0x2272, Southwest Paper
0x2273, Night-sky Paper
0x2274, Chic Paper
0x2275, Goldfish Paper
0x2276, Halloween Paper
0x2277, Gallery Paper
0x2278, Museum Paper
0x2279, Post-Office Paper
0x227A, Melody Paper
0x2EE7, Pic Of Cyrano
0x2EE8, Pic Of Antonio
0x2EE9, Pic Of Pango
0x2EEA, Pic Of Anabelle
0x2EEB, Pic Of Annalisa
0x2EEC, Pic Of Olaf
0x2EED, Pic Of Teddy
0x2EEE, Pic Of Pinky
0x2EEF, Pic Of Curt
0x2EF0, Pic Of Chow
0x2EF1, Pic Of Nate
0x2EF2, Pic Of Groucho
0x2EF3, Pic Of Tutu
0x2EF4, Pic Of Grizzly
0x2EF5, Pic Of Paula
0x2EF6, Pic Of Charlise
0x2EF7, Pic Of Beardo
0x2EF8, Pic Of Klaus
0x2EF9, Pic Of Jay
0x2EFA, Pic Of Robin
0x2EFB, Pic Of Anchovy
0x2EFC, Pic Of Twiggy
0x2EFD, Pic Of Jitters
0x2EFE, Pic Of Midge
0x2EFF, Pic Of Lucha
0x2F00, Pic Of Jacques
0x2F01, Pic Of Peck
0x2F02, Pic Of Sparro
0x2F03, Pic Of Angus
0x2F04, Pic Of Rodeo
0x2F05, Pic Of T-Bone
0x2F06, Pic Of Coach
0x2F07, Pic Of Vic
0x2F08, Pic Of Bob
0x2F09, Pic Of Mitzi
0x2F0A, Pic Of Rosie
0x2F0B, Pic Of Olivia
0x2F0C, Pic Of Kiki
0x2F0D, Pic Of Tangy
0x2F0E, Pic Of Punchy
0x2F0F, Pic Of Purrl
0x2F10, Pic Of Moe
0x2F11, Pic Of Kabuki
0x2F12, Pic Of Kid Cat
0x2F13, Pic Of Monique
0x2F14, Pic Of Tabby
0x2F15, Pic Of Stinky
0x2F16, Pic Of Kitty
0x2F17, Pic Of Tom
0x2F18, Pic Of Merry
0x2F19, Pic Of Felicity
0x2F1A, Pic Of Lolly
0x2F1B, Pic Of Ankha
0x2F1C, Pic Of Rudy
0x2F1D, Pic Of Katt
0x2F1E, Pic Of Bluebear
0x2F1F, Pic Of Maple
0x2F20, Pic Of Poncho
0x2F21, Pic Of Pudge
0x2F22, Pic Of Kody
0x2F23, Pic Of Stitches
0x2F24, Pic Of Vladimir
0x2F25, Pic Of Cheri
0x2F26, Pic Of Pekoe
0x2F27, Pic Of Chester
0x2F28, Pic Of Barold
0x2F29, Pic Of Tammy
0x2F2A, Pic Of Goose
0x2F2B, Pic Of Benedict
0x2F2C, Pic Of Egbert
0x2F2D, Pic Of Ava
0x2F2E, Pic Of Becky
0x2F2F, Pic Of Knox
0x2F30, Pic Of Broffina
0x2F31, Pic Of Ken
0x2F32, Pic Of Patty
0x2F33, Pic Of Tipper
0x2F34, Pic Of Naomi
0x2F35, Pic Of Alfonso
0x2F36, Pic Of Alli
0x2F37, Pic Of Del
0x2F38, Pic Of Sly
0x2F39, Pic Of Gayle
0x2F3A, Pic Of Drago
0x2F3B, Pic Of Fauna
0x2F3C, Pic Of Bam
0x2F3D, Pic Of Zell
0x2F3E, Pic Of Bruce
0x2F3F, Pic Of Deirdre
0x2F40, Pic Of Lopez
0x2F41, Pic Of Fuchsia
0x2F42, Pic Of Beau
0x2F43, Pic Of Diana
0x2F44, Pic Of Erik
0x2F45, Pic Of Goldie
0x2F46, Pic Of Butch
0x2F47, Pic Of Lucky
0x2F48, Pic Of Biskit
0x2F49, Pic Of Bones
0x2F4A, Pic Of Portia
0x2F4B, Pic Of Walker
0x2F4C, Pic Of Daisy
0x2F4D, Pic Of Cookie
0x2F4E, Pic Of Mac
0x2F4F, Pic Of Marcel
0x2F50, Pic Of Benjamin
0x2F51, Pic Of Cherry
0x2F52, Pic Of Shep
0x2F53, Pic Of Bill
0x2F54, Pic Of Joey
0x2F55, Pic Of Pate
0x2F56, Pic Of Maelle
0x2F57, Pic Of Deena
0x2F58, Pic Of Pompom
0x2F59, Pic Of Mallary
0x2F5A, Pic Of Freckles
0x2F5B, Pic Of Derwin
0x2F5C, Pic Of Drake
0x2F5D, Pic Of Scoot
0x2F5E, Pic Of Miranda
0x2F5F, Pic Of Gloria
0x2F60, Pic Of Molly
0x2F61, Pic Of Quillson
0x2F62, Pic Of Opal
0x2F63, Pic Of Dizzy
0x2F64, Pic Of Big Top
0x2F65, Pic Of Eloise
0x2F66, Pic Of Margie
0x2F67, Pic Of Axel
0x2F68, Pic Of Tucker
0x2F69, Pic Of Tia
0x2F6A, Pic Of Lily
0x2F6B, Pic Of Ribbot
0x2F6C, Pic Of Frobert
0x2F6D, Pic Of Camofrog
0x2F6E, Pic Of Drift
0x2F6F, Pic Of Wart Jr.
0x2F70, Pic Of Puddles
0x2F71, Pic Of Jeremiah
0x2F72, Pic Of Cousteau
0x2F73, Pic Of Prince
0x2F74, Pic Of Jambette
0x2F75, Pic Of Gigi
0x2F76, Pic Of Croque
0x2F77, Pic Of Diva
0x2F78, Pic Of Henry
0x2F79, Pic Of Chevre
0x2F7A, Pic Of Nan
0x2F7B, Pic Of Gruff
0x2F7C, Pic Of Velma
0x2F7D, Pic Of Kidd
0x2F7E, Pic Of Pashmina
0x2F7F, Pic Of Cesar
0x2F80, Pic Of Peewee
0x2F81, Pic Of Boone
0x2F82, Pic Of Violet
0x2F83, Pic Of Al
0x2F84, Pic Of Rocket
0x2F85, Pic Of Hans
0x2F86, Pic Of Hamlet
0x2F87, Pic Of Apple
0x2F88, Pic Of Graham
0x2F89, Pic Of Rodney
0x2F8A, Pic Of Soleil
0x2F8B, Pic Of Clay
0x2F8C, Pic Of Flurry
0x2F8D, Pic Of Hamphrey
0x2F8E, Pic Of Rocco
0x2F8F, Pic Of Bubbles
0x2F90, Pic Of Bertha
0x2F91, Pic Of Biff
0x2F92, Pic Of Harry
0x2F93, Pic Of Hippeux
0x2F94, Pic Of Buck
0x2F95, Pic Of Victoria
0x2F96, Pic Of Savannah
0x2F97, Pic Of Elmer
0x2F98, Pic Of Roscoe
0x2F99, Pic Of Winnie
0x2F9A, Pic Of Ed
0x2F9B, Pic Of Peaches
0x2F9C, Pic Of Annalise
0x2F9D, Pic Of Clyde
0x2F9E, Pic Of Colton
0x2F9F, Pic Of Papi
0x2FA0, Pic Of Julian
0x2FA1, Pic Of Yuka
0x2FA2, Pic Of Alice
0x2FA3, Pic Of Melba
0x2FA4, Pic Of Sydney
0x2FA5, Pic Of Ozzie
0x2FA6, Pic Of Canberra
0x2FA7, Pic Of Lyman
0x2FA8, Pic Of Eugene
0x2FA9, Pic Of Kitt
0x2FAA, Pic Of Mathilda
0x2FAB, Pic Of Astrid
0x2FAC, Pic Of Sylvia
0x2FAD, Pic Of Walt
0x2FAE, Pic Of Rooney
0x2FAF, Pic Of Marcie
0x2FB0, Pic Of Bud
0x2FB1, Pic Of Elvis
0x2FB2, Pic Of Mott
0x2FB3, Pic Of Rory
0x2FB4, Pic Of Lionel
0x2FB5, Pic Of Nana
0x2FB6, Pic Of Simon
0x2FB7, Pic Of Tammi
0x2FB8, Pic Of Monty
0x2FB9, Pic Of Elise
0x2FBA, Pic Of Flip
0x2FBB, Pic Of Shari
0x2FBC, Pic Of Deli
0x2FBD, Pic Of Dora
0x2FBE, Pic Of Limberg
0x2FBF, Pic Of Bella
0x2FC0, Pic Of Bree
0x2FC1, Pic Of Samson
0x2FC2, Pic Of Rod
0x2FC3, Pic Of Rizzo
0x2FC4, Pic Of Anicotti
0x2FC5, Pic Of Broccolo
0x2FC6, Pic Of Moose
0x2FC7, Pic Of Bettina
0x2FC8, Pic Of Greta
0x2FC9, Pic Of Penelope
0x2FCA, Pic Of Chadder
0x2FCB, Pic Of Octavian
0x2FCC, Pic Of Marina
0x2FCD, Pic Of Zucker
0x2FCE, Pic Of Queenie
0x2FCF, Pic Of Gladys
0x2FD0, Pic Of Cranston
0x2FD1, Pic Of Phil
0x2FD2, Pic Of Blanche
0x2FD3, Pic Of Flora
0x2FD4, Pic Of Phoebe
0x2FD5, Pic Of Apollo
0x2FD6, Pic Of Amelia
0x2FD7, Pic Of Pierce
0x2FD8, Pic Of Avery
0x2FD9, Pic Of Frank
0x2FDA, Pic Of Sterling
0x2FDB, Pic Of Keaton
0x2FDC, Pic Of Celia
0x2FDD, Pic Of Aurora
0x2FDE, Pic Of Roald
0x2FDF, Pic Of Cube
0x2FE0, Pic Of Hopper
0x2FE1, Pic Of Friga
0x2FE2, Pic Of Gwen
0x2FE3, Pic Of Puck
0x2FE4, Pic Of Boomer
0x2FE5, Pic Of Iggly
0x2FE6, Pic Of Tex
0x2FE7, Pic Of Flo
0x2FE8, Pic Of Sprinkles
0x2FE9, Pic Of Curly
0x2FEA, Pic Of Truffles
0x2FEB, Pic Of Rasher
0x2FEC, Pic Of Hugh
0x2FED, Pic Of Lucy
0x2FEE, Pic Of Crackle
0x2FEF, Pic Of Cobb
0x2FF0, Pic Of Peggy
0x2FF1, Pic Of Gala
0x2FF2, Pic Of Chops
0x2FF3, Pic Of Kevin
0x2FF4, Pic Of Pancetti
0x2FF5, Pic Of Agnes
0x2FF6, Pic Of Bunnie
0x2FF7, Pic Of Dotty
0x2FF8, Pic Of Coco
0x2FF9, Pic Of Snake
0x2FFA, Pic Of Gaston
0x2FFB, Pic Of Gabi
0x2FFC, Pic Of Pippy
0x2FFD, Pic Of Tiffany
0x2FFE, Pic Of Genji
0x2FFF, Pic Of Ruby
0x3000, Pic Of Doc
0x3001, Pic Of Francine
0x3002, Pic Of Chrissy
0x3003, Pic Of O'Hare
0x3004, Pic Of Carmen
0x3005, Pic Of Bonbon
0x3006, Pic Of Cole
0x3007, Pic Of Mira
0x3008, Pic Of Tank
0x3009, Pic Of Rhonda
0x300A, Pic Of Merengue
0x300B, Pic Of Renée
0x300C, Pic Of Vesta
0x300D, Pic Of Baabara
0x300E, Pic Of Eunice
0x300F, Pic Of Willow
0x3010, Pic Of Curlos
0x3011, Pic Of Wendy
0x3012, Pic Of Timbra
0x3013, Pic Of Frita
0x3014, Pic Of Muffy
0x3015, Pic Of Pietro
0x3016, Pic Of Peanut
0x3017, Pic Of Blaire
0x3018, Pic Of Filbert
0x3019, Pic Of Pecan
0x301A, Pic Of Nibbles
0x301B, Pic Of Agent S
0x301C, Pic Of Caroline
0x301D, Pic Of Sally
0x301E, Pic Of Static
0x301F, Pic Of Mint
0x3020, Pic Of Ricky
0x3021, Pic Of Cally
0x3022, Pic Of Poppy
0x3023, Pic Of Sheldon
0x3024, Pic Of Marshal
0x3025, Pic Of Hazel
0x3026, Pic Of Rolf
0x3027, Pic Of Rowan
0x3028, Pic Of Bangle
0x3029, Pic Of Leonardo
0x302A, Pic Of Claudia
0x302B, Pic Of Bianca
0x302C, Pic Of Chief
0x302D, Pic Of Lobo
0x302E, Pic Of Wolfgang
0x302F, Pic Of Whitney
0x3030, Pic Of Freya
0x3031, Pic Of Fang
0x3032, Pic Of Skye
0x3033, Pic Of Kyle
0x3034, Pic Of Blanca
0x3035, Pic Of Zipper
0x3036, Pic Of Jingle
0x3037, Pic Of Resetti
0x3038, Pic Of Don Resetti
0x3039, Pic Of Katie
0x303A, Pic Of K.K.
// Museum
0x2286, Common Butterfly
0x2287, Yellow Butterfly
0x2288, Tiger Butterfly
0x2289, Peacock Butterfly
0x228A, Monarch Butterfly
0x228B, Emperor Butterfly
0x228C, Agrias Butterfly
0x228D, Raja B. Butterfly
0x228E, Birdwing Butterfly
0x228F, Moth
0x2290, Oak Silk Moth
0x2291, Honeybee
0x2292, Bee
0x2293, Long Locust
0x2294, Migratory Locust
0x2295, Rice Grasshopper
0x2296, Mantis
0x2297, Orchid Mantis
0x2298, Brown Cicada
0x2299, Robust Cicada
0x229A, Giant Cicada
0x229B, Walker Cicada
0x229C, Evening Cicada
0x229D, Cicada Shell
0x229E, Lantern Fly
0x229F, Red Dragonfly
0x22A0, Darner Dragonfly
0x22A1, Banded Dragonfly
0x22A2, Petaltail Dragonfly
0x22A3, Ant
0x22A4, Pondskater
0x22A5, Diving Beetle
0x22A6, Stinkbug
0x22A7, Snail
0x22A8, Cricket
0x22A9, Bell Cricket
0x22AA, Grasshopper
0x22AB, Mole Cricket
0x22AC, Walking Leaf
0x22AD, Walking Stick
0x22AE, Bagworm
0x22AF, Ladybug
0x22B0, Violin Beetle
0x22B1, Longhorn Beetle
0x22B2, Tiger Beetle
0x22B3, Dung Beetle
0x22B4, Wharf Roach
0x22B5, Hermit Crab
0x22B6, Firefly
0x22B7, Fruit Beetle
0x22B8, Scarab Beetle
0x22B9, Jewel Beetle
0x22BA, Miyama Stag
0x22BB, Saw Stag
0x22BC, Giant Stag
0x22BD, Rainbow Stag
0x22BE, Cyclommatus Stag
0x22BF, Golden Stag
0x22C0, Horned Dynastid
0x22C1, Horned Atlas
0x22C2, Horned Elephant
0x22C3, Horned Hercules
0x22C4, Goliath Beetle
0x22C5, Flea
0x22C6, Pill Bug
0x22C7, Mosquito
0x22C8, Fly
0x22C9, House Centipede
0x22CA, Centipede
0x22CB, Spider
0x22CC, Tarantula
0x22CD, Scorpion
0x22CE, Snowflake
0x22CF, Red Feather
0x22D0, Blue Feather
0x22D1, Green Feather
0x22D2, Yellow Feather
0x22D3, Purple Feather
0x22D4, White Feather
0x22D5, Pink Feather
0x22D6, Rainbow Feather
0x22D7, Bitterling
0x22D8, Pale Chub
0x22D9, Crucian Carp
0x22DA, Dace
0x22DB, Barbel Steed
0x22DC, Carp
0x22DD, Koi
0x22DE, Goldfish
0x22DF, Pop-eyed Goldfish
0x22E0, Killifish
0x22E1, Crawfish
0x22E2, Soft-shelled Turtle
0x22E3, Tadpole
0x22E4, Frog
0x22E5, Freshwater Goby
0x22E6, Loach
0x22E7, Catfish
0x22E8, Eel
0x22E9, Giant Snakehead
0x22EA, Bluegill
0x22EB, Yellow Perch
0x22EC, Black Bass
0x22ED, Pike
0x22EE, Pond Smelt
0x22EF, Sweetfish
0x22F0, Cherry Salmon
0x22F1, Char
0x22F2, Rainbow Trout
0x22F3, Stringfish
0x22F4, Salmon
0x22F5, King Salmon
0x22F6, Mitten Crab
0x22F7, Guppy
0x22F8, Nibble Fish
0x22F9, Angelfish
0x22FA, Neon Tetra
0x22FB, Piranha
0x22FC, Arowana
0x22FD, Dorado
0x22FE, Gar
0x22FF, Arapaima
0x2300, Saddled Bichir
0x2301, Sea Butterfly
0x2302, Sea Horse
0x2303, Clown Fish
0x2304, Surgeonfish
0x2305, Butterfly Fish
0x2306, Napoleonfish
0x2307, Zebra Turkeyfish
0x2308, Blowfish
0x2309, Puffer Fish
0x230A, Horse Mackerel
0x230B, Barred Knifejaw
0x230C, Sea Bass
0x230D, Red Snapper
0x230E, Dab
0x230F, Olive Flounder
0x2310, Squid
0x2311, Moray Eel
0x2312, Ribbon Eel
0x2313, Football Fish
0x2314, Tuna
0x2315, Blue Marlin
0x2316, Giant Trevally
0x2317, Ray
0x2318, Ocean Sunfish
0x2319, Hammerhead Shark
0x231A, Shark
0x231B, Saw Shark
0x231C, Whale Shark
0x231D, Oarfish
0x231E, Coelacanth
0x231F, Empty Can
0x2320, Boot
0x2321, Old Tire
0x2322, Water Egg
0x2323, Seaweed
0x2324, Sea Grapes
0x2325, Sea Urchin
0x2326, Acorn Barnacle
0x2327, Oyster
0x2328, Turban Shell
0x2329, Abalone
0x232A, Ear Shell
0x232B, Clam
0x232C, Pearl Oyster
0x232D, Scallop
0x232E, Sea Anemone
0x232F, Sea Star
0x2330, Sea Cucumber
0x2331, Sea Slug
0x2332, Flatworm
0x2333, Mantis Shrimp
0x2334, Sweet Shrimp
0x2335, Tiger Prawn
0x2336, Spiny Lobster
0x2337, Lobster
0x2338, Snow Crab
0x2339, Horsehair Crab
0x233A, Red King Crab
0x233B, Spider Crab
0x233C, Octopus
0x233D, Spotted Garden Eel
0x233E, Chambered Nautilus
0x233F, Horseshoe Crab
0x2340, Giant Isopod
0x2341, Deep-sea Egg
0x2E32, Dynamic Painting
0x2E33, Solemn Painting
0x2E34, Quaint Painting
0x2E35, Basic Painting
0x2E36, Famous Painting
0x2E37, Perfect Painting
0x2E38, Amazing Painting
0x2E39, Nice Painting
0x2E3A, Moving Painting
0x2E3B, Common Painting
0x2E3C, Flowery Painting
0x2E3D, Warm Painting
0x2E3E, Jolly Painting
0x2E3F, Fine Painting
0x2E40, Scary Painting
0x2E41, Proper Painting
0x2E42, Neutral Painting
0x2E43, Worthy Painting
0x2E44, Calm Painting
0x2E45, Moody Painting
0x2E46, Wistful Painting
0x2E47, Serene Painting
0x2E48, Scenic Painting
0x2E49, Wild Painting
0x2E4A, Graceful Painting
0x2E4B, Beautiful Statue
0x2E4C, Valiant Statue
0x2E4D, Gallant Statue
0x2E4E, Robust Statue
0x2E4F, Great Statue
0x2E50, Mystic Statue
0x2E51, Ancient Statue
0x2E52, Motherly Statue
// 2e53	2e32	fake
// 2e54	2e33	fake
// 2e55	2e34	fake
// 2e56	2e35	fake
// 2e57	2e36	fake
// 2e58	2e38	fake
// 2e59	2e3a	fake
// 2e5a	2e3e	fake
// 2e5b	2e40	fake
// 2e5c	2e42	fake
// 2e5d	2e46	fake
// 2e5e	2e47	fake
// 2e5f	2e49	fake
// 2e60	2e4a	fake
// 2e61	2e4b	fake
// 2e62	2e4c	fake
// 2e63	2e4d	fake
// 2e64	2e4e	fake
// 2e65	2e4f	fake
// 2e66	2e50	fake
// 2e67	2e51	fake
// 2e68	2e52	fake
// 2e69	2e32	???1
// 2e6a	2e33	???1
// 2e6b	2e34	???1
// 2e6c	2e35	???1
// 2e6d	2e36	???1
// 2e6e	2e37	???1
// 2e6f	2e38	???1
// 2e70	2e39	???1
// 2e71	2e3a	???1
// 2e72	2e3b	???1
// 2e73	2e3c	???1
// 2e74	2e3d	???1
// 2e75	2e3e	???1
// 2e76	2e3f	???1
// 2e77	2e40	???1
// 2e78	2e41	???1
// 2e79	2e42	???1
// 2e7a	2e43	???1
// 2e7b	2e44	???1
// 2e7c	2e45	???1
// 2e7d	2e46	???1
// 2e7e	2e47	???1
// 2e7f	2e48	???1
// 2e80	2e49	???1
// 2e81	2e4a	???1
// 2e82	2e32	fake ???1
// 2e83	2e33	fake ???1
// 2e84	2e34	fake ???1
// 2e85	2e35	fake ???1
// 2e86	2e36	fake ???1
// 2e87	2e38	fake ???1
// 2e88	2e3a	fake ???1
// 2e89	2e3e	fake ???1
// 2e8a	2e40	fake ???1
// 2e8b	2e42	fake ???1
// 2e8c	2e46	fake ???1
// 2e8d	2e47	fake ???1
// 2e8e	2e49	fake ???1
// 2e8f	2e4a	fake ???1
0x2E90, Amber
0x2E91, Ammonite
0x2E92, Coprolite
0x2E93, Dinosaur Egg
0x2E94, Fern Fossil
0x2E95, Dinosaur Track
0x2E96, Archaeopteryx
0x2E97, Peking Man
0x2E98, Shark Tooth
0x2E99, Trilobite
0x2E9A, T. Rex Skull
0x2E9B, T. Rex Torso
0x2E9C, T. Rex Tail
0x2E9D, Tricera Skull
0x2E9E, Tricera Torso
0x2E9F, Tricera Tail
0x2EA0, Mammoth Skull
0x2EA1, Mammoth Torso
0x2EA2, Ankylo Skull
0x2EA3, Ankylo Torso
0x2EA4, Ankylo Tail
0x2EA5, Apato Skull
0x2EA6, Apato Torso
0x2EA7, Apato Tail
0x2EA8, Dimetrodon Skull
0x2EA9, Dimetrodon Torso
0x2EAA, Dimetrodon Tail
0x2EAB, Iguanodon Skull
0x2EAC, Iguanodon Torso
0x2EAD, Iguanodon Tail
0x2EAE, Sabertooth Skull
0x2EAF, Sabertooth Torso
0x2EB0, Pachysaurus Skull
0x2EB1, Pachysaurus Torso
0x2EB2, Pachysaurus Tail
0x2EB3, Parasaur Skull
0x2EB4, Parasaur Torso
0x2EB5, Parasaur Tail
0x2EB6, Diplo Skull
0x2EB7, Diplo Neck
0x2EB8, Diplo Chest
0x2EB9, Diplo Hip
0x2EBA, Diplo Tail
0x2EBB, Plesio Skull
0x2EBC, Plesio Neck
0x2EBD, Plesio Torso
0x2EBE, Stego Skull
0x2EBF, Stego Torso
0x2EC0, Stego Tail
0x2EC1, Ptera Skull
0x2EC2, Ptera Left Wing
0x2EC3, Ptera Right Wing
0x2EC4, Ichthyo Skull
0x2EC5, Ichthyo Torso
0x2EC6, Raptor Skull
0x2EC7, Raptor Torso
0x2EC8, Styraco Skull
0x2EC9, Styraco Torso
0x2ECA, Styraco Tail
0x2ECB, Spino Skull
0x2ECC, Spino Torso
0x2ECD, Spino Tail
0x2ECE, Megacero Skull
0x2ECF, Megacero Torso
0x2ED0, Megacero Tail
0x2ED1, Archelon Skull
0x2ED2, Archelon Torso
0x2ED3, T. Rex Model
0x2ED4, Tricera Model
0x2ED5, Mammoth Model
0x2ED6, Ankylo Model
0x2ED7, Apato Model
0x2ED8, Dimetrodon Model
0x2ED9, Iguanodon Model
0x2EDA, Sabertooth Model
0x2EDB, Pachysaurus Model
0x2EDC, Parasaur Model
0x2EDD, Diplo Model
0x2EDE, Plesio Model
0x2EDF, Stego Model
0x2EE0, Ptera Model
0x2EE1, Ichthyo Model
0x2EE2, Raptor Model
0x2EE3, Styraco Model
0x2EE4, Spino Model
0x2EE5, Megacero Model
0x2EE6, Archelon Model
// Wallpapers
0x2342, Exotic Wall
0x2343, Lovely Wall
0x2344, Classic Wall
0x2345, Ranch Wall
0x2346, Cabana Wall
0x2347, Blue Wall
0x2348, Modern Wall
0x2349, Regal Wall
0x234A, Green Wall
0x234B, Cabin Wall
0x234C, Kiddie Wall
0x234D, Robo-wall
0x234E, Snowman Wall
0x234F, Forest Wall
0x2350, Pavé Wall
0x2351, Egg Wall
0x2352, Spooky Wall
0x2353, Harvest Wall
0x2354, Jingle Wall
0x2355, Princess Wall
0x2356, Gracie Wallpaper
0x2357, Sweets Wall
0x2358, Gorgeous Wall
0x2359, Western Vista
0x235A, Lunar Horizon
0x235B, Blue Tarp
0x235C, Ringside Seating
0x235D, Backyard Fence
0x235E, Playroom Wall
0x235F, Sea View
0x2360, Lab Wall
0x2361, Classroom Wall
0x2362, Bathhouse Wall
0x2363, Pastel-dot Wall
0x2364, Parlor Wall
0x2365, Mod Wall
0x2366, Kitschy Wall
0x2367, Groovy Wall
0x2368, Backgammon Wall
0x2369, Mosaic Wall
0x236A, Blue-trim Wall
0x236B, Plaster Wall
0x236C, Chic Wall
0x236D, Ornate Wall
0x236E, Citrus Wall
0x236F, Rose Wall
0x2370, Old Brick Wall
0x2371, Shoji Screen
0x2372, Gold Screen Wall
0x2373, Tearoom Wall
0x2374, Modern Screen
0x2375, Garden Wall
0x2376, Mortar Wall
0x2377, Stone Wall
0x2378, Concrete Wall
0x2379, Basement Wall
0x237A, Shanty Wall
0x237B, Wood Paneling
0x237C, Floral Wall
0x237D, Kitchen Wall
0x237E, Music-room Wall
0x237F, Manor Wall
0x2380, Office Wall
0x2381, Plaza Wall
0x2382, Lattice Wall
0x2383, Stately Wall
0x2384, Imperial Wall
0x2385, Arched Window
0x2386, Bamboo Wall
0x2387, Ivy Wall
0x2388, Ancient Wall
0x2389, Exquisite Wall
0x238A, Tent Wall
0x238B, Industrial Wall
0x238C, Library Wall
0x238D, Illusion Wall
0x238E, Meadow Vista
0x238F, Tropical Vista
0x2390, Desert Vista
0x2391, Chain-link Fence
0x2392, Tree-lined Wall
0x2393, Sky Wall
0x2394, Cityscape Wall
0x2395, Dirt-clod Wall
0x2396, Common Wall
0x2397, Old Wallpaper
