//Villager Info
ID = 0x0000, Name = Cyrano, Personality = 2, Catchphrase = ah-CHOO, Shirt = 0x2472, Furniture = [0x213C, 0x2390, 0x241A, 0x27EA, 0x2B9A, 0x2B9B, 0x2BA7, 0x2B9B, 0x29E8, 0x7FFE, 0x2BA6, 0x2B99, 0x2BA5, 0x29B6, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x200000, ]
ID = 0x0042, Name = Poncho, Personality = 1, Catchphrase = li'l bear, Shirt = 0x2495, Furniture = [0x213F, 0x2391, 0x2433, 0x27FD, 0x2A37, 0x2C6C, 0x2A3F, 0x2C14, 0x2C4C, 0x2BDD, 0x7FFE, 0x2BE9, 0x29BD, 0x2B14, 0x2C7F, 0x2D3D, 0x7FFE, 0x7FFE, 0x2AEC, 0x2CD6, 0x260042, ]
ID = 0x0043, Name = Pudge, Personality = 0, Catchphrase = pudgy, Shirt = 0x24D6, Furniture = [0x2146, 0x2368, 0x242E, 0x27EF, 0x2B3E, 0x2B2D, 0x2C4D, 0x2D1C, 0x2B37, 0x2BDA, 0x29C9, 0x2D60, 0x2BC5, 0x2BC6, 0x7FFE, 0x2C74, 0x7FFE, 0x7FFE, 0x2D70, 0x7FFE, 0x1A0043, ]
ID = 0x0044, Name = Kody, Personality = 1, Catchphrase = grah grah, Shirt = 0x24A5, Furniture = [0x2153, 0x2363, 0x2402, 0x27FC, 0x7FFE, 0x2B01, 0x2B02, 0x2B03, 0x2B01, 0x2B04, 0x2B94, 0x2C46, 0x2AFE, 0x2B05, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x1F0044, ]
ID = 0x0045, Name = Stitches, Personality = 0, Catchphrase = stuffin', Shirt = 0x24DF, Furniture = [0x2132, 0x2368, 0x2407, 0x27E7, 0x2B3E, 0x2CF3, 0x2A43, 0x2B37, 0x2A4B, 0x2A28, 0x2E1E, 0x2980, 0x2B3D, 0x2D25, 0x2B89, 0x2C39, 0x2B3C, 0x7FFE, 0x2A2B, 0x2CD6, 0x0045, ]
ID = 0x0046, Name = Vladimir, Personality = 2, Catchphrase = nyet, Shirt = 0x249B, Furniture = [0x216E, 0x239B, 0x2441, 0x2803, 0x7FFE, 0x2B13, 0x2B19, 0x2B13, 0x7FFE, 0x2B1D, 0x2B11, 0x2B1A, 0x2B16, 0x2C4E, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x180046, ]
ID = 0x0047, Name = Murphy, Personality = 2, Catchphrase = laddie, Shirt = 0x7FFE, Furniture = [0x2165, 0x236A, 0x246F, 0x27FF, 0x2F1A, 0x2F1A, 0x2EFD, 0x2EFD, 0x2EFD, 0x2FC1, 0x2F93, 0x2F93, 0x2EFB, 0x2FC1, 0x2D56, 0x2B44, 0x2D02, 0x7FFE, 0x2D78, 0x2E4F, 0x480047, ]
ID = 0x0048, Name = Olive, Personality = 4, Catchphrase = sweet pea, Shirt = 0x7FFE, Furniture = [0x215C, 0x239C, 0x2473, 0x27F0, 0x2F15, 0x2F15, 0x2F04, 0x2FA3, 0x7FFE, 0x2F3D, 0x7FFE, 0x7FFE, 0x2F3D, 0x2D63, 0x2F96, 0x2EF0, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x360048, ]
ID = 0x0049, Name = Cheri, Personality = 5, Catchphrase = tralala, Shirt = 0x2597, Furniture = [0x2183, 0x23BC, 0x240A, 0x27EE, 0x2CED, 0x2DF0, 0x2DF3, 0x2DF6, 0x2AE8, 0x2BDC, 0x2AEE, 0x2DEF, 0x2DF8, 0x2DF9, 0x2D97, 0x2C37, 0x7FFE, 0x7FFE, 0x2D78, 0x2DF5, 0x260049, ]
ID = 0x004A, Name = June, Personality = 4, Catchphrase = rainbow, Shirt = 0x7FFE, Furniture = [0x2133, 0x23D6, 0x2485, 0x27FA, 0x7FFE, 0x2FC4, 0x2FA9, 0x2F78, 0x3003, 0x2B7D, 0x7FFE, 0x2FB0, 0x2F41, 0x2FB0, 0x2F69, 0x2CEB, 0x2F61, 0x7FFE, 0x2F5D, 0x2CD6, 0x12004A, ]
ID = 0x004B, Name = Pekoe, Personality = 4, Catchphrase = bud, Shirt = 0x2508, Furniture = [0x2141, 0x2393, 0x2432, 0x27EA, 0x29DF, 0x29E7, 0x29E7, 0x29E2, 0x29E4, 0x2BB5, 0x29E6, 0x2BE0, 0x2BDB, 0x2C46, 0x2C38, 0x2D38, 0x7FFE, 0x7FFE, 0x29E9, 0x7FFE, 0x004B, ]
ID = 0x004C, Name = Chester, Personality = 0, Catchphrase = rookie, Shirt = 0x2487, Furniture = [0x2141, 0x2390, 0x2434, 0x27E9, 0x2D4F, 0x2C49, 0x29E4, 0x29E7, 0x29E8, 0x2D0F, 0x2BAC, 0x29E1, 0x2BDB, 0x29E6, 0x2B8C, 0x2BB4, 0x7FFE, 0x7FFE, 0x29E9, 0x7FFE, 0x23004C, ]
ID = 0x004D, Name = Barold, Personality = 0, Catchphrase = cubby, Shirt = 0x24F2, Furniture = [0x2162, 0x238A, 0x2425, 0x2808, 0x2B87, 0x2B7C, 0x2C18, 0x2D3E, 0x2D58, 0x2C4E, 0x2B60, 0x2BD5, 0x2D5B, 0x2D57, 0x2D56, 0x2D05, 0x7FFE, 0x7FFE, 0x2D71, 0x2CD6, 0x12004D, ]
ID = 0x004E, Name = Tammy, Personality = 7, Catchphrase = ya heard, Shirt = 0x257C, Furniture = [0x2184, 0x2370, 0x244E, 0x27FF, 0x2DEC, 0x2DE7, 0x2DB8, 0x2B93, 0x2C49, 0x2B92, 0x2BE9, 0x7FFE, 0x2C45, 0x2BE1, 0x2D36, 0x2D50, 0x7FFE, 0x7FFE, 0x2AEC, 0x2CD6, 0x7004E, ]
ID = 0x004F, Name = Marty, Personality = 0, Catchphrase = pompom, Shirt = 0x7FFE, Furniture = [0x2162, 0x23E0, 0x2488, 0x27F4, 0x305F, 0x2F78, 0x2DF6, 0x2C4B, 0x7FFE, 0x3060, 0x3062, 0x7FFE, 0x2674, 0x3061, 0x2F03, 0x3063, 0x7FFE, 0x7FFE, 0x29F4, 0x3065, 0x6004F, ]
ID = 0x0050, Name = Goose, Personality = 1, Catchphrase = buh-kay, Shirt = 0x250B, Furniture = [0x2153, 0x2354, 0x2421, 0x27EA, 0x29F0, 0x7FFE, 0x29EA, 0x2C49, 0x2A25, 0x2B8F, 0x29F3, 0x2A28, 0x2A2A, 0x29EF, 0x2D96, 0x2D97, 0x7FFE, 0x7FFE, 0x2A2B, 0x7FFE, 0x440050, ]
ID = 0x0051, Name = Benedict, Personality = 0, Catchphrase = uh-hoo, Shirt = 0x2449, Furniture = [0x2160, 0x2367, 0x2406, 0x27F5, 0x2B34, 0x2C2D, 0x2A1B, 0x2C16, 0x2C14, 0x2BDA, 0x2D53, 0x2B33, 0x2B35, 0x2C31, 0x2C25, 0x2C50, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x20051, ]
ID = 0x0052, Name = Egbert, Personality = 0, Catchphrase = doodle-duh, Shirt = 0x25A0, Furniture = [0x2150, 0x2395, 0x23F6, 0x27ED, 0x2B0F, 0x2B09, 0x2D29, 0x2D29, 0x2B0B, 0x29BA, 0x2E55, 0x2A5E, 0x2B98, 0x2B0E, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D78, 0x2E4F, 0x320052, ]
ID = 0x0053, Name = Ava, Personality = 4, Catchphrase = beaker, Shirt = 0x2498, Furniture = [0x2153, 0x234F, 0x244E, 0x27F5, 0x2B2F, 0x2D41, 0x2D28, 0x2D28, 0x2AEF, 0x2AF0, 0x2D2D, 0x2AF0, 0x2D4B, 0x2D4B, 0x2CFE, 0x2C29, 0x2C28, 0x2C2A, 0x2D75, 0x2D69, 0x3F0053, ]
ID = 0x0054, Name = Becky, Personality = 6, Catchphrase = chicklet, Shirt = 0x250D, Furniture = [0x2133, 0x238F, 0x2414, 0x27FE, 0x2CF0, 0x2D65, 0x2D9D, 0x2D29, 0x2BF1, 0x2CF2, 0x29FA, 0x2CF6, 0x2D48, 0x2BD5, 0x2C46, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D7B, 0x7FFE, 0x0054, ]
ID = 0x0055, Name = Plucky, Personality = 7, Catchphrase = chicky-poo, Shirt = 0x7FFE, Furniture = [0x2178, 0x2399, 0x2482, 0x27FD, 0x2D40, 0x7FFE, 0x7FFE, 0x2C2D, 0x2C2D, 0x2FFB, 0x2F36, 0x2C70, 0x2CBF, 0x2EE8, 0x2EDB, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x10055, ]
ID = 0x0056, Name = Knox, Personality = 2, Catchphrase = cluckling, Shirt = 0x2521, Furniture = [0x2133, 0x2383, 0x2419, 0x27EC, 0x2C1A, 0x2B02, 0x2B03, 0x2B03, 0x2B4B, 0x2B49, 0x2C0F, 0x2B4A, 0x2B06, 0x2BFC, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D7B, 0x7FFE, 0x50056, ]
ID = 0x0057, Name = Broffina, Personality = 6, Catchphrase = cluckadoo, Shirt = 0x24F9, Furniture = [0x2180, 0x23B4, 0x2427, 0x2805, 0x2ADC, 0x2D40, 0x2C49, 0x2DDE, 0x2BF1, 0x2BDF, 0x2DDB, 0x2BE1, 0x2BF3, 0x2526, 0x2C39, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D7B, 0x7FFE, 0x460057, ]
ID = 0x0058, Name = Ken, Personality = 3, Catchphrase = no doubt, Shirt = 0x2549, Furniture = [0x2156, 0x2380, 0x241E, 0x27E7, 0x2B9A, 0x2CEF, 0x2B9D, 0x2BA8, 0x2BA9, 0x2BAA, 0x2BCC, 0x2B99, 0x2E1C, 0x2B9E, 0x2C46, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D7F, 0x7FFE, 0x1B0058, ]
ID = 0x0059, Name = Patty, Personality = 5, Catchphrase = how-now, Shirt = 0x24FA, Furniture = [0x2136, 0x2367, 0x2445, 0x27E6, 0x2322, 0x2BC8, 0x2B2D, 0x2C16, 0x2C2B, 0x292F, 0x2C64, 0x2B35, 0x2BC7, 0x2BDD, 0x2CFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x3D0059, ]
ID = 0x005A, Name = Tipper, Personality = 6, Catchphrase = pushy, Shirt = 0x2477, Furniture = [0x214B, 0x2382, 0x2418, 0x2802, 0x2BEE, 0x2AE8, 0x2AEF, 0x2C6F, 0x2AEA, 0x2AED, 0x2D2A, 0x25A9, 0x29B4, 0x2D37, 0x2CEB, 0x2CFE, 0x2D21, 0x7FFE, 0x2AEC, 0x2CD6, 0x1D005A, ]
ID = 0x005B, Name = Norma, Personality = 4, Catchphrase = hoof hoo, Shirt = 0x7FFE, Furniture = [0x2169, 0x23D9, 0x2420, 0x27E8, 0x7FFE, 0x2F55, 0x2AEA, 0x7FFE, 0x2C6C, 0x2D1E, 0x2F07, 0x2F07, 0x2FA4, 0x2FA4, 0x2F14, 0x2FDD, 0x7FFE, 0x7FFE, 0x2F5D, 0x2CD6, 0x19005B, ]
ID = 0x005C, Name = Naomi, Personality = 6, Catchphrase = moolah, Shirt = 0x24D8, Furniture = [0x217D, 0x2370, 0x2411, 0x27FF, 0x29F5, 0x29F6, 0x29FC, 0x29F9, 0x29F9, 0x254D, 0x24EA, 0x2BE1, 0x29FD, 0x29FA, 0x2D0B, 0x2C46, 0x7FFE, 0x7FFE, 0x29FF, 0x7FFE, 0x18005C, ]
ID = 0x005D, Name = Alfonso, Personality = 0, Catchphrase = it'sa me, Shirt = 0x246E, Furniture = [0x2163, 0x23A4, 0x240C, 0x27E9, 0x2B3E, 0x2AE7, 0x2AEA, 0x2E21, 0x2A4B, 0x2E1F, 0x296D, 0x2A46, 0x296D, 0x2C3C, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x20005D, ]
ID = 0x005E, Name = Alli, Personality = 6, Catchphrase = graaagh, Shirt = 0x24F4, Furniture = [0x212B, 0x2350, 0x23EF, 0x27FC, 0x29F0, 0x2C78, 0x2C4B, 0x29EB, 0x29ED, 0x2BD9, 0x24E7, 0x24E8, 0x24E1, 0x25EE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x20005E, ]
ID = 0x005F, Name = Boots, Personality = 1, Catchphrase = munchie, Shirt = 0x7FFE, Furniture = [0x216F, 0x23DA, 0x2483, 0x2802, 0x2C66, 0x2F10, 0x3000, 0x2F0C, 0x2F0C, 0x7FFE, 0x2F8E, 0x2FD1, 0x2FD0, 0x2BAC, 0x2CB1, 0x7FFE, 0x7FFE, 0x7FFE, 0x2F26, 0x7FFE, 0x17005F, ]
ID = 0x0060, Name = Del, Personality = 2, Catchphrase = gronk, Shirt = 0x248B, Furniture = [0x212C, 0x2395, 0x2431, 0x27E7, 0x2B47, 0x2B45, 0x2A58, 0x2A59, 0x7FFE, 0x2B1D, 0x2B1D, 0x2A5E, 0x2A61, 0x2A5C, 0x2D03, 0x2DAC, 0x7FFE, 0x7FFE, 0x7FFE, 0x2A62, 0xE0060, ]
ID = 0x0061, Name = Sly, Personality = 1, Catchphrase = hoo-rah, Shirt = 0x24EC, Furniture = [0x2143, 0x23A8, 0x2446, 0x2804, 0x2A37, 0x2E3E, 0x2E40, 0x2E21, 0x2E40, 0x253A, 0x253B, 0x2BD5, 0x2BDB, 0x2BE2, 0x2831, 0x2C4E, 0x7FFE, 0x7FFE, 0x2D78, 0x2D79, 0x390061, ]
ID = 0x0062, Name = Gayle, Personality = 4, Catchphrase = snacky, Shirt = 0x2463, Furniture = [0x2182, 0x234D, 0x2453, 0x27F0, 0x2A4D, 0x2A4E, 0x2A55, 0x2A51, 0x2A53, 0x2A54, 0x2A4F, 0x7FFE, 0x7FFE, 0x2AED, 0x2B40, 0x2D22, 0x2C50, 0x7FFE, 0x7FFE, 0x2A57, 0x70062, ]
ID = 0x0063, Name = Drago, Personality = 0, Catchphrase = burrrn, Shirt = 0x2506, Furniture = [0x2141, 0x238E, 0x2416, 0x2809, 0x29DF, 0x2D4F, 0x29E7, 0x29E8, 0x29E4, 0x29E5, 0x29E6, 0x2BDB, 0x29E1, 0x2C47, 0x2BD3, 0x22E8, 0x7FFE, 0x7FFE, 0x29E9, 0x7FFE, 0x430063, ]
ID = 0x0064, Name = Fauna, Personality = 4, Catchphrase = dearie, Shirt = 0x2594, Furniture = [0x2177, 0x236E, 0x240C, 0x27E9, 0x2DEC, 0x29F5, 0x2C78, 0x2C49, 0x2DB9, 0x2DBF, 0x2DBB, 0x2BDC, 0x2C45, 0x24E0, 0x2C24, 0x295A, 0x7FFE, 0x7FFE, 0x2DBD, 0x2CD6, 0x3D0064, ]
ID = 0x0065, Name = Bam, Personality = 1, Catchphrase = prang, Shirt = 0x2578, Furniture = [0x2151, 0x2382, 0x2425, 0x27F7, 0x2B6C, 0x2B6D, 0x2B24, 0x2C01, 0x2CF5, 0x2B6B, 0x2B70, 0x2B6E, 0x2B7E, 0x2E23, 0x2C4F, 0x2D27, 0x7FFE, 0x7FFE, 0x2D6D, 0x2D79, 0x3D0065, ]
ID = 0x0066, Name = Zell, Personality = 3, Catchphrase = pronk, Shirt = 0x24ED, Furniture = [0x214F, 0x239E, 0x23F1, 0x2801, 0x2BEE, 0x7FFE, 0x2AE4, 0x2C05, 0x2ADF, 0x2BD5, 0x2CFD, 0x2C0B, 0x2C0B, 0x2BDA, 0x2C46, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D7B, 0x7FFE, 0x3B0066, ]
ID = 0x0067, Name = Bruce, Personality = 2, Catchphrase = gruff, Shirt = 0x2561, Furniture = [0x214A, 0x239B, 0x2444, 0x27ED, 0x2C04, 0x7FFE, 0x2B13, 0x2C14, 0x2DB6, 0x2B14, 0x2C65, 0x2BF7, 0x2B1B, 0x2B1D, 0x2C50, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D78, 0x7FFE, 0x210067, ]
ID = 0x0068, Name = Deirdre, Personality = 7, Catchphrase = whatevs, Shirt = 0x24D0, Furniture = [0x214D, 0x23C0, 0x2430, 0x27F2, 0x2B87, 0x2DB8, 0x2DC1, 0x2DB9, 0x2DC0, 0x2DBE, 0x7FFE, 0x2B2B, 0x2B2B, 0x2BE2, 0x2EA2, 0x7FFE, 0x7FFE, 0x7FFE, 0x2DBD, 0x7FFE, 0x10068, ]
ID = 0x0069, Name = Lopez, Personality = 3, Catchphrase = badoom, Shirt = 0x24A3, Furniture = [0x217D, 0x2394, 0x23F0, 0x27E7, 0x29F5, 0x2DC1, 0x2DC0, 0x2DB9, 0x2C4B, 0x2DBE, 0x7FFE, 0x2BE8, 0x2DC2, 0x2BD5, 0x230C, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x10069, ]
ID = 0x006A, Name = Fuchsia, Personality = 7, Catchphrase = girlfriend, Shirt = 0x249A, Furniture = [0x2145, 0x23BC, 0x2457, 0x27FF, 0x2A37, 0x2C4C, 0x2A3E, 0x2A3F, 0x2B93, 0x2D09, 0x2E3D, 0x2BEC, 0x2D4D, 0x2BDF, 0x2D05, 0x2D5D, 0x7FFE, 0x7FFE, 0x2D7A, 0x2CD6, 0x1006A, ]
ID = 0x006B, Name = Beau, Personality = 0, Catchphrase = saltlick, Shirt = 0x24CB, Furniture = [0x2169, 0x23C4, 0x2445, 0x2802, 0x2B2F, 0x2E21, 0x2E20, 0x2E20, 0x2B2D, 0x2C4E, 0x2BE2, 0x2BE2, 0x2C2C, 0x2C64, 0x2C24, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x25006B, ]
ID = 0x006C, Name = Diana, Personality = 6, Catchphrase = no doy, Shirt = 0x2494, Furniture = [0x2171, 0x23B0, 0x2417, 0x27FA, 0x2D40, 0x2DCB, 0x2D9D, 0x2A05, 0x2A01, 0x2BFB, 0x2AF0, 0x2BF3, 0x2BD9, 0x2DCA, 0x222A, 0x2C46, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2006C, ]
ID = 0x006D, Name = Erik, Personality = 0, Catchphrase = chow down, Shirt = 0x24C6, Furniture = [0x216B, 0x2355, 0x23F4, 0x2808, 0x2A32, 0x2C44, 0x29F9, 0x2A2C, 0x2A34, 0x2C47, 0x2E6F, 0x2BE9, 0x2B2B, 0x2A2F, 0x2E6E, 0x2D67, 0x2CFA, 0x7FFE, 0x2A36, 0x7FFE, 0x18006D, ]
ID = 0x006E, Name = Chelsea, Personality = 4, Catchphrase = pound cake, Shirt = 0x7FFE, Furniture = [0x2177, 0x23DF, 0x2487, 0x27F8, 0x7FFE, 0x2A08, 0x3059, 0x2ABC, 0x2C6F, 0x305D, 0x2D42, 0x305C, 0x305E, 0x305E, 0x3005, 0x2FE1, 0x7FFE, 0x7FFE, 0x305B, 0x7FFE, 0x1E006E, ]
ID = 0x006F, Name = Goldie, Personality = 4, Catchphrase = woof, Shirt = 0x2493, Furniture = [0x2135, 0x23B2, 0x242B, 0x27F5, 0x2CF0, 0x2DB8, 0x2AE8, 0x2DC1, 0x7FFE, 0x2DBE, 0x2AF0, 0x2BDE, 0x2D19, 0x2AEE, 0x2957, 0x2CFE, 0x7FFE, 0x7FFE, 0x2E24, 0x2D6B, 0x27006F, ]
ID = 0x0070, Name = Butch, Personality = 2, Catchphrase = ROOOOOWF, Shirt = 0x24ED, Furniture = [0x2130, 0x23BE, 0x23F1, 0x2805, 0x2A37, 0x2A3E, 0x2A3F, 0x2C4A, 0x2A3B, 0x7FFE, 0x2D1B, 0x2C07, 0x2B8E, 0x2A3C, 0x2959, 0x2130, 0x2A40, 0x7FFE, 0x2A41, 0x2CD6, 0x190070, ]
ID = 0x0071, Name = Lucky, Personality = 0, Catchphrase = rrr-owch, Shirt = 0x246C, Furniture = [0x2159, 0x2392, 0x2439, 0x27E7, 0x2BFD, 0x2BFD, 0x7FFE, 0x2BFE, 0x2C49, 0x2B07, 0x2B04, 0x2AFE, 0x2965, 0x2B07, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x3F0071, ]
ID = 0x0072, Name = Biskit, Personality = 0, Catchphrase = dawg, Shirt = 0x2475, Furniture = [0x2138, 0x2385, 0x241E, 0x27FC, 0x2A16, 0x29ED, 0x2A1B, 0x2A1F, 0x2D31, 0x2C47, 0x298E, 0x2CEC, 0x2BDF, 0x29EE, 0x2BED, 0x7FFE, 0x7FFE, 0x7FFE, 0x2A20, 0x2CD6, 0x180072, ]
ID = 0x0073, Name = Bones, Personality = 0, Catchphrase = yip yip, Shirt = 0x2536, Furniture = [0x2163, 0x2368, 0x240A, 0x27E9, 0x2B3E, 0x2A4B, 0x2A43, 0x2C81, 0x29F1, 0x2D64, 0x2B7A, 0x2B8F, 0x2C3D, 0x2B90, 0x22EA, 0x2C74, 0x2B7B, 0x2D27, 0x2D70, 0x2CD6, 0x10073, ]
ID = 0x0074, Name = Portia, Personality = 6, Catchphrase = ruffian, Shirt = 0x25A1, Furniture = [0x215C, 0x2373, 0x242C, 0x27FE, 0x2A00, 0x2A01, 0x29FC, 0x2C6C, 0x2C4B, 0x29FA, 0x256F, 0x2559, 0x25A9, 0x2A06, 0x2D21, 0x2BD0, 0x7FFE, 0x7FFE, 0x29FF, 0x2CD6, 0x30074, ]
ID = 0x0075, Name = Walker, Personality = 0, Catchphrase = wuh, Shirt = 0x246D, Furniture = [0x2161, 0x2381, 0x245D, 0x27EE, 0x2BEE, 0x2C49, 0x2DE7, 0x22FE, 0x2AE8, 0x2C42, 0x2AEE, 0x2BD7, 0x2DEB, 0x2CF6, 0x2D97, 0x7FFE, 0x7FFE, 0x7FFE, 0x2AEC, 0x2D6B, 0x260075, ]
ID = 0x0076, Name = Daisy, Personality = 4, Catchphrase = bow-WOW, Shirt = 0x24E4, Furniture = [0x214C, 0x2396, 0x242C, 0x27E6, 0x2B08, 0x7FFE, 0x7FFE, 0x2CCC, 0x29F9, 0x2C5E, 0x2C76, 0x3131, 0x2C53, 0x3130, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D0A, 0x2D79, 0xB0076, ]
ID = 0x0077, Name = Cookie, Personality = 5, Catchphrase = arfer, Shirt = 0x2492, Furniture = [0x2151, 0x234F, 0x242D, 0x27E6, 0x2E84, 0x29EB, 0x2E82, 0x2E85, 0x29EA, 0x2D39, 0x29F3, 0x2D5C, 0x2981, 0x2BE2, 0x2956, 0x2CFE, 0x7FFE, 0x7FFE, 0x29F4, 0x2CD6, 0x1B0077, ]
ID = 0x0078, Name = Maddie, Personality = 5, Catchphrase = yippee, Shirt = 0x7FFE, Furniture = [0x2163, 0x2398, 0x2445, 0x27EB, 0x2B2F, 0x7FFE, 0x2F47, 0x2F27, 0x2FBF, 0x2FCE, 0x300D, 0x300D, 0x2B2B, 0x2B2B, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x240078, ]
ID = 0x0079, Name = Bea, Personality = 4, Catchphrase = bingo, Shirt = 0x7FFE, Furniture = [0x214C, 0x2354, 0x246E, 0x27F3, 0x2D41, 0x2FA3, 0x2E5C, 0x2A25, 0x2FE8, 0x7FFE, 0x7FFE, 0x2F3F, 0x2D2D, 0x2BD7, 0x2F45, 0x2FE5, 0x2F00, 0x7FFE, 0x2D75, 0x7FFE, 0x120079, ]
ID = 0x007A, Name = Mac, Personality = 1, Catchphrase = woo woof, Shirt = 0x250E, Furniture = [0x2162, 0x2391, 0x243A, 0x27E9, 0x2B34, 0x7FFE, 0x2BB2, 0x2C2B, 0x2CC9, 0x2D4B, 0x2CEC, 0x2BE2, 0x2C2C, 0x2C50, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2E24, 0x7FFE, 0x24007A, ]
ID = 0x007B, Name = Marcel, Personality = 0, Catchphrase = non, Shirt = 0x24D6, Furniture = [0x2156, 0x2393, 0x241A, 0x27FB, 0x2B9A, 0x2BA1, 0x2B9B, 0x2BA7, 0x7FFE, 0x2C46, 0x2BB7, 0x2BB8, 0x2BB9, 0x2B9E, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D7E, 0x7FFE, 0x1B007B, ]
ID = 0x007C, Name = Benjamin, Personality = 0, Catchphrase = alrighty, Shirt = 0x24E9, Furniture = [0x2173, 0x23C3, 0x243D, 0x2808, 0x2E14, 0x2C2B, 0x2E18, 0x2E10, 0x2E11, 0x2E16, 0x2C79, 0x2E19, 0x2E1A, 0x2D01, 0x2DA1, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D79, 0x3007C, ]
ID = 0x007D, Name = Cherry, Personality = 7, Catchphrase = what what, Shirt = 0x24F7, Furniture = [0x2130, 0x23B6, 0x23F1, 0x27FE, 0x2DAF, 0x2DB2, 0x2DB6, 0x2D9B, 0x2B93, 0x2B92, 0x2C34, 0x2D1B, 0x2D98, 0x2BE1, 0x2D67, 0x2DAE, 0x7FFE, 0x7FFE, 0x2DB4, 0x7FFE, 0x1C007D, ]
ID = 0x007E, Name = Shep, Personality = 3, Catchphrase = baaa man, Shirt = 0x2567, Furniture = [0x2139, 0x234C, 0x243D, 0x2804, 0x2BC8, 0x2B93, 0x2C16, 0x2A1B, 0x2A1F, 0x2BD7, 0x2C27, 0x2BE3, 0x2C7B, 0x2C2F, 0x2C37, 0x2CFE, 0x2C73, 0x7FFE, 0x2A20, 0x2CD6, 0x1C007E, ]
ID = 0x007F, Name = Bill, Personality = 1, Catchphrase = quacko, Shirt = 0x2468, Furniture = [0x2168, 0x237E, 0x23ED, 0x27E6, 0x29DF, 0x29E4, 0x2BA1, 0x29E2, 0x2B9B, 0x29E1, 0x2BDB, 0x2BB6, 0x2C47, 0x2C64, 0x29E6, 0x2BCC, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7007F, ]
ID = 0x0080, Name = Joey, Personality = 0, Catchphrase = bleeeeeck, Shirt = 0x2469, Furniture = [0x2136, 0x2399, 0x2438, 0x27E9, 0x2B34, 0x2CF5, 0x2CF5, 0x2CF5, 0x2B24, 0x2C33, 0x29B6, 0x2B6F, 0x7FFE, 0x2B31, 0x2C4F, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x250080, ]
ID = 0x0081, Name = Pate, Personality = 5, Catchphrase = quackle, Shirt = 0x24C2, Furniture = [0x2140, 0x2381, 0x2427, 0x27ED, 0x2B87, 0x2DE4, 0x2DED, 0x2C44, 0x7FFE, 0x2DEB, 0x2BE8, 0x29FE, 0x2C5A, 0x2BD7, 0x2C46, 0x2C24, 0x2C7C, 0x7FFE, 0x2DEA, 0x7FFE, 0x270081, ]
ID = 0x0082, Name = Maelle, Personality = 6, Catchphrase = duckling, Shirt = 0x2463, Furniture = [0x215C, 0x2370, 0x241A, 0x27EE, 0x2DEC, 0x2DED, 0x2C23, 0x2DE7, 0x2DE4, 0x2C21, 0x2C27, 0x2C1D, 0x2C43, 0x2D01, 0x2CFE, 0x295A, 0x7FFE, 0x7FFE, 0x2CD7, 0x2CD6, 0x80082, ]
ID = 0x0083, Name = Deena, Personality = 4, Catchphrase = woowoo, Shirt = 0x24E4, Furniture = [0x215B, 0x2388, 0x240A, 0x27EF, 0x2BEE, 0x2D3E, 0x2C4C, 0x2BF1, 0x2BEF, 0x2D48, 0x2CF6, 0x2BE5, 0x2BE5, 0x2CF6, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D6D, 0x7FFE, 0x260083, ]
