0x0000, Empty
0x18D0, Racer Shirt (Furniture)
0x18D4, Racer 6 Shirt (Furniture)
0x18D8, Fish Bone Shirt (Furniture)
0x18DC, Spiderweb Shirt (Furniture)
0x18E0, Zipper Shirt (Furniture)
0x18E4, Bubble Shirt (Furniture)
0x18E8, Yellow Bolero (Furniture)
0x18EC, Nebula Shirt (Furniture)
0x18F0, Neo-Classic Knit (Furniture)
0x18F4, Noble Shirt (Furniture)
0x18F8, Turnip Top (Furniture)
0x18FC, Oft-Seen Print (Furniture)
0x1900, Ski Sweater (Furniture)
0x1904, Circus Shirt (Furniture)
0x1908, Patchwork Top (Furniture)
0x190C, Mod Top (Furniture)
0x1910, Hippie Shirt (Furniture)
0x1914, Rickrack Shirt (Furniture)
0x1918, Diner Uniform (Furniture)
0x191C, Shirt Circuit (Furniture)
0x1920, U R Here Shirt (Furniture)
0x1924, Yodel Shirt (Furniture)
0x1928, Pulse Shirt (Furniture)
0x192C, Prism Shirt (Furniture)
0x1930, Star Shirt (Furniture)
0x1934, Straw Shirt (Furniture)
0x1938, Noodle Shirt (Furniture)
0x193C, Dice Shirt (Furniture)
0x1940, Kiddie Shirt (Furniture)
0x1944, Frog Shirt (Furniture)
0x1948, Moody Blue Shirt (Furniture)
0x194C, Cloudy Shirt (Furniture)
0x1950, Fortune Shirt (Furniture)
0x1954, Skull Shirt (Furniture)
0x1958, Desert Shirt (Furniture)
0x195C, Aurora Knit (Furniture)
0x1960, Winter Sweater (Furniture)
0x1964, Go-Go Shirt (Furniture)
0x1968, Jade Check Print (Furniture)
0x196C, Blue Check Print (Furniture)
0x1970, Red Grid Shirt (Furniture)
0x1974, Flicker Shirt (Furniture)
0x1978, Floral Knit (Furniture)
0x197C, Rose Shirt (Furniture)
0x1980, Sunset Top (Furniture)
0x1984, Chain-Gang Shirt (Furniture)
0x1988, Spring Shirt (Furniture)
0x198C, Bear Shirt (Furniture)
0x1990, MVP Shirt (Furniture)
0x1994, Silk Bloom Shirt (Furniture)
0x1998, Pop Bloom Shirt (Furniture)
0x199C, Loud Bloom Shirt (Furniture)
0x19A0, Hot Spring Shirt (Furniture)
0x19A4, New Spring Shirt (Furniture)
0x19A8, Deep Blue Tee (Furniture)
0x19AC, Snowcone Shirt (Furniture)
0x19B0, Ugly Shirt (Furniture)
0x19B4, Sharp Outfit (Furniture)
0x19B8, Painter's Smock (Furniture)
0x19BC, Spade Shirt (Furniture)
0x19C0, Blossoming Shirt (Furniture)
0x19C4, Peachy Shirt (Furniture)
0x19C8, Static Shirt (Furniture)
0x19CC, Rainbow Shirt (Furniture)
0x19D0, Groovy Shirt (Furniture)
0x19D4, Loud Line Shirt (Furniture)
0x19D8, Dazed Shirt (Furniture)
0x19DC, Red Bar Shirt (Furniture)
0x19E0, Blue Stripe Knit (Furniture)
0x19E4, Earthy Knit (Furniture)
0x19E8, Spunky Knit (Furniture)
0x19EC, Deer Shirt (Furniture)
0x19F0, Blue Check Shirt (Furniture)
0x19F4, Light Line Shirt (Furniture)
0x19F8, Blue Pinestripe (Furniture)
0x19FC, Diamond Shirt (Furniture)
0x1A00, Lime Line Shirt (Furniture)
0x1A04, Big Bro's Shirt (Furniture)
0x1A08, Green Bar Shirt (Furniture)
0x1A0C, Yellow Bar Shirt (Furniture)
0x1A10, Monkey Shirt (Furniture)
0x1A14, Polar Fleece (Furniture)
0x1A18, Ancient Knit (Furniture)
0x1A1C, Fish Knit (Furniture)
0x1A20, Vertigo Shirt (Furniture)
0x1A24, Misty Shirt (Furniture)
0x1A28, Stormy Shirt (Furniture)
0x1A2C, Red Scale Shirt (Furniture)
0x1A30, Blue Scale Shirt (Furniture)
0x1A34, Heart Shirt (Furniture)
0x1A38, Yellow Pinstripe (Furniture)
0x1A3C, Club Shirt (Furniture)
0x1A40, Li'l Bro's Shirt (Furniture)
0x1A44, Argyle Knit (Furniture)
0x1A48, Caveman Tunic (Furniture)
0x1A4C, Café Shirt (Furniture)
0x1A50, Tiki Shirt (Furniture)
0x1A54, A Shirt (Furniture)
0x1A58, Checkered Shirt (Furniture)
0x1A5C, No. 1 Shirt (Furniture)
0x1A60, No. 2 Shirt (Furniture)
0x1A64, No. 3 Shirt (Furniture)
0x1A68, No. 4 Shirt (Furniture)
0x1A6C, No. 5 Shirt (Furniture)
0x1A70, No. 23 Shirt (Furniture)
0x1A74, No. 67 Shirt (Furniture)
0x1A78, BB Shirt (Furniture)
0x1A7C, Beatnik Shirt (Furniture)
0x1A80, Moldy Shirt (Furniture)
0x1A84, Houndstooth Tee (Furniture)
0x1A88, Big Star Shirt (Furniture)
0x1A8C, Orange Pinstripe (Furniture)
0x1A90, Twinkle Shirt (Furniture)
0x1A94, Funky Dot Shirt (Furniture)
0x1A98, Crossing Shirt (Furniture)
0x1A9C, Splendid Shirt (Furniture)
0x1AA0, Jagged Shirt (Furniture)
0x1AA4, Denim Shirt (Furniture)
0x1AA8, Cherry Shirt (Furniture)
0x1AAC, Gumdrop Shirt (Furniture)
0x1AB0, Barber Shirt (Furniture)
0x1AB4, Concierge Shirt (Furniture)
0x1AB8, Fresh Shirt (Furniture)
0x1ABC, Far-Out Shirt (Furniture)
0x1AC0, Dawn Shirt (Furniture)
0x1AC4, Striking Outfit (Furniture)
0x1AC8, Red Check Shirt (Furniture)
0x1ACC, Berry Gingham (Furniture)
0x1AD0, Lemon Gingham (Furniture)
0x1AD4, Dragon Suit (Furniture)
0x1AD8, G Logo Shirt (Furniture)
0x1ADC, Tin Shirt (Furniture)
0x1AE0, Jester Shirt (Furniture)
0x1AE4, Pink Tartan (Furniture)
0x1AE8, Waffle Shirt (Furniture)
0x1AEC, Gray Tartan (Furniture)
0x1AF0, Windsock Shirt (Furniture)
0x1AF4, Trendy Top (Furniture)
0x1AF8, Green Ring Shirt (Furniture)
0x1AFC, White Ring Shirt (Furniture)
0x1B00, Snappy Print (Furniture)
0x1B04, Chichi Print (Furniture)
0x1B08, Wave Print (Furniture)
0x1B0C, Checkerboard Tee (Furniture)
0x1B10, Subdued Print (Furniture)
0x1B14, Airy Shirt (Furniture)
0x1B18, Coral Shirt (Furniture)
0x1B1C, Leather Jerkin (Furniture)
0x1B20, Zebra Print (Furniture)
0x1B24, Tiger Print (Furniture)
0x1B28, Cow Print (Furniture)
0x1B2C, Leopard Print (Furniture)
0x1B30, Danger Shirt (Furniture)
0x1B34, Big Dot Shirt (Furniture)
0x1B38, Puzzling Shirt (Furniture)
0x1B3C, Exotic Shirt (Furniture)
0x1B40, Houndstooth Knit (Furniture)
0x1B44, Uncommon Shirt (Furniture)
0x1B48, Dapper Shirt (Furniture)
0x1B4C, Gaudy Sweater (Furniture)
0x1B50, Cozy Sweater (Furniture)
0x1B54, Comfy Sweater (Furniture)
0x1B58, Classic Top (Furniture)
0x1B5C, Vogue Top (Furniture)
0x1B60, Laced Shirt (Furniture)
0x1B64, Natty Shirt (Furniture)
0x1B68, Citrus Gingham (Furniture)
0x1B6C, Cool Shirt (Furniture)
0x1B70, Dreamy Shirt (Furniture)
0x1B74, Flowery Shirt (Furniture)
0x1B78, Caterpillar Tee (Furniture)
0x1B7C, Shortcake Shirt (Furniture)
0x1B80, Whirly Shirt (Furniture)
0x1B84, Thunder Shirt (Furniture)
0x1B88, Giraffe Print (Furniture)
0x1B8C, Swell Shirt (Furniture)
0x1B90, Toad Print (Furniture)
0x1B94, Grass Shirt (Furniture)
0x1B98, Mosaic Shirt (Furniture)
0x1B9C, Fetching Outfit (Furniture)
0x1BA0, Snow Shirt (Furniture)
0x1BA4, Melon Gingham (Furniture)
0x1BA8, Common Butterfly (Furniture)
0x1BAC, Yellow Butterfly (Furniture)
0x1BB0, Tiger Butterfly (Furniture)
0x1BB4, Purple Butterfly (Furniture)
0x1BB8, Robust Cicada (Furniture)
0x1BBC, Walker Cicada (Furniture)
0x1BC0, Evening Cicada (Furniture)
0x1BC4, Brown Cicada (Furniture)
0x1BC8, Bee (Furniture)
0x1BCC, Common Dragonfly (Furniture)
0x1BD0, Red Dragonfly (Furniture)
0x1BD4, Darner Dragonfly (Furniture)
0x1BD8, Banded Dragonfly (Furniture)
0x1BDC, Long Locust (Furniture)
0x1BE0, Migratory Locust (Furniture)
0x1BE4, Cricket (Furniture)
0x1BE8, Grasshopper (Furniture)
0x1BEC, Bell Cricket (Furniture)
0x1BF0, Pine Cricket (Furniture)
0x1BF4, Drone Beetle (Furniture)
0x1BF8, Dynastid Beetle (Furniture)
0x1BFC, Flat Stag Beetle (Furniture)
0x1C00, Jewel Beetle (Furniture)
0x1C04, Longhorn Beetle (Furniture)
0x1C08, Ladybug (Furniture)
0x1C0C, Spotted Ladybug (Furniture)
0x1C10, Mantis (Furniture)
0x1C14, Firefly (Furniture)
0x1C18, Cockroach (Furniture)
0x1C1C, Saw Stag Beetle (Furniture)
0x1C20, Mountain Beetle (Furniture)
0x1C24, Giant Beetle (Furniture)
0x1C28, Crucian Carp (Furniture)
0x1C2C, Brook Trout (Furniture)
0x1C30, Carp (Furniture)
0x1C34, Koi (Furniture)
0x1C38, Catfish (Furniture)
0x1C3C, Small Bass (Furniture)
0x1C40, Bass (Furniture)
0x1C44, Large Bass (Furniture)
0x1C48, Bluegill (Furniture)
0x1C4C, Giant Catfish (Furniture)
0x1C50, Giant Snakehead (Furniture)
0x1C54, Barbel Steed (Furniture)
0x1C58, Dace (Furniture)
0x1C5C, Pale Chub (Furniture)
0x1C60, Bitterling (Furniture)
0x1C64, Loach (Furniture)
0x1C68, Pond Smelt (Furniture)
0x1C6C, Sweetfish (Furniture)
0x1C70, Cherry Salmon (Furniture)
0x1C74, Large Char (Furniture)
0x1C78, Rainbow Trout (Furniture)
0x1C7C, Stringfish (Furniture)
0x1C80, Salmon (Furniture)
0x1C84, Goldfish (Furniture)
0x1C88, Piranha (Furniture)
0x1C8C, Arowana (Furniture)
0x1C90, Eel (Furniture)
0x1C94, Freshwater Goby (Furniture)
0x1C98, Angelfish (Furniture)
0x1C9C, Guppy (Furniture)
0x1CA0, Popeyed Goldfish (Furniture)
0x1CA4, Coelacanth (Furniture)
0x1CA8, Gelato Umbrella (Furniture)
0x1CAC, Daffodil Parasol (Furniture)
0x1CB0, Berry Umbrella (Furniture)
0x1CB4, Orange Umbrella (Furniture)
0x1CB8, Mod Umbrella (Furniture)
0x1CBC, Petal Parasol (Furniture)
0x1CC0, Ribbon Parasol (Furniture)
0x1CC4, Gingham Parasol (Furniture)
0x1CC8, Plaid Parasol (Furniture)
0x1CCC, Lacy Parasol (Furniture)
0x1CD0, Elegant Umbrella (Furniture)
0x1CD4, Dainty Parasol (Furniture)
0x1CD8, Classic Umbrella (Furniture)
0x1CDC, Nintendo Parasol (Furniture)
0x1CE0, Bumbershoot (Furniture)
0x1CE4, Sunny Parasol (Furniture)
0x1CE8, Batbrella (Furniture)
0x1CEC, Checked Umbrella (Furniture)
0x1CF0, Yellow Umbrella (Furniture)
0x1CF4, Leaf Umbrella (Furniture)
0x1CF8, Lotus Parasol (Furniture)
0x1CFC, Paper Parasol (Furniture)
0x1D00, Polka Parasol (Furniture)
0x1D04, Sharp Umbrella (Furniture)
0x1D08, Twig Parasol (Furniture)
0x1D0C, Noodle Parasol (Furniture)
0x1D10, Hypno Parasol (Furniture)
0x1D14, Pastel Parasol (Furniture)
0x1D18, Retro Umbrella (Furniture)
0x1D1C, Icy Umbrella (Furniture)
0x1D20, Blue Umbrella (Furniture)
0x1D24, Flame Umbrella (Furniture)
0x1D28, Clu Clu Land
0x1D2C, Balloon Fight
0x1D30, Donkey Kong
0x1D34, DK Jr MATH
0x1D38, Pinball
0x1D3C, Tennis
0x1D40, Golf
0x1D44, Famicom
0x1D48, Phonograph
0x1D4C, Turntable
0x1D50, Jukebox
0x1D54, Red Boom Box
0x1D58, White Boom Box
0x1D5C, High-end Stereo
0x1D60, Hi-fi Stereo
0x1D64, Lovely Stereo
0x1D68, Jingle Lamp
0x1D6C, Jingle Chair
0x1D70, Jingle Shelves
0x1D74, Jingle Sofa
0x1D78, Jingle Bed
0x1D7C, Jingle Clock
0x1D80, Jingle Table
0x1D84, Jingle Piano
0x1D88, Aiko Figurine
0x1D8C, Robo-Stereo
0x1D90, Dice Stereo
0x1D94, Apple Clock
0x1D98, Robo-clock
0x1D9C, Kitschy Clock
0x1DA0, Antique Clock
0x1DA4, Reel-to-reel
0x1DA8, Tape Deck
0x1DAC, CD Player
0x1DB0, Glow Clock
0x1DB4, Odd Clock
0x1DB8, Red Clock
0x1DBC, Cube Clock
0x1DC0, Owl Clock
0x1DC4, Lucky Cat
0x1DC8, Lucky Black Cat
0x1DCC, Samurai Suit
0x1DD0, Racoon Obje
0x1DD4, Lucky Frog
0x1DD8, Big Festive Tree
0x1DDC, White Rook
0x1DE0, Black Rook
0x1DE4, White Queen
0x1DE8, Black Queen
0x1DEC, White Bishop
0x1DF0, Black Bishop
0x1DF4, White King
0x1DF8, Black King
0x1DFC, White Knight
0x1E00, Black Knight
0x1E04, White Pawn
0x1E08, Black Pawn
0x1E0C, Festive Tree
0x1E10, Kiddie Clock
0x1E14, Kiddie Bed
0x1E18, Kiddie Table
0x1E1C, Kiddie Couch
0x1E20, Kiddie Stereo
0x1E24, Kiddie Chair
0x1E28, Kiddie Bookcase
0x1E2C, Alcove
0x1E30, Hearth
0x1E34, Chalk Board
0x1E38, Mop
0x1E3C, Tricera Skull
0x1E40, Tricera Tail
0x1E44, Tricera Torso
0x1E48, T-rex Skull
0x1E4C, T-rex Tail
0x1E50, T-rex Torso
0x1E54, Apato Skull
0x1E58, Apato Tail
0x1E5C, Apato Torso
0x1E60, Stego Skull
0x1E64, Stego Tail
0x1E68, Stego Torso
0x1E6C, Ptera Skull
0x1E70, Ptera Right Wing
0x1E74, Ptera Left Wing
0x1E78, Plesio Skull
0x1E7C, Plesio Neck
0x1E80, Plesio Torso
0x1E84, Mammoth Skull
0x1E88, Mammoth Torso
0x1E8C, Amber
0x1E90, Dinosaur Track
0x1E94, Ammonite
0x1E98, Dinosaur Egg
0x1E9C, Trilobite
0x1EA0, Modern Lamp
0x1EA4, Snowman Fridge
0x1EA8, Snowman Table
0x1EAC, Snowman Bed
0x1EB0, Snowman Chair
0x1EB4, Snowman Lamp
0x1EB8, Snowman Sofa
0x1EBC, Snowman TV
0x1EC0, Snowman Dresser
0x1EC4, Snowman Wardrobe
0x1EC8, Snowman Clock
0x2000, Airmail Paper
0x2001, Sparkly Paper
0x2002, Bamboo Paper
0x2003, Orange Paper
0x2004, Essay Paper
0x2005, Panda Paper
0x2006, Ranch Paper
0x2007, Steel Paper
0x2008, Blossom Paper
0x2009, Vine Paper
0x200A, Cloudy Paper
0x200B, Petal Paper
0x200C, Snowy Paper
0x200D, Rainy Day Paper
0x200E, Watermelon Paper
0x200F, Deep Sea Paper
0x2010, Starry Sky Paper
0x2011, Daisy Paper
0x2012, Bluebell Paper
0x2013, Maple Leaf Paper
0x2014, Woodcut Paper
0x2015, Octopus Paper
0x2016, Festive Paper
0x2017, Skyline Paper
0x2018, Museum Paper
0x2019, Fortune Paper
0x201A, Stageshow Paper
0x201B, Thick Paper
0x201C, Spooky Paper
0x201D, Noodle Paper
0x201E, Neat Paper
0x201F, Horsetail Paper
0x2020, Felt Paper
0x2021, Parchment
0x2022, Cool Paper
0x2023, Elegant Paper
0x2024, Lacy Paper
0x2025, Polka-Dot Paper
0x2026, Dizzy Paper
0x2027, Rainbow Paper
0x2028, Hot Neon Paper
0x2029, Cool Neon Paper
0x202A, Aloha Paper
0x202B, Ribbon Paper
0x202C, Fantasy Paper
0x202D, Woodland Paper
0x202E, Gingko Paper
0x202F, Fireworks Paper
0x2030, Winter Paper
0x2031, Gyroid Paper
0x2032, Ivy Paper
0x2033, Wing Paper
0x2034, Dragon Paper
0x2035, Tile Paper
0x2036, Misty Paper
0x2037, Simple Paper
0x2038, Honeybee Paper
0x2039, Mystic Paper
0x203A, Sunset Paper
0x203B, Lattice Paper
0x203C, Dainty Paper
0x203D, Butterfly Paper
0x203E, New Year's Card
0x203F, Inky Paper
0x2100, 1000 Bells
0x2101, 10000 Bells
0x2102, 30000 Bells
0x2103, 100 Bells
0x2200, Net
0x2201, Axe
0x2202, Shovel
0x2203, Fishing Rod
0x2204, Gelato Umbrella
0x2205, Daffodil Parasol
0x2206, Berry Umbrella
0x2207, Orange Umbrella
0x2208, Mod Umbrella
0x2209, Petal Parasol
0x220A, Ribbon Parasol
0x220B, Gingham Parasol
0x220C, Plaid Parasol
0x220D, Lacy Parasol
0x220E, Elegant Umbrella
0x220F, Dainty Parasol
0x2210, Classic Umbrella
0x2211, Nintendo Parasol
0x2212, Bumbershoot
0x2213, Sunny Parasol
0x2214, Batbrella
0x2215, Checked Umbrella
0x2216, Yellow Umbrella
0x2217, Leaf Umbrella
0x2218, Lotus Parasol
0x2219, Paper Parasol
0x221A, Polka Parasol
0x221B, Sharp Umbrella
0x221C, Twig Parasol
0x221D, Noodle Parasol
0x221E, Hypno Parasol
0x221F, Pastel Parasol
0x2220, Retro Umbrella
0x2221, Icy Umbrella
0x2222, Blue Umbrella
0x2223, Flame Umbrella
0x2300, Crucian Carp
0x2301, Brook Trout
0x2302, Carp
0x2303, Koi
0x2304, Catfish
0x2305, Small Bass
0x2306, Bass
0x2307, Large Bass
0x2308, Bluegill
0x2309, Giant Catfish
0x230A, Giant Snakehead
0x230B, Barbel Steed
0x230C, Dace
0x230D, Pale Chub
0x230E, Bitterling
0x230F, Loach
0x2310, Pond Smelt
0x2311, Sweetfish
0x2312, Cherry Salmon
0x2313, Large Char
0x2314, Rainbow Trout
0x2315, Stringfish
0x2316, Salmon
0x2317, Goldfish
0x2318, Piranha
0x2319, Arowana
0x231A, Eel
0x231B, Freshwater Goby
0x231C, Angelfish
0x231D, Guppy
0x231E, Popeyed Goldfish
0x231F, Coelacanth
0x2400, Flame Shirt
0x2401, Paw Shirt
0x2402, Wavy Pink Shirt
0x2403, Furture Shirt
0x2404, Bold Check Shirt
0x2405, Mint Gingham
0x2406, Bad Plaid Shirt
0x2407, Speedway Shirt
0x2408, Folk Shirt
0x2409, Daisy Shirt
0x240A, Wavy Tan Shirt
0x240B, Optical Shirt
0x240C, Rugby Shirt
0x240D, Sherbet Gingham
0x240E, Yellow Tartan
0x240F, Gelato Shirt
0x2410, Work Uniform
0x2411, Patched Shirt
0x2412, Plum Kimono
0x2413, Somber Robe
0x2414, Red Sweatsuit
0x2415, Blue Sweatsuit
0x2416, Red Puffy Vest
0x2417, Blue Puffy Vest
0x2418, Summer Robe
0x2419, Bamboo Robe
0x241A, Red Aloha Shirt
0x241B, Blue Aloha Shirt
0x241C, Dark Polka Shirt
0x241D, Lite Polka Shirt
0x241E, Lovely Shirt
0x241F, Citrus Shirt
0x2420, Kiwi Shirt
0x2421, Watermelon Shirt
0x2422, Strawberry Shirt
0x2423, Grape Shirt
0x2424, Melon Shirt
0x2425, Jingle Shirt
0x2426, Blossom Shirt
0x2427, Icy Shirt
0x2428, Crewel Shirt
0x2429, Tropical Shirt
0x242A, Ribbon Shirt
0x242B, Fall Plaid Shirt
0x242C, Fiendish Shirt
0x242D, Chevron Shirt
0x242E, Ladybug Shirt
0x242F, Botanical Shirt
0x2430, Anju's Shirt
0x2431, Kaffe's Shirt
0x2432, Lavender Robe
0x2433, Blue Grid Shirt
0x2434, Butterfly Shirt
0x2435, Blue Tartan
0x2436, Gracie's Top
0x2437, Orange Tie-Die
0x2438, Purple Tie-Die
0x2439, Green Tie-Die
0x243A, Blue Tie-Die
0x243B, Red Tie-Die
0x243C, One-Ball Shirt
0x243D, Two-Ball Shirt
0x243E, Three-Ball Shirt
0x243F, Four-Ball Shirt
0x2440, Five-Ball Shirt
0x2441, Six-Ball Shirt
0x2442, Seven-Ball Shirt
0x2443, Eight-Ball Shirt
0x2444, Nine-Ball Shirt
0x2445, Arctic Camo
0x2446, Jungle Camo
0x2447, Desert Camo
0x2448, Rally Shirt
0x2449, Racer Shirt
0x244A, Racer 6 Shirt
0x244B, Fish Bone Shirt
0x244C, Spiderweb Shirt
0x244D, Zipper Shirt
0x244E, Bubble Shirt
0x244F, Yellow Bolero
0x2450, Nebula Shirt
0x2451, Neo-Classic Knit
0x2452, Noble Shirt
0x2453, Turnip Top
0x2454, Oft-Seen Print
0x2455, Ski Sweater
0x2456, Circus Shirt
0x2457, Patchwork Top
0x2458, Mod Top
0x2459, Hippie Shirt
0x245A, Rickrack Shirt
0x245B, Diner Uniform
0x245C, Shirt Circuit
0x245D, U R Here Shirt
0x245E, Yodel Shirt
0x245F, Pulse Shirt
0x2460, Prism Shirt
0x2461, Star Shirt
0x2462, Straw Shirt
0x2463, Noodle Shirt
0x2464, Dice Shirt
0x2465, Kiddie Shirt
0x2466, Frog Shirt
0x2467, Moody Blue Shirt
0x2468, Cloudy Shirt
0x2469, Fortune Shirt
0x246A, Skull Shirt
0x246B, Desert Shirt
0x246C, Aurora Knit
0x246D, Winter Sweater
0x246E, Go-Go Shirt
0x246F, Jade Check Print
0x2470, Blue Check Print
0x2471, Red Grid Shirt
0x2472, Flicker Shirt
0x2473, Floral Knit
0x2474, Rose Shirt
0x2475, Sunset Top
0x2476, Chain-Gang Shirt
0x2477, Spring Shirt
0x2478, Bear Shirt
0x2479, MVP Shirt
0x247A, Silk Bloom Shirt
0x247B, Pop Bloom Shirt
0x247C, Loud Bloom Shirt
0x247D, Hot Spring Shirt
0x247E, New Spring Shirt
0x247F, Deep Blue Tee
0x2480, Snowcone Shirt
0x2481, Ugly Shirt
0x2482, Sharp Outfit
0x2483, Painter's Smock
0x2484, Spade Shirt
0x2485, Blossoming Shirt
0x2486, Peachy Shirt
0x2487, Static Shirt
0x2488, Rainbow Shirt
0x2489, Groovy Shirt
0x248A, Loud Line Shirt
0x248B, Dazed Shirt
0x248C, Red Bar Shirt
0x248D, Blue Stripe Knit
0x248E, Earthy Knit
0x248F, Spunky Knit
0x2490, Deer Shirt
0x2491, Blue Check Shirt
0x2492, Light Line Shirt
0x2493, Blue Pinestripe
0x2494, Diamond Shirt
0x2495, Lime Line Shirt
0x2496, Big Bro's Shirt
0x2497, Green Bar Shirt
0x2498, Yellow Bar Shirt
0x2499, Monkey Shirt
0x249A, Polar Fleece
0x249B, Ancient Knit
0x249C, Fish Knit
0x249D, Vertigo Shirt
0x249E, Misty Shirt
0x249F, Stormy Shirt
0x24A0, Red Scale Shirt
0x24A1, Blue Scale Shirt
0x24A2, Heart Shirt
0x24A3, Yellow Pinstripe
0x24A4, Club Shirt
0x24A5, Li'l Bro's Shirt
0x24A6, Argyle Knit
0x24A7, Caveman Tunic
0x24A8, Café Shirt
0x24A9, Tiki Shirt
0x24AA, A Shirt
0x24AB, Checkered Shirt
0x24AC, No. 1 Shirt
0x24AD, No. 2 Shirt
0x24AE, No. 3 Shirt
0x24AF, No. 4 Shirt
0x24B0, No. 5 Shirt
0x24B1, No. 23 Shirt
0x24B2, No. 67 Shirt
0x24B3, BB Shirt
0x24B4, Beatnik Shirt
0x24B5, Moldy Shirt
0x24B6, Houndstooth Tee
0x24B7, Big Star Shirt
0x24B8, Orange Pinstripe
0x24B9, Twinkle Shirt
0x24BA, Funky Dot Shirt
0x24BB, Crossing Shirt
0x24BC, Splendid Shirt
0x24BD, Jagged Shirt
0x24BE, Denim Shirt
0x24BF, Cherry Shirt
0x24C0, Gumdrop Shirt
0x24C1, Barber Shirt
0x24C2, Concierge Shirt
0x24C3, Fresh Shirt
0x24C4, Far-Out Shirt
0x24C5, Dawn Shirt
0x24C6, Striking Outfit
0x24C7, Red Check Shirt
0x24C8, Berry Gingham
0x24C9, Lemon Gingham
0x24CA, Dragon Suit
0x24CB, G Logo Shirt
0x24CC, Tin Shirt
0x24CD, Jester Shirt
0x24CE, Pink Tartan
0x24CF, Waffle Shirt
0x24D0, Gray Tartan
0x24D1, Windsock Shirt
0x24D2, Trendy Top
0x24D3, Green Ring Shirt
0x24D4, White Ring Shirt
0x24D5, Snappy Print
0x24D6, Chichi Print
0x24D7, Wave Print
0x24D8, Checkerboard Tee
0x24D9, Subdued Print
0x24DA, Airy Shirt
0x24DB, Coral Shirt
0x24DC, Leather Jerkin
0x24DD, Zebra Print
0x24DE, Tiger Print
0x24DF, Cow Print
0x24E0, Leopard Print
0x24E1, Danger Shirt
0x24E2, Big Dot Shirt
0x24E3, Puzzling Shirt
0x24E4, Exotic Shirt
0x24E5, Houndstooth Knit
0x24E6, Uncommon Shirt
0x24E7, Dapper Shirt
0x24E8, Gaudy Sweater
0x24E9, Cozy Sweater
0x24EA, Comfy Sweater
0x24EB, Classic Top
0x24EC, Vogue Top
0x24ED, Laced Shirt
0x24EE, Natty Shirt
0x24EF, Citrus Gingham
0x24F0, Cool Shirt
0x24F1, Dreamy Shirt
0x24F2, Flowery Shirt
0x24F3, Caterpillar Tee
0x24F4, Shortcake Shirt
0x24F5, Whirly Shirt
0x24F6, Thunder Shirt
0x24F7, Giraffe Print
0x24F8, Swell Shirt
0x24F9, Toad Print
0x24FA, Grass Shirt
0x24FB, Mosaic Shirt
0x24FC, Fetching Outfit
0x24FD, Snow Shirt
0x24FE, Melon Gingham
0x24FF, Mannequin Wood Shirt
0x2500, Inquiry
0x2501, Clothes
0x2502, Money Bag
0x2503, Videotape
0x2504, Organizer
0x2505, Pokémon Pikachu
0x2506, Comic Book
0x2507, Picture Book
0x2508, Game Boy
0x2509, Camera
0x250A, Watch
0x250B, Handkerchief
0x250C, Glasses
0x250D, Money1000Bell
0x250E, Empty Can
0x250F, Boot
0x2510, Old Tire
0x2511, Fossil
0x2512, Pitfall
0x2513, Fortune Slip
0x2514, Lion's Paw
0x2515, Wentletrap
0x2516, Venus Comb
0x2517, Porceletta
0x2518, Sand Dollar
0x2519, White Scallop
0x251A, Conch
0x251B, Coral
0x251C, Present (Random Item)
0x251D, Map Sprite
0x2600, Plush Carpet
0x2601, Classic Carpet
0x2602, Checkered Tile
0x2603, Old Flooring
0x2604, Red Tile
0x2605, Birch Flooring
0x2606, Classroom Floor
0x2607, Lovely Carpet
0x2608, Exotic Rug
0x2609, Mossy Carpet
0x260A, 18 Mat Tatami
0x260B, 8 Mat Tatami
0x260C, Citrus Carpet
0x260D, Cabin Rug
0x260E, Closed Road
0x260F, Lunar Surface
0x2610, Sand Garden
0x2611, Spooky Carpet
0x2612, Western Desert
0x2613, Green Rug
0x2614, Blue Flooring
0x2615, Regal Carpet
0x2616, Ranch Flooring
0x2617, Modern Tile
0x2618, Cabana Flooring
0x2619, Snowman Carpet
0x261A, Backyard Lawn
0x261B, Music Room Floor
0x261C, Plaza Tile
0x261D, Kitchen Tile
0x261E, Ornate Rug
0x261F, Tatami Floor
0x2620, Bamboo Flooring
0x2621, Kitchen Flooring
0x2622, Charcoal Tile
0x2623, Stone Tile
0x2624, Imperial Tile
0x2625, Opulent Rug
0x2626, Slate Flooring
0x2627, Ceramic Tile
0x2628, Fancy Carpet
0x2629, Cowhide Rug
0x262A, Steel Flooring
0x262B, Office Flooring
0x262C, Ancient Tile
0x262D, Exquisite Rug
0x262E, Sandlot
0x262F, Jingle Carpet
0x2630, Daisy Meadow
0x2631, Sidewalk
0x2632, Mosaic Tile
0x2633, Parquet Floor
0x2634, Basement Floor
0x2635, Chessboard Rug
0x2636, Kiddie Carpet
0x2637, Shanty Mat
0x2638, Concrete Floor
0x2639, Saharah's Desert
0x263A, Tartan Rug
0x263B, Palace Tile
0x263C, Tropical Floor
0x263D, Playroom Rug
0x263E, Kitschy Tile
0x263F, Diner Tile
0x2700, Chic Wall
0x2701, Classic Wall
0x2702, Parlor Wall
0x2703, Stone Wall
0x2704, Blue-Trim Wall
0x2705, Plaster Wall
0x2706, Classroom Wall
0x2707, Lovely Wall
0x2708, Exotic Wall
