//Villager Info
ID = 0x0000, Name = Cyrano, Personality = 2, Catchphrase = ah-CHOO, Shirt = 0x2472, Furniture = [0x2137, 0x2386, 0x23F6, 0x2759, 0x2AF0, 0x2AF1, 0x2AFD, 0x2AF1, 0x293E, 0x7FFE, 0x2AFC, 0x2AEF, 0x2AFB, 0x290C, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x200000, ]
ID = 0x0043, Name = Goose, Personality = 1, Catchphrase = buh-kay, Shirt = 0x250B, Furniture = [0x214E, 0x234A, 0x23FD, 0x2759, 0x2946, 0x7FFE, 0x2940, 0x2B9F, 0x297B, 0x2AE5, 0x2949, 0x297E, 0x2980, 0x2945, 0x2CEC, 0x2CED, 0x7FFE, 0x7FFE, 0x2981, 0x7FFE, 0x3B0043, ]
ID = 0x0044, Name = Benedict, Personality = 0, Catchphrase = uh-hoo, Shirt = 0x2449, Furniture = [0x215B, 0x235D, 0x23E2, 0x2764, 0x2A8A, 0x2B83, 0x2971, 0x2B6C, 0x2B6A, 0x2B30, 0x2CA9, 0x2A89, 0x2A8B, 0x2B87, 0x2B7B, 0x2BA6, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x20044, ]
ID = 0x0045, Name = Egbert, Personality = 0, Catchphrase = doodle-duh, Shirt = 0x25A0, Furniture = [0x214B, 0x238B, 0x23D2, 0x275C, 0x2A65, 0x2A5F, 0x2C7F, 0x2C7F, 0x2A61, 0x2910, 0x2DAB, 0x29B4, 0x2AEE, 0x2A64, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CCE, 0x2DA5, 0x290045, ]
ID = 0x0046, Name = Ava, Personality = 4, Catchphrase = beaker, Shirt = 0x2498, Furniture = [0x214E, 0x2345, 0x242A, 0x2764, 0x2A85, 0x2C97, 0x2C7E, 0x2C7E, 0x2A45, 0x2A46, 0x2C83, 0x2A46, 0x2CA1, 0x2CA1, 0x2C54, 0x2B7F, 0x2B7E, 0x2B80, 0x2CCB, 0x2CBF, 0x360046, ]
ID = 0x0047, Name = Becky, Personality = 6, Catchphrase = chicklet, Shirt = 0x250D, Furniture = [0x212E, 0x2385, 0x23F0, 0x276D, 0x2C46, 0x2CBB, 0x2CF3, 0x2C7F, 0x2B47, 0x2C48, 0x2950, 0x2C4C, 0x2C9E, 0x2B2B, 0x2B9C, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CD1, 0x7FFE, 0x0047, ]
ID = 0x0048, Name = Knox, Personality = 2, Catchphrase = cluckling, Shirt = 0x2521, Furniture = [0x212E, 0x2379, 0x23F5, 0x275B, 0x2B70, 0x2A58, 0x2A59, 0x2A59, 0x2AA1, 0x2A9F, 0x2B65, 0x2AA0, 0x2A5C, 0x2B52, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CD1, 0x7FFE, 0x50048, ]
ID = 0x0049, Name = Broffina, Personality = 6, Catchphrase = cluckadoo, Shirt = 0x24F9, Furniture = [0x217B, 0x23AA, 0x2403, 0x2774, 0x2A32, 0x2C96, 0x2B9F, 0x2D34, 0x2B47, 0x2B35, 0x2D31, 0x2B37, 0x2B49, 0x24D9, 0x2B8F, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CD1, 0x7FFE, 0x3D0049, ]
ID = 0x004A, Name = Ken, Personality = 3, Catchphrase = no doubt, Shirt = 0x2549, Furniture = [0x2151, 0x2376, 0x23FA, 0x2756, 0x2AF0, 0x2C45, 0x2AF3, 0x2AFE, 0x2AFF, 0x2B00, 0x2B22, 0x2AEF, 0x2D72, 0x2AF4, 0x2B9C, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CD5, 0x7FFE, 0x1B004A, ]
ID = 0x004B, Name = Patty, Personality = 5, Catchphrase = how-now, Shirt = 0x24FA, Furniture = [0x2131, 0x235D, 0x2421, 0x2755, 0x2318, 0x2B1E, 0x2A83, 0x2B6C, 0x2B81, 0x2885, 0x2BBA, 0x2A8B, 0x2B1D, 0x2B33, 0x2C54, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x34004B, ]
ID = 0x004C, Name = Tipper, Personality = 6, Catchphrase = pushy, Shirt = 0x2477, Furniture = [0x2146, 0x2378, 0x23F4, 0x2771, 0x2B44, 0x2A3E, 0x2A45, 0x2BC5, 0x2A40, 0x2A43, 0x2C80, 0x255C, 0x290A, 0x2C8D, 0x2C41, 0x2C54, 0x2C77, 0x7FFE, 0x2A42, 0x2C2C, 0x1D004C, ]
ID = 0x004D, Name = Naomi, Personality = 6, Catchphrase = moolah, Shirt = 0x24D8, Furniture = [0x2178, 0x2366, 0x23ED, 0x276E, 0x294B, 0x294C, 0x2952, 0x294F, 0x294F, 0x2500, 0x249D, 0x2B37, 0x2953, 0x2950, 0x2C61, 0x2B9C, 0x7FFE, 0x7FFE, 0x2955, 0x7FFE, 0x18004D, ]
ID = 0x004E, Name = Alfonso, Personality = 0, Catchphrase = it'sa me, Shirt = 0x246E, Furniture = [0x215E, 0x239A, 0x23E8, 0x2758, 0x2A94, 0x2A3D, 0x2A40, 0x2D77, 0x29A1, 0x2D75, 0x28C3, 0x299C, 0x28C3, 0x2B92, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x20004E, ]
ID = 0x004F, Name = Alli, Personality = 6, Catchphrase = graaagh, Shirt = 0x24F4, Furniture = [0x2126, 0x2346, 0x23CB, 0x276B, 0x2946, 0x2BCE, 0x2BA1, 0x2941, 0x2943, 0x2B2F, 0x249A, 0x249B, 0x2494, 0x25A1, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x20004F, ]
ID = 0x0050, Name = Del, Personality = 2, Catchphrase = gronk, Shirt = 0x248B, Furniture = [0x2127, 0x238B, 0x240D, 0x2756, 0x2A9D, 0x2A9B, 0x29AE, 0x29AF, 0x7FFE, 0x2A73, 0x2A73, 0x29B4, 0x29B7, 0x29B2, 0x2C59, 0x2D02, 0x7FFE, 0x7FFE, 0x7FFE, 0x29B8, 0xE0050, ]
ID = 0x0051, Name = Sly, Personality = 1, Catchphrase = hoo-rah, Shirt = 0x24EC, Furniture = [0x213E, 0x239E, 0x2422, 0x2773, 0x298D, 0x2D94, 0x2D96, 0x2D77, 0x2D96, 0x24ED, 0x24EE, 0x2B2B, 0x2B31, 0x2B38, 0x279F, 0x2BA4, 0x7FFE, 0x7FFE, 0x2CCE, 0x2CCF, 0x300051, ]
ID = 0x0052, Name = Gayle, Personality = 4, Catchphrase = snacky, Shirt = 0x2463, Furniture = [0x217D, 0x2343, 0x242F, 0x275F, 0x29A3, 0x29A4, 0x29AB, 0x29A7, 0x29A9, 0x29AA, 0x29A5, 0x7FFE, 0x7FFE, 0x2A43, 0x2A96, 0x2C78, 0x2BA6, 0x7FFE, 0x7FFE, 0x29AD, 0x70052, ]
ID = 0x0053, Name = Drago, Personality = 0, Catchphrase = burrrn, Shirt = 0x2506, Furniture = [0x213C, 0x2384, 0x23F2, 0x2778, 0x2935, 0x2CA5, 0x293D, 0x293E, 0x293A, 0x293B, 0x293C, 0x2B31, 0x2937, 0x2B9D, 0x2B29, 0x22DE, 0x7FFE, 0x7FFE, 0x293F, 0x7FFE, 0x3A0053, ]
ID = 0x0054, Name = Fauna, Personality = 4, Catchphrase = dearie, Shirt = 0x2594, Furniture = [0x2172, 0x2364, 0x23E8, 0x2758, 0x2D42, 0x294B, 0x2BCE, 0x2B9F, 0x2D0F, 0x2D15, 0x2D11, 0x2B32, 0x2B9B, 0x2493, 0x2B7A, 0x28B0, 0x7FFE, 0x7FFE, 0x2D13, 0x2C2C, 0x340054, ]
ID = 0x0055, Name = Bam, Personality = 1, Catchphrase = prang, Shirt = 0x2578, Furniture = [0x214C, 0x2378, 0x2401, 0x2766, 0x2AC2, 0x2AC3, 0x2A7A, 0x2B57, 0x2C4B, 0x2AC1, 0x2AC6, 0x2AC4, 0x2AD4, 0x2D79, 0x2BA5, 0x2C7D, 0x7FFE, 0x7FFE, 0x2CC3, 0x2CCF, 0x340055, ]
ID = 0x0056, Name = Zell, Personality = 3, Catchphrase = pronk, Shirt = 0x24ED, Furniture = [0x214A, 0x2394, 0x23CD, 0x2770, 0x2B44, 0x7FFE, 0x2A3A, 0x2B5B, 0x2A35, 0x2B2B, 0x2C53, 0x2B61, 0x2B61, 0x2B30, 0x2B9C, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CD1, 0x7FFE, 0x320056, ]
ID = 0x0057, Name = Bruce, Personality = 2, Catchphrase = gruff, Shirt = 0x2561, Furniture = [0x2145, 0x2391, 0x2420, 0x275C, 0x2B5A, 0x7FFE, 0x2A69, 0x2B6A, 0x2D0C, 0x2A6A, 0x2BBB, 0x2B4D, 0x2A71, 0x2A73, 0x2BA6, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CCE, 0x7FFE, 0x210057, ]
ID = 0x0058, Name = Deirdre, Personality = 7, Catchphrase = whatevs, Shirt = 0x24D0, Furniture = [0x2148, 0x23B6, 0x240C, 0x2761, 0x2ADD, 0x2D0E, 0x2D17, 0x2D0F, 0x2D16, 0x2D14, 0x7FFE, 0x2A81, 0x2A81, 0x2B38, 0x2DF8, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D13, 0x7FFE, 0x10058, ]
ID = 0x0059, Name = Lopez, Personality = 3, Catchphrase = badoom, Shirt = 0x24A3, Furniture = [0x2178, 0x238A, 0x23CC, 0x2756, 0x294B, 0x2D17, 0x2D16, 0x2D0F, 0x2BA1, 0x2D14, 0x7FFE, 0x2B3E, 0x2D18, 0x2B2B, 0x2302, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x10059, ]
ID = 0x005A, Name = Fuchsia, Personality = 7, Catchphrase = girlfriend, Shirt = 0x249A, Furniture = [0x2140, 0x23B2, 0x2433, 0x276E, 0x298D, 0x2BA2, 0x2994, 0x2995, 0x2AE9, 0x2C5F, 0x2D93, 0x2B42, 0x2CA3, 0x2B35, 0x2C5B, 0x2CB3, 0x7FFE, 0x7FFE, 0x2CD0, 0x2C2C, 0x1005A, ]
ID = 0x005B, Name = Beau, Personality = 0, Catchphrase = saltlick, Shirt = 0x24CB, Furniture = [0x2164, 0x23BA, 0x2421, 0x2771, 0x2A85, 0x2D77, 0x2D76, 0x2D76, 0x2A83, 0x2BA4, 0x2B38, 0x2B38, 0x2B82, 0x2BBA, 0x2B7A, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x25005B, ]
ID = 0x005C, Name = Diana, Personality = 6, Catchphrase = no doy, Shirt = 0x2494, Furniture = [0x216C, 0x23A6, 0x23F3, 0x2769, 0x2C96, 0x2D21, 0x2CF3, 0x295B, 0x2957, 0x2B51, 0x2A46, 0x2B49, 0x2B2F, 0x2D20, 0x2225, 0x2B9C, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2005C, ]
ID = 0x005D, Name = Erik, Personality = 0, Catchphrase = chow down, Shirt = 0x24C6, Furniture = [0x2166, 0x234B, 0x23D0, 0x2777, 0x2988, 0x2B9A, 0x294F, 0x2982, 0x298A, 0x2B9D, 0x2DC5, 0x2B3F, 0x2A81, 0x2985, 0x2DC4, 0x2CBD, 0x2C50, 0x7FFE, 0x298C, 0x7FFE, 0x18005D, ]
ID = 0x005E, Name = Goldie, Personality = 4, Catchphrase = woof, Shirt = 0x2493, Furniture = [0x2130, 0x23A8, 0x2407, 0x2764, 0x2C46, 0x2D0E, 0x2A3E, 0x2D17, 0x7FFE, 0x2D14, 0x2A46, 0x2B34, 0x2C6F, 0x2A44, 0x28AD, 0x2C54, 0x7FFE, 0x7FFE, 0x2D7A, 0x2CC1, 0x27005E, ]
ID = 0x005F, Name = Butch, Personality = 2, Catchphrase = ROOOOOWF, Shirt = 0x24ED, Furniture = [0x212B, 0x23B4, 0x23CD, 0x2774, 0x298D, 0x2994, 0x2995, 0x2BA0, 0x2991, 0x7FFE, 0x2C71, 0x2B5D, 0x2AE4, 0x2992, 0x28AF, 0x212B, 0x2996, 0x7FFE, 0x2997, 0x2C2C, 0x19005F, ]
ID = 0x0060, Name = Lucky, Personality = 0, Catchphrase = rrr-owch, Shirt = 0x246C, Furniture = [0x2154, 0x2388, 0x2415, 0x2756, 0x2B53, 0x2B53, 0x7FFE, 0x2B54, 0x2B9F, 0x2A5D, 0x2A5A, 0x2A54, 0x28BB, 0x2A5D, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x360060, ]
ID = 0x0061, Name = Biskit, Personality = 0, Catchphrase = dawg, Shirt = 0x2475, Furniture = [0x2133, 0x237B, 0x23FA, 0x276B, 0x296C, 0x2943, 0x2971, 0x2975, 0x2C87, 0x2B9D, 0x28E4, 0x2C42, 0x2B35, 0x2944, 0x2B43, 0x7FFE, 0x7FFE, 0x7FFE, 0x2976, 0x2C2C, 0x180061, ]
ID = 0x0062, Name = Bones, Personality = 0, Catchphrase = yip yip, Shirt = 0x2536, Furniture = [0x215E, 0x235E, 0x23E6, 0x2758, 0x2A94, 0x29A1, 0x2999, 0x2BD7, 0x2947, 0x2CBA, 0x2AD0, 0x2AE5, 0x2B93, 0x2AE6, 0x22E0, 0x2BCA, 0x2AD1, 0x2C7D, 0x2CC6, 0x2C2C, 0x10062, ]
ID = 0x0063, Name = Portia, Personality = 6, Catchphrase = ruffian, Shirt = 0x25A1, Furniture = [0x2157, 0x2369, 0x2408, 0x276D, 0x2956, 0x2957, 0x2952, 0x2BC2, 0x2BA1, 0x2950, 0x2522, 0x250C, 0x255C, 0x295C, 0x2C77, 0x2B26, 0x7FFE, 0x7FFE, 0x2955, 0x2C2C, 0x30063, ]
ID = 0x0064, Name = Walker, Personality = 0, Catchphrase = wuh, Shirt = 0x246D, Furniture = [0x215C, 0x2377, 0x2439, 0x275D, 0x2B44, 0x2B9F, 0x2D3D, 0x22F4, 0x2A3E, 0x2B98, 0x2A44, 0x2B2D, 0x2D41, 0x2C4C, 0x2CED, 0x7FFE, 0x7FFE, 0x7FFE, 0x2A42, 0x2CC1, 0x260064, ]
ID = 0x0065, Name = Daisy, Personality = 4, Catchphrase = bow-WOW, Shirt = 0x24E4, Furniture = [0x2147, 0x238C, 0x2408, 0x2755, 0x2A5E, 0x7FFE, 0x7FFE, 0x2C22, 0x294F, 0x2BB4, 0x2BCC, 0x2E91, 0x2BA9, 0x2E90, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2C60, 0x2CCF, 0xB0065, ]
ID = 0x0066, Name = Cookie, Personality = 5, Catchphrase = arfer, Shirt = 0x2492, Furniture = [0x214C, 0x2345, 0x2409, 0x2755, 0x2DDA, 0x2941, 0x2DD8, 0x2DDB, 0x2940, 0x2C8F, 0x2949, 0x2CB2, 0x28D7, 0x2B38, 0x28AC, 0x2C54, 0x7FFE, 0x7FFE, 0x294A, 0x2C2C, 0x1B0066, ]
ID = 0x0067, Name = Mac, Personality = 1, Catchphrase = woo woof, Shirt = 0x250E, Furniture = [0x215D, 0x2387, 0x2416, 0x2758, 0x2A8A, 0x7FFE, 0x2B08, 0x2B81, 0x2C1F, 0x2CA1, 0x2C42, 0x2B38, 0x2B82, 0x2BA6, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D7A, 0x7FFE, 0x240067, ]
ID = 0x0068, Name = Marcel, Personality = 0, Catchphrase = non, Shirt = 0x24D6, Furniture = [0x2151, 0x2389, 0x23F6, 0x276A, 0x2AF0, 0x2AF7, 0x2AF1, 0x2AFD, 0x7FFE, 0x2B9C, 0x2B0D, 0x2B0E, 0x2B0F, 0x2AF4, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CD4, 0x7FFE, 0x1B0068, ]
ID = 0x0069, Name = Benjamin, Personality = 0, Catchphrase = alrighty, Shirt = 0x24E9, Furniture = [0x216E, 0x23B9, 0x2419, 0x2777, 0x2D6A, 0x2B81, 0x2D6E, 0x2D66, 0x2D67, 0x2D6C, 0x2BCF, 0x2D6F, 0x2D70, 0x2C57, 0x2CF7, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CCF, 0x30069, ]
ID = 0x006A, Name = Cherry, Personality = 7, Catchphrase = what what, Shirt = 0x24F7, Furniture = [0x212B, 0x23AC, 0x23CD, 0x276D, 0x2D05, 0x2D08, 0x2D0C, 0x2CF1, 0x2AE9, 0x2AE8, 0x2B8A, 0x2C71, 0x2CEE, 0x2B37, 0x2CBD, 0x2D04, 0x7FFE, 0x7FFE, 0x2D0A, 0x7FFE, 0x1C006A, ]
ID = 0x006B, Name = Shep, Personality = 3, Catchphrase = baaa man, Shirt = 0x2567, Furniture = [0x2134, 0x2342, 0x2419, 0x2773, 0x2B1E, 0x2AE9, 0x2B6C, 0x2971, 0x2975, 0x2B2D, 0x2B7D, 0x2B39, 0x2BD1, 0x2B85, 0x2B8D, 0x2C54, 0x2BC9, 0x7FFE, 0x2976, 0x2C2C, 0x1C006B, ]
ID = 0x006C, Name = Bill, Personality = 1, Catchphrase = quacko, Shirt = 0x2468, Furniture = [0x2163, 0x2374, 0x23C9, 0x2755, 0x2935, 0x293A, 0x2AF7, 0x2938, 0x2AF1, 0x2937, 0x2B31, 0x2B0C, 0x2B9D, 0x2BBA, 0x293C, 0x2B22, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7006C, ]
ID = 0x006D, Name = Joey, Personality = 0, Catchphrase = bleeeeeck, Shirt = 0x2469, Furniture = [0x2131, 0x238F, 0x2414, 0x2758, 0x2A8A, 0x2C4B, 0x2C4B, 0x2C4B, 0x2A7A, 0x2B89, 0x290C, 0x2AC5, 0x7FFE, 0x2A87, 0x2BA5, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x25006D, ]
ID = 0x006E, Name = Pate, Personality = 5, Catchphrase = quackle, Shirt = 0x24C2, Furniture = [0x213B, 0x2377, 0x2403, 0x275C, 0x2ADD, 0x2D3A, 0x2D43, 0x2B9A, 0x7FFE, 0x2D41, 0x2B3E, 0x2954, 0x2BB0, 0x2B2D, 0x2B9C, 0x2B7A, 0x2BD2, 0x7FFE, 0x2D40, 0x7FFE, 0x27006E, ]
ID = 0x006F, Name = Maelle, Personality = 6, Catchphrase = duckling, Shirt = 0x2463, Furniture = [0x2157, 0x2366, 0x23F6, 0x275D, 0x2D42, 0x2D43, 0x2B79, 0x2D3D, 0x2D3A, 0x2B77, 0x2B7D, 0x2B73, 0x2B99, 0x2C57, 0x2C54, 0x28B0, 0x7FFE, 0x7FFE, 0x2C2D, 0x2C2C, 0x8006F, ]
ID = 0x0070, Name = Deena, Personality = 4, Catchphrase = woowoo, Shirt = 0x24E4, Furniture = [0x2156, 0x237E, 0x23E6, 0x275E, 0x2B44, 0x2C94, 0x2BA2, 0x2B47, 0x2B45, 0x2C9E, 0x2C4C, 0x2B3B, 0x2B3B, 0x2C4C, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CC3, 0x7FFE, 0x260070, ]
ID = 0x0071, Name = Pompom, Personality = 5, Catchphrase = rah rah, Shirt = 0x246A, Furniture = [0x212A, 0x2365, 0x2404, 0x275F, 0x29A3, 0x29AB, 0x2A45, 0x29A4, 0x2A3E, 0x2B7D, 0x2B20, 0x2B30, 0x2A44, 0x2BD1, 0x2C8C, 0x2C78, 0x2C54, 0x7FFE, 0x2A42, 0x2CBF, 0x270071, ]
ID = 0x0072, Name = Mallary, Personality = 6, Catchphrase = quackpth, Shirt = 0x248B, Furniture = [0x2130, 0x2342, 0x23EE, 0x276B, 0x296C, 0x2975, 0x293A, 0x2BC5, 0x2938, 0x249B, 0x2B35, 0x2B9D, 0x2972, 0x2B37, 0x2C77, 0x2CED, 0x7FFE, 0x7FFE, 0x293F, 0x2C2C, 0x90072, ]
ID = 0x0073, Name = Freckles, Personality = 5, Catchphrase = ducky, Shirt = 0x2465, Furniture = [0x215A, 0x2378, 0x23E7, 0x276C, 0x2B06, 0x2318, 0x2B09, 0x2314, 0x2B83, 0x2BC6, 0x2CB1, 0x2C5F, 0x2B34, 0x2B9E, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CCB, 0x2C2C, 0x360073, ]
ID = 0x0074, Name = Derwin, Personality = 0, Catchphrase = derrrr, Shirt = 0x2487, Furniture = [0x2144, 0x2361, 0x23E6, 0x275D, 0x7FFE, 0x2ABA, 0x2AB9, 0x2AB9, 0x2AB5, 0x2AB7, 0x2AB7, 0x2AB8, 0x2AB8, 0x2ABB, 0x22E1, 0x2C13, 0x2C7D, 0x7FFE, 0x2CC3, 0x2E1B, 0x40074, ]
ID = 0x0075, Name = Drake, Personality = 0, Catchphrase = quacko, Shirt = 0x24C3, Furniture = [0x2145, 0x234B, 0x23CC, 0x275D, 0x2A94, 0x2978, 0x2977, 0x2943, 0x2B9A, 0x297E, 0x2AE6, 0x7FFE, 0x2B9D, 0x2944, 0x2B1A, 0x2CEC, 0x2CBD, 0x7FFE, 0x298C, 0x7FFE, 0x1E0075, ]
ID = 0x0076, Name = Scoot, Personality = 1, Catchphrase = zip zoom, Shirt = 0x245B, Furniture = [0x2165, 0x2362, 0x23FA, 0x2772, 0x2B06, 0x2B03, 0x2B09, 0x2B08, 0x2AF3, 0x2B07, 0x2BC7, 0x2ACA, 0x2B31, 0x2C83, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CC7, 0x7FFE, 0x70076, ]
ID = 0x0077, Name = Miranda, Personality = 6, Catchphrase = quackulous, Shirt = 0x24E1, Furniture = [0x2170, 0x2381, 0x23F1, 0x2767, 0x2C96, 0x2D30, 0x2C7F, 0x294F, 0x2D39, 0x2C53, 0x2D37, 0x2B36, 0x2B49, 0x7FFE, 0x2B9C, 0x28A6, 0x7FFE, 0x7FFE, 0x2CD1, 0x7FFE, 0x280077, ]
ID = 0x0078, Name = Gloria, Personality = 6, Catchphrase = quacker, Shirt = 0x250C, Furniture = [0x2178, 0x2381, 0x2405, 0x2770, 0x2B44, 0x2B9A, 0x2994, 0x2B9F, 0x2AE9, 0x2A39, 0x2C4C, 0x2B37, 0x7FFE, 0x2BCC, 0x2CF2, 0x2CBD, 0x2C81, 0x7FFE, 0x2C2D, 0x7FFE, 0x180078, ]
ID = 0x0079, Name = Molly, Personality = 4, Catchphrase = quackidee, Shirt = 0x2590, Furniture = [0x2150, 0x2382, 0x23CF, 0x2769, 0x294B, 0x2C3E, 0x294F, 0x2952, 0x2951, 0x2B3C, 0x294E, 0x2B2B, 0x2953, 0x2950, 0x2B7A, 0x2C54, 0x28B0, 0x7FFE, 0x2CC4, 0x2C2C, 0x30079, ]
ID = 0x007A, Name = Quillson, Personality = 3, Catchphrase = ridukulous, Shirt = 0x2560, Furniture = [0x2179, 0x2342, 0x23FC, 0x2761, 0x298D, 0x2CB7, 0x2BA2, 0x22FC, 0x2991, 0x2CA3, 0x2B5D, 0x2B85, 0x2B31, 0x2C83, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2C60, 0x2C2C, 0x007A, ]
ID = 0x007B, Name = Opal, Personality = 6, Catchphrase = snoot, Shirt = 0x24B5, Furniture = [0x215E, 0x2342, 0x2402, 0x2761, 0x2C96, 0x2935, 0x293D, 0x2D39, 0x294F, 0x293C, 0x2937, 0x7FFE, 0x2B9C, 0x2B2D, 0x2C81, 0x7FFE, 0x7FFE, 0x7FFE, 0x2955, 0x7FFE, 0x28007B, ]
ID = 0x007C, Name = Dizzy, Personality = 0, Catchphrase = woo-oo, Shirt = 0x246B, Furniture = [0x2143, 0x237B, 0x23E2, 0x2755, 0x2A94, 0x2999, 0x2998, 0x2A8D, 0x2BA3, 0x2B20, 0x28E2, 0x28C1, 0x28E6, 0x28B9, 0x2BCA, 0x2BAE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x24007C, ]
ID = 0x007D, Name = Big Top, Personality = 0, Catchphrase = villain, Shirt = 0x2469, Furniture = [0x216B, 0x235B, 0x240F, 0x275E, 0x2AC3, 0x2A79, 0x2A79, 0x2C94, 0x2A7B, 0x2A7C, 0x2B4C, 0x2BA4, 0x2DFC, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x15007D, ]
ID = 0x007E, Name = Eloise, Personality = 6, Catchphrase = tooooot, Shirt = 0x2487, Furniture = [0x212A, 0x2363, 0x23EA, 0x2764, 0x294B, 0x2957, 0x294F, 0x2952, 0x2BA1, 0x295C, 0x2493, 0x2B38, 0x2B12, 0x7FFE, 0x2B8D, 0x7FFE, 0x7FFE, 0x7FFE, 0x2955, 0x7FFE, 0x1007E, ]
ID = 0x007F, Name = Margie, Personality = 4, Catchphrase = tootie, Shirt = 0x2508, Furniture = [0x2130, 0x238A, 0x23EE, 0x2769, 0x296C, 0x2975, 0x2973, 0x2938, 0x2971, 0x2B49, 0x2DC6, 0x2B0A, 0x2B9D, 0x2B31, 0x2C8E, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7007F, ]
ID = 0x0080, Name = Axel, Personality = 1, Catchphrase = WHONK, Shirt = 0x2471, Furniture = [0x2161, 0x2347, 0x243B, 0x276E, 0x299D, 0x2B57, 0x29A1, 0x299B, 0x2A63, 0x2BB8, 0x299F, 0x2B2C, 0x7FFE, 0x2A64, 0x2C8A, 0x7FFE, 0x7FFE, 0x7FFE, 0x29A2, 0x7FFE, 0xE0080, ]
ID = 0x0081, Name = Tucker, Personality = 0, Catchphrase = fuzzers, Shirt = 0x24F4, Furniture = [0x213E, 0x239E, 0x2410, 0x2773, 0x2B70, 0x2A83, 0x2A59, 0x2A57, 0x2A59, 0x28E7, 0x2B35, 0x2B3A, 0x28ED, 0x28E6, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x240081, ]
ID = 0x0082, Name = Tia, Personality = 4, Catchphrase = teacup, Shirt = 0x255B, Furniture = [0x2162, 0x2347, 0x2438, 0x2757, 0x2B1E, 0x2956, 0x2B74, 0x2DB2, 0x2A40, 0x7FFE, 0x295C, 0x2B38, 0x7FFE, 0x2B9C, 0x2B7A, 0x7FFE, 0x7FFE, 0x7FFE, 0x2C2D, 0x7FFE, 0x370082, ]
ID = 0x0083, Name = Lily, Personality = 4, Catchphrase = zzrrbbitt, Shirt = 0x24C0, Furniture = [0x2132, 0x2367, 0x23EA, 0x2766, 0x297C, 0x297F, 0x2978, 0x2BC5, 0x2BC2, 0x2B78, 0x2B7D, 0x2B1C, 0x2BD1, 0x2BC6, 0x2BA6, 0x7FFE, 0x7FFE, 0x7FFE, 0x2A42, 0x7FFE, 0x1B0083, ]
ID = 0x0084, Name = Ribbot, Personality = 1, Catchphrase = toady, Shirt = 0x2457, Furniture = [0x2153, 0x238B, 0x23CD, 0x275C, 0x2D05, 0x2A9D, 0x2D0C, 0x2D06, 0x2A9B, 0x2D0B, 0x2D09, 0x7FFE, 0x2A9C, 0x292C, 0x2C9C, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D0A, 0x7FFE, 0x400084, ]
ID = 0x0085, Name = Frobert, Personality = 1, Catchphrase = fribbit, Shirt = 0x24DB, Furniture = [0x215D, 0x239A, 0x23E9, 0x2767, 0x29BE, 0x29BD, 0x29A1, 0x29BA, 0x2BC5, 0x292D, 0x29BB, 0x29C2, 0x29BF, 0x7FFE, 0x2BCB, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x230085, ]
